Gene = Ecrg4
Position 1356: 5.768117382849856e-06
Position 366: 5.300942854481258e-06
Position 1374: 5.225212846191671e-06
Position 1673: 4.534773884559144e-06
Position 943: 4.13695055410043e-06
Position 310: 3.2406886310204644e-06
Position 642: 2.794334064690337e-06
Position 1202: 2.552854820962589e-06
Position 1041: 2.437430154813276e-06
Position 1396: 2.177300590834329e-06
Position 625: 1.8954257354331199e-06
Position 235: 1.718395441387314e-06
Position 522: 1.519340868806278e-06
Position 348: 1.3204729977088902e-06
Position 35: 9.582219747050362e-07
Position 2105: 6.194173652220924e-07
Position 2205: 4.291135804719696e-07
Position 2098: 4.2321197040843626e-07
Position 247: 4.104681515311774e-07
Position 294: 2.1423994696566982e-07
Position 2061: 6.412299768043426e-09
Position 1118: 4.4860493491420937e-10
Position 512: 3.552286732472136e-10
Position 1072: 3.4182436698127445e-10
Position 568: 1.0211372749903435e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 6597: 0.9526075907372634
Position 11642: 0.9267732634680071
Position 7957: 0.5718228286572704
Position 942: 0.29691404070963606
Position 8883: 0.2853072093866073
Position 10233: 0.2059959042979951
Position 8458: 0.09931863715026333
Position 7974: 0.08218649287691533
Position 2851: 0.07220056826663752
Position 4197: 0.06761219863886378
Position 8017: 0.06418598579624665
Position 11287: 0.0635075352591395
Position 1934: 0.048897005780820915
Position 9607: 0.032256037241333566
Position 748: 0.026198361073144105
Position 960: 0.022315891123355896
Position 11092: 0.020691196822799688
Position 2604: 0.017894648838086
Position 6533: 0.01734353994362373
Position 1878: 0.016229067372704138
Position 7337: 0.014527799140584191
Position 8908: 0.014064449316525618
Position 8498: 0.013611006766081745
Position 8800: 0.012864243020469363
Position 8523: 0.01232049604859058
Position 7894: 0.012156399988100648
Position 5407: 0.012039326790979424
Position 7984: 0.011377835472907629
Position 5365: 0.011229619889990597
Position 7990: 0.011107371926412927
Position 9433: 0.010158930937465137
Position 2648: 0.008717176531134328
Position 3361: 0.007963832391108318
Position 3524: 0.0076689176722222994
Position 919: 0.007532159693701643
Position 4339: 0.007290314698426925
Position 4963: 0.004945791302852633
Position 8961: 0.0049251489490570515
Position 10858: 0.004862700301812144
Position 11677: 0.004755278081456422
Position 4168: 0.0045734289436431255
Position 2460: 0.004485800166260271
Position 5455: 0.004059819278400452
Position 1760: 0.004051539784294154
Position 9171: 0.0039859919498060415
Position 10896: 0.0038708301207958933
Position 4092: 0.0035903351290320273
Position 11136: 0.00351612466265287
Position 4365: 0.0028620558075373873
Position 4121: 0.0028457540752458653
Position 2675: 0.0026080914382231204
Position 994: 0.002571844825304502
Position 895: 0.0025278584024421734
Position 5282: 0.002362130813190482
Position 1975: 0.0023497763715890243
Position 8576: 0.0022995326010146013
Position 3581: 0.002296571322200322
Position 270: 0.0020727403174512875
Position 8548: 0.0016112149120307234
Position 3384: 0.001586280720354809
Position 259: 0.0015828726234407094
Position 6393: 0.0015410870080925893
Position 11173: 0.0015293030512323457
Position 1650: 0.0014578516744455589
Position 8664: 0.0013621351343466306
Position 2274: 0.0013190128580517924
Position 971: 0.0012476413476114748
Position 8454: 0.001217544874826552
Position 4299: 0.0011489189395647366
Position 3303: 0.001136267777582615
Position 2730: 0.0010895952830303566
Position 752: 0.0010647090489382934
Position 2530: 0.0009635345317861789
Position 2481: 0.0009253001566952498
Position 1757: 0.0009239716893157185
Position 10374: 0.0008727912724814578
Position 247: 0.0008702477834596037
Position 968: 0.0008596682629835962
Position 858: 0.000837123131876818
Position 1659: 0.0008366966041967603
Position 4819: 0.0007765364897106741
Position 1726: 0.0007478688224319434
Position 2738: 0.0007210621334093512
Position 2875: 0.0005942531650159093
Position 7264: 0.0005163368004782275
Position 1052: 0.0004296744274057932
Position 474: 0.00042684175699265575
Position 310: 0.00041906675773936236
Position 1004: 0.00035341131285280734
Position 1278: 0.00026127886323570307
Position 828: 0.00024134034589663958
Position 7431: 0.0002325958809810688
Position 11824: 0.00020026929042435055
Position 9147: 0.00019171432468175463
Position 5636: 0.00011643908549968173
Position 8681: 0.00011321388696917137
Position 7703: 0.00010016822738516199
Position 9365: 8.217459990163473e-05
Position 493: 8.097203520893211e-05
Position 361: 7.729059168884466e-05
Position 471: 7.577990480768591e-05
Position 6806: 6.23075557686189e-05
Position 1434: 4.205067282160023e-05
Position 5808: 3.0732741728436365e-05
Position 535: 3.0156891755792247e-05
Position 193: 2.8606783655104635e-05
Position 1812: 2.4743019263702673e-05
Position 1202: 1.9787439145734532e-05
Position 1545: 1.812144610108717e-05
Position 1695: 1.7893932600036706e-05
Position 1372: 1.741882330178925e-05
Position 3317: 1.717229858108152e-05
Position 3437: 1.6914942582470515e-05
Position 1831: 1.681995412786655e-05
Position 1127: 1.4574892651992549e-05
Position 1414: 1.4293929645567758e-05
Position 2949: 1.3500791311963407e-05
Position 2053: 1.0617255015105165e-05
Position 2548: 1.0529016833891815e-05
Position 2418: 1.0298051243795755e-05
Position 4687: 8.361983536105046e-06
Position 287: 7.137189457322955e-06
Position 4458: 6.99062584183358e-06
Position 1763: 6.117872600858137e-06
Position 1911: 6.066979915890405e-06
Position 675: 5.275946632017426e-06
Position 1283: 4.640147675490251e-06
Position 1466: 4.2048037243829465e-06
Position 512: 4.130216601490817e-06
Position 1140: 4.11935887493901e-06
Position 229: 4.046809229672932e-06
Position 765: 3.712090360669724e-06
Position 3155: 3.7044086248733414e-06
Position 1113: 3.523505825070265e-06
Position 1503: 3.3254491699445717e-06
Position 1304: 2.725129807626122e-06
Position 539: 2.443436300505792e-06
Position 1028: 1.7114071004679223e-06
Position 2050: 1.5795885867744276e-06
Position 1185: 1.3378118064100082e-06
Position 1701: 1.2902929199963238e-06
Position 96: 1.1304392476452409e-06
Position 996: 1.0382344084634242e-06
Position 1396: 1.0280962860873984e-06
Position 199: 9.919633512860936e-07
Position 571: 8.109735190735115e-07
Position 1079: 7.525315130450595e-07
Position 1147: 7.266462233736619e-07
Position 1350: 7.087661570080413e-07
Position 195: 6.457618663315323e-07
Position 599: 3.832390905361662e-07
Position 107: 3.068480831592937e-07
Position 167: 2.768870155588295e-07
Position 551: 2.6220035852657156e-07
Position 410: 2.41128441751887e-07
Position 86: 2.1987575036218845e-07
Position 99: 1.9396878371499265e-07
Position 138: 1.8386352279110243e-07
Position 522: 1.7067521613313833e-07
Position 636: 1.64845145274065e-07
Position 543: 1.1805841361346799e-07
Position 407: 7.045243498010661e-08
Position 559: 6.274758113184488e-08
Position 603: 5.5631241924936094e-08
Position 366: 4.061244516487918e-08
Position 625: 2.1134987151340994e-08
Position 394: 2.0751228485661013e-08
Position 671: 2.0740610793530546e-08
Position 112: 1.0480688873385862e-08
Position 840: 9.801505501916535e-09
Position 387: 9.75987889205532e-09
Position 1116: 7.517761262547796e-09
Position 1054: 7.347125211445763e-09
Position 1280: 6.774838049974827e-09
Position 1142: 5.327595738493177e-09
Position 613: 2.3597818058014135e-09
Position 568: 1.5757719342693465e-09
Position 622: 1.3537205269274662e-09
Position 655: 3.6596103942403934e-10
Position 563: 1.5269462249912687e-10
Position 209: 1.4226586870464733e-10
Position 785: 9.577505458726638e-11
Position 1225: 1.8786801157097863e-11
Position 1092: 1.703427518074564e-11
Position 1209: 1.504906156868233e-11
