Gene = Mreg
Position 701: 3.427869259937334e-05
Position 519: 2.8862173697448784e-05
Position 658: 2.289935681389551e-05
Position 678: 1.9581098631676636e-05
Position 723: 1.9485082729091458e-05
Position 1045: 1.5200439632741e-05
Position 1055: 1.2964240561799833e-05
Position 637: 1.09308332741219e-05
Position 627: 1.085189797520925e-05
Position 355: 1.0292526972826404e-05
Position 673: 9.669004977445803e-06
Position 591: 8.75292035137882e-06
Position 1236: 7.65053438504803e-06
Position 1096: 7.3472393872891326e-06
Position 684: 7.113612387700585e-06
Position 1331: 6.1333933839913824e-06
Position 350: 3.996422545319389e-06
Position 532: 3.6942137717346145e-06
Position 360: 3.2500885532111034e-06
Position 852: 2.7787923741401836e-06
Position 1319: 2.6110941237255212e-06
Position 895: 2.0578449625416313e-06
Position 1118: 2.022534964119346e-06
Position 1694: 1.829148213710383e-06
Position 1413: 9.163067287140734e-07
Position 561: 9.11310230373351e-07
Position 709: 7.249813345066804e-07
Position 1480: 7.155936462392988e-07
Position 892: 6.911482524163074e-07
Position 957: 5.708300260647053e-07
Position 752: 4.824823318937868e-07
Position 1231: 3.879535224353593e-07
Position 611: 3.047186255362637e-07
Position 327: 2.2453833734780224e-07
Position 432: 1.8702622205163257e-07
Position 397: 1.1405958849499533e-07
Position 371: 9.424872963733079e-08
Position 139: 8.850827196631167e-08
Position 84: 7.304315865028818e-08
Position 131: 6.118893498977199e-08
Position 125: 4.299039769471439e-08
Position 240: 3.892636324981238e-08
Position 119: 3.289866450258738e-08
Position 63: 2.5314773735942947e-08
Position 329: 2.0011093426106984e-08
Position 445: 1.66318220729488e-08
Position 105: 1.4702933674536295e-08
Position 443: 5.258354839014033e-10
Position 332: 4.909785883442595e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 20104: 0.9446361222961746
Position 8056: 0.811256346386304
Position 7225: 0.33377811694100706
Position 2423: 0.3208866147944184
Position 14101: 0.2978685957031295
Position 10882: 0.2141595331601814
Position 2420: 0.20177661593703633
Position 5924: 0.17025452111679823
Position 21303: 0.16834059729689543
Position 1303: 0.1470567501913098
Position 20659: 0.13572277207788144
Position 14076: 0.10816877363123327
Position 2473: 0.07912163560213473
Position 8010: 0.06559639687488618
Position 7860: 0.061711368683189674
Position 7807: 0.037701674855439446
Position 7544: 0.037654725976113905
Position 2461: 0.037564967389778076
Position 2556: 0.028576653310732184
Position 1926: 0.02809216194036692
Position 2720: 0.02328563228676872
Position 2673: 0.021189590955629903
Position 1334: 0.016477653797246205
Position 820: 0.013481460191375923
Position 3648: 0.010200525443080396
Position 3560: 0.009293374030973123
Position 4491: 0.00818655628625841
Position 6155: 0.006237415483893292
Position 4687: 0.00606347224916142
Position 1262: 0.005997446277132237
Position 17193: 0.005558072911760027
Position 2694: 0.005392355715744559
Position 1405: 0.002881366423766733
Position 9415: 0.002557525011616084
Position 15673: 0.002520299771909537
Position 8411: 0.0024857101202600406
Position 2438: 0.0019598284812322397
Position 2444: 0.0017773947446766414
Position 2235: 0.0017586286010497318
Position 4731: 0.00169155940785272
Position 2427: 0.0015226078994028493
Position 2187: 0.0014614019352722587
Position 1899: 0.0012090003930000208
Position 2257: 0.0010292843430331363
Position 9207: 0.0010142753479729534
Position 408: 0.0009819219524758993
Position 8312: 0.0009453955165564955
Position 3532: 0.000929563042790909
Position 2038: 0.0008366018469491398
Position 9785: 0.0008282865448363786
Position 1351: 0.0008111251404604816
Position 5347: 0.0007614944510225011
Position 437: 0.0007261393578118393
Position 2322: 0.0007249052813318232
Position 10543: 0.0006863663034969047
Position 5684: 0.0006419753023906298
Position 2041: 0.0006121484677962031
Position 11368: 0.0005738232266123658
Position 1315: 0.0004884058984717211
Position 10675: 0.00036737672744259313
Position 1993: 0.0003527512137415603
Position 10337: 0.00034608243977874163
Position 497: 0.0002758921518883267
Position 5939: 0.0002729761328487931
Position 9255: 0.00015290988997431512
Position 3482: 0.00015287054663009597
Position 1236: 0.0001341105659916186
Position 4871: 0.00011897394901174785
Position 3131: 9.589233315792121e-05
Position 1965: 9.375751644906888e-05
Position 4029: 8.896125046032917e-05
Position 4164: 8.486337886813092e-05
Position 2991: 8.308731405234305e-05
Position 2877: 8.230316018932868e-05
Position 462: 7.11000316858163e-05
Position 2237: 6.540671306373927e-05
Position 1361: 6.413170758262487e-05
Position 3293: 6.012743698249943e-05
Position 3204: 5.839443975144734e-05
Position 3254: 5.0588278823539084e-05
Position 1153: 4.7266961782097646e-05
Position 1112: 4.220574655684943e-05
Position 1781: 4.1511263509531784e-05
Position 1942: 3.974395859426151e-05
Position 787: 2.136675595435471e-05
Position 1600: 2.0917994177375803e-05
Position 1195: 2.0097168071596954e-05
Position 1312: 1.9484713809451592e-05
Position 5414: 1.867021225116629e-05
Position 3348: 1.1200572152839266e-05
Position 577: 1.1000286175974036e-05
Position 418: 8.1818189271101e-06
Position 3939: 7.257950659795181e-06
Position 627: 5.343994568824543e-06
Position 4971: 5.257256609047435e-06
Position 4403: 4.1020676223069365e-06
Position 4246: 4.043098866219168e-06
Position 2166: 2.5717554474754755e-06
Position 624: 2.198171118129876e-06
Position 591: 1.8977593831842487e-06
Position 1025: 1.8494641176189458e-06
Position 909: 9.873443725273429e-07
Position 637: 9.545956114398695e-07
Position 746: 8.982192624003277e-07
Position 1710: 8.542335204427889e-07
Position 843: 7.275623377382913e-07
Position 504: 7.099490885574912e-07
Position 458: 4.029904596693554e-07
Position 1066: 3.392729458272163e-07
Position 1445: 2.0144106047932778e-07
Position 1241: 1.9628608174396724e-07
Position 1441: 1.660773305375488e-07
Position 864: 1.4976826663004477e-07
Position 879: 1.2642977308660946e-07
Position 684: 7.77693492428999e-08
Position 1092: 7.46907658852202e-08
Position 996: 6.961294875279672e-08
Position 1131: 6.840344006406963e-08
Position 1011: 5.4651530929820274e-08
Position 1099: 5.1002419303367133e-08
Position 849: 4.987098475248326e-08
Position 359: 2.7612153798636597e-08
Position 2083: 9.67630819715643e-09
Position 772: 6.92120656909329e-10
Position 526: 4.440803121524183e-11
Position 519: 1.5306596726713866e-11
