Gene = Gstcd
Position 7368: 0.0004681882004762184
Position 2341: 0.0004540586860396239
Position 602: 0.0003795754024303863
Position 10135: 0.0003374038942496495
Position 706: 0.0003241646784870347
Position 709: 0.00032040253261921513
Position 621: 0.0002909615727034492
Position 1143: 0.0002519481866503629
Position 8152: 0.0002247814629940375
Position 8225: 0.00020877138856190909
Position 1808: 0.00017498037579411968
Position 2256: 0.0001518147796269849
Position 138: 0.0001504554984182818
Position 3704: 0.00012955775380122633
Position 3924: 0.00011356368665690505
Position 2465: 0.00010355737224712645
Position 2489: 9.388552026758262e-05
Position 361: 7.208823714298268e-05
Position 2395: 7.154771804270116e-05
Position 1504: 6.942814935071078e-05
Position 1788: 6.127562504625848e-05
Position 2456: 5.313919561765458e-05
Position 2439: 4.6935760014683786e-05
Position 2494: 4.2751124581261287e-05
Position 1239: 4.266902696923305e-05
Position 5666: 3.524190440384023e-05
Position 1836: 3.083927133009511e-05
Position 3874: 2.8503625261123254e-05
Position 4661: 2.47532090058945e-05
Position 3940: 2.4485517776520254e-05
Position 2294: 2.3783931627718312e-05
Position 2922: 2.3173595945265233e-05
Position 2816: 2.1850953064303773e-05
Position 1907: 2.0026884402010574e-05
Position 1192: 1.932310499617628e-05
Position 3390: 1.9059720002798947e-05
Position 1002: 1.7867025994571374e-05
Position 2004: 1.6114898812176527e-05
Position 5519: 1.5122222332301741e-05
Position 1960: 1.2290789790990243e-05
Position 1603: 1.0869907524100035e-05
Position 556: 9.56395453635605e-06
Position 1112: 8.955074966464405e-06
Position 801: 6.769339297210616e-06
Position 2925: 6.659313722530627e-06
Position 380: 6.277907229956632e-06
Position 3319: 4.329662133602477e-06
Position 308: 1.5782608319331943e-06
Position 666: 1.46899150675712e-06
Position 111: 1.0130145694455157e-06
Position 953: 7.012306020258577e-07
Position 337: 5.533222109647878e-07
Position 971: 4.6369678673331877e-07
Position 784: 3.521770320839031e-07
Position 106: 3.325036129673887e-07
Position 503: 3.017197771694038e-07
Position 141: 2.354250861743873e-07
Position 445: 2.2908400846505255e-07
Position 1006: 2.0140318302406788e-07
Position 608: 1.791210037735395e-07
Position 1266: 1.1255628534691858e-07
Position 483: 1.0574250376381412e-07
Position 144: 1.003277414376812e-07
Position 1219: 9.662726038275864e-08
Position 738: 6.651401859144733e-08
Position 164: 6.322513547761706e-08
Position 332: 1.7603044220565543e-08
Position 369: 1.5710991234443163e-08
Position 529: 1.1993595421905256e-08
Position 176: 1.1626903929883267e-08
Position 371: 9.536790232368107e-09
Position 551: 9.501023330996078e-09
Position 561: 6.604280759015935e-09
Position 245: 6.097820135562409e-09
Position 505: 9.237052882810723e-10
Position 511: 8.926720493759029e-10
Position 152: 8.700212712525957e-10
Position 290: 3.9767170951479736e-10
Position 1468: 1.398248568956203e-10
Position 251: 9.924785940527437e-11
Position 471: 1.0896482031530232e-11
Position 253: 2.922152764406328e-13
