Gene = Ino80e
Position 8101: 6.402899167963177e-05
Position 5020: 6.036991730492327e-05
Position 780: 4.9869251007492494e-05
Position 422: 4.0760369538317335e-05
Position 191: 3.878538262280997e-05
Position 1929: 3.800683778787813e-05
Position 375: 3.1086826402164575e-05
Position 4724: 2.107708678651463e-05
Position 5570: 1.8130790587464924e-05
Position 201: 1.4613133552557162e-05
Position 471: 1.111402694454588e-05
Position 710: 1.0392956756779001e-05
Position 217: 9.124161609665675e-06
Position 4691: 8.764296467401241e-06
Position 162: 8.405281408269883e-06
Position 5037: 8.305408615530476e-06
Position 4258: 8.245980792564965e-06
Position 655: 7.120677858705636e-06
Position 4074: 6.3156481825086075e-06
Position 411: 5.171007046664794e-06
Position 12: 4.963389662255377e-06
Position 723: 4.785699229289601e-06
Position 608: 4.4362240301174e-06
Position 451: 4.166689222863322e-06
Position 77: 3.7279385858038762e-06
Position 580: 3.2221551541852825e-06
Position 157: 1.3473677660567762e-06
Position 570: 1.2376042252750816e-06
Position 229: 5.394754985972787e-07
Position 884: 5.087962739949749e-07
Position 50: 4.931239121171856e-07
Position 300: 3.9504564472533476e-07
Position 657: 3.884920017333374e-07
Position 35: 2.785100982732865e-07
Position 237: 4.2870936077164865e-09
Position 4190: 1.290041393418327e-09
Position 244: 1.908119809265827e-11
Position 545: 1.5508622836497325e-11
Position 281: 1.557907483327221e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 291: 0.9414994551528012
Position 4050: 0.8379050798748032
Position 3885: 0.7775317749519357
Position 4786: 0.498349440071664
Position 4495: 0.49193271004457195
Position 556: 0.3410988068851029
Position 545: 0.29936678790573423
Position 4383: 0.23625711066071084
Position 4546: 0.23240006571084312
Position 8846: 0.23110103739109916
Position 8954: 0.21167884732237158
Position 8993: 0.1846609055114993
Position 7964: 0.12418734797230731
Position 7666: 0.10956761337787727
Position 2055: 0.09688104628040588
Position 4115: 0.07213317463105015
Position 3830: 0.05968975337993296
Position 8711: 0.05729128876539104
Position 4092: 0.05450452354409885
Position 3823: 0.054434768515087835
Position 1847: 0.05064536887766697
Position 5807: 0.049925313246270815
Position 8257: 0.0494828064229914
Position 270: 0.04463256621744867
Position 8776: 0.04345841560887526
Position 8505: 0.030441961142913785
Position 1963: 0.0258283757662543
Position 6701: 0.02212228893084994
Position 3804: 0.021030013935624606
Position 4327: 0.019654103139193368
Position 10006: 0.01962302879751931
Position 8990: 0.01824490817145147
Position 1997: 0.01656705517408049
Position 2610: 0.01515860166276516
Position 2069: 0.015070760471683164
Position 6682: 0.014450920918938015
Position 3873: 0.013543362866898175
Position 9480: 0.01288690435144164
Position 1886: 0.01178928427185231
Position 8277: 0.011247667390869959
Position 7144: 0.010743657085107218
Position 433: 0.010592984649471126
Position 3909: 0.009806122990330075
Position 4129: 0.009417934995574926
Position 2386: 0.008837264632221013
Position 6562: 0.006752069890458029
Position 7647: 0.006289699567557012
Position 1928: 0.005927812902411558
Position 4054: 0.005505992672295874
Position 5838: 0.0052608904130177015
Position 8157: 0.005146603960971265
Position 9254: 0.005108191956199785
Position 5259: 0.00488217870528639
Position 7361: 0.004831528395410018
Position 909: 0.0045381959426998445
Position 4830: 0.004111579002070082
Position 294: 0.004086622874824486
Position 2593: 0.0038361783448745738
Position 7718: 0.003777390228233434
Position 1982: 0.0035025461858993754
Position 2620: 0.0033708343531537147
Position 3754: 0.003153657258569745
Position 6455: 0.002867719970049658
Position 570: 0.0027525538000154714
Position 8130: 0.0026936620133619993
Position 664: 0.002122030535649612
Position 804: 0.002078806317059689
Position 3891: 0.002015413170142206
Position 2857: 0.0019777428413420674
Position 2575: 0.0019283633197858699
Position 793: 0.0017786363687813975
Position 479: 0.0016665059316153343
Position 2885: 0.001655614795521082
Position 3757: 0.0016130119536138833
Position 6750: 0.001513142042768734
Position 2209: 0.0015033603305852684
Position 1890: 0.0014813936455258063
Position 8898: 0.0014764616060138785
Position 1692: 0.0012388831828051836
Position 3636: 0.0011638655975649839
Position 3779: 0.0011602577883271096
Position 5510: 0.0011495967180900329
Position 7531: 0.001103482206548967
Position 1858: 0.001093542786623766
Position 6607: 0.0010262730441977339
Position 3420: 0.0009970204278895959
Position 2257: 0.000983135978357828
Position 857: 0.000957236209768685
Position 2243: 0.0009300764193313026
Position 1673: 0.0008703800864251324
Position 973: 0.0008284087219850907
Position 7927: 0.000809495581708787
Position 9063: 0.0007907038441785123
Position 489: 0.0007419315939831017
Position 3000: 0.0007320129114457936
Position 5048: 0.000720453565473478
Position 4386: 0.0006827800149373837
Position 678: 0.0006661649809564654
Position 809: 0.0006302861157997868
Position 5162: 0.000608808598254811
Position 7213: 0.0006042199463639256
Position 6820: 0.0005979662409513272
Position 6520: 0.0005955834438600381
Position 1993: 0.0005859002555537402
Position 2969: 0.0005494701574790523
Position 779: 0.00051019622281131
Position 4056: 0.0004983584275721052
Position 451: 0.00047086042199782257
Position 2204: 0.0004407510708683582
Position 3328: 0.00043882609213112767
Position 5551: 0.0004364064355208182
Position 3114: 0.0004321788021841933
Position 6271: 0.0004057250542387719
Position 1716: 0.00036489573440133495
Position 6217: 0.0003595432943793186
Position 209: 0.0003407175260010569
Position 1867: 0.00034062368209575723
Position 7855: 0.00033001867930072213
Position 1896: 0.0003292928835594238
Position 3372: 0.0003176456369626512
Position 6121: 0.00030631133892986494
Position 4934: 0.00027508414545399166
Position 457: 0.000268837814891172
Position 1032: 0.00024443025015568936
Position 309: 0.0002404792639647189
Position 5287: 0.00023492412195421706
Position 2912: 0.00022878941409657972
Position 624: 0.00022217452749136093
Position 4059: 0.00018902161057359694
Position 4017: 0.00018764003248205205
Position 1728: 0.000165590526216593
Position 4734: 0.00012865161610218855
Position 4333: 0.00012277191341652618
Position 2276: 0.00011763293716239894
Position 4073: 0.0001159997498312744
Position 6541: 0.00011556242404094888
Position 2170: 0.00011261266627732617
Position 5005: 9.830068878052821e-05
Position 576: 9.084690777322725e-05
Position 927: 8.735021639549577e-05
Position 718: 8.027090327756181e-05
Position 1042: 8.014232731919138e-05
Position 300: 7.691021430435788e-05
Position 3612: 6.681163972050975e-05
Position 315: 6.486898044271744e-05
Position 4576: 5.616368649379029e-05
Position 5408: 5.0234952963102805e-05
Position 4560: 4.514772023906334e-05
Position 4723: 3.8230787590213924e-05
Position 5444: 3.239778457120612e-05
Position 4407: 2.4970430969641897e-05
Position 4275: 2.45449634405305e-05
Position 4234: 2.234762601527905e-05
Position 403: 1.8222883858171507e-05
Position 1084: 1.4360471688949499e-05
Position 884: 1.32136715258656e-05
Position 4569: 1.2672827476988653e-05
Position 224: 1.0578205900340739e-05
Position 482: 9.914133380130261e-06
Position 312: 8.936040359431909e-06
Position 4793: 8.828053501035615e-06
Position 220: 8.34708731139132e-06
Position 5211: 7.561217648923079e-06
Position 4555: 7.071636769571446e-06
Position 4303: 6.138226418264228e-06
Position 345: 5.606550272714049e-06
Position 4254: 5.199533510264435e-06
Position 4891: 4.230441925473974e-06
Position 697: 3.782595910099174e-06
Position 1744: 3.6039088732609148e-06
Position 467: 3.510709010616894e-06
Position 320: 3.4163866465169024e-06
Position 5221: 3.0013069785515045e-06
Position 5167: 2.9152604493058202e-06
Position 5191: 2.880945213451484e-06
Position 5524: 2.8723527292995644e-06
Position 5135: 2.738166794263767e-06
Position 4339: 2.596272289447267e-06
Position 460: 2.210486427077698e-06
Position 4352: 2.1367109033330907e-06
Position 4345: 1.705871288549182e-06
Position 1698: 1.5457637626771187e-06
Position 4866: 1.4831252885552888e-06
Position 217: 1.4511596594209352e-06
Position 5183: 1.2258859624899343e-06
Position 226: 1.0349408559596675e-06
Position 2405: 8.704699881129163e-07
Position 360: 7.080643738511834e-07
Position 5225: 6.98510700805942e-07
Position 355: 6.771443630960478e-07
Position 1651: 6.609517661531595e-07
Position 589: 4.862283110358112e-07
Position 723: 3.637677306521799e-07
Position 4696: 2.6532942509246157e-07
Position 2181: 2.54433809822728e-07
Position 385: 2.5055567201731045e-07
Position 362: 1.806109588086704e-07
Position 1044: 1.560029990163263e-07
Position 4896: 1.1790479630719464e-07
Position 4903: 1.1574980727784375e-07
Position 4718: 1.1473786085982393e-07
Position 1050: 1.0867234845353185e-07
Position 493: 1.009065233068894e-07
Position 4740: 8.859205271787715e-08
Position 324: 8.573318059494838e-08
Position 628: 5.823162284574323e-08
Position 332: 4.312748559333488e-08
Position 367: 4.2695450133929055e-08
Position 501: 3.9376106374320564e-08
Position 1679: 2.984547742318579e-08
Position 99: 1.6659498285581943e-08
Position 4683: 1.2704370043191895e-08
Position 191: 1.111090815626892e-08
Position 831: 3.7648322023596704e-09
Position 608: 3.2886869764892428e-09
Position 814: 2.531125532593519e-09
Position 4844: 1.3948770896509667e-09
Position 77: 1.0431102680888276e-09
Position 688: 9.004942100507249e-10
Position 4279: 2.9306342318705003e-10
Position 91: 7.48783925529206e-12
Position 115: 3.011368078704489e-12
Position 121: 2.4664890976512487e-12
Position 144: 1.1378720387052177e-12
Position 109: 9.077723014701362e-13
Position 183: 5.390643794006256e-13
Position 138: 3.6877571318826447e-13
Position 168: 2.3158315662033646e-13
Position 162: 4.872437410541159e-15
Position 181: 2.4067155806168236e-15
