Gene = C130079G13Rik
Position 77: 4.424879154298563e-07
Position 105: 4.2445895173440767e-07
Position 50: 1.8613078819051757e-07
Position 174: 1.7406194273913468e-07
Position 191: 8.975212692909292e-08
Position 778: 6.882520933510654e-08
Position 887: 6.578084070957943e-08
Position 400: 3.938611212305388e-08
Position 416: 3.454496828520281e-08
Position 202: 3.1927547925618125e-09
Position 448: 2.9691563363971453e-09
Position 697: 1.6788773831700702e-09
Position 765: 1.628387986704673e-09
Position 414: 1.4482011074502888e-09
Position 552: 7.46126325206618e-10
Position 572: 7.175171608343456e-10
Position 570: 6.583544365685164e-10
Position 517: 4.858646486168398e-11
Position 538: 1.3181519168831067e-11
Position 593: 1.298366091421619e-11
Position 521: 8.733143405469283e-12
Position 681: 6.7273217029074734e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3619: 0.8356769261898559
Position 7718: 0.639714465151591
Position 6442: 0.3955864649543767
Position 7109: 0.35891673694345344
Position 7362: 0.24137302345438566
Position 7394: 0.21132081424456037
Position 2861: 0.1944387427060713
Position 2256: 0.1455771363188106
Position 6409: 0.09640028413238798
Position 3683: 0.09211143851464351
Position 1537: 0.08443669207531576
Position 3146: 0.08064222946029481
Position 1851: 0.07171838480576549
Position 7368: 0.07026266620517904
Position 2893: 0.041338396526740456
Position 10912: 0.040529449289864815
Position 9762: 0.03622401055635315
Position 8008: 0.032379840166518854
Position 3707: 0.029492572040636315
Position 7406: 0.028841337111393188
Position 7148: 0.02869816242104381
Position 6201: 0.02792513982613736
Position 3201: 0.02586516381008073
Position 5165: 0.024920837686110392
Position 6699: 0.016661136456742085
Position 10469: 0.015855405359883366
Position 1156: 0.015431231559272082
Position 6146: 0.013734527591720445
Position 6647: 0.013652406393309604
Position 3701: 0.012416002693469418
Position 7664: 0.010292673699800678
Position 1314: 0.010064143876225569
Position 9817: 0.009921005100840406
Position 3387: 0.00933956835458694
Position 7210: 0.00915918557377124
Position 8477: 0.008589609962249427
Position 2298: 0.008450580041404834
Position 3722: 0.008256925555552568
Position 6930: 0.00817540333579134
Position 2322: 0.00797888941144713
Position 7827: 0.007951341429574365
Position 11804: 0.007630235667969491
Position 7058: 0.00718824301075204
Position 8098: 0.006862780401465461
Position 2695: 0.006763465554813787
Position 6168: 0.006454228463889446
Position 1074: 0.006368091447062446
Position 10090: 0.006364203841272647
Position 10044: 0.0063053428788290705
Position 1334: 0.004951186395841661
Position 3963: 0.004894457297667191
Position 841: 0.0048876296148586676
Position 8125: 0.004870680498225192
Position 5776: 0.004315505958672982
Position 1250: 0.003814947087335892
Position 1629: 0.003703749458820409
Position 9402: 0.0037029214660814647
Position 508: 0.0035377582612301562
Position 5286: 0.003097162473555184
Position 5132: 0.0025146689045652208
Position 3244: 0.002278789969971552
Position 1884: 0.0022672190040790748
Position 2568: 0.0021738305366367358
Position 6444: 0.002108415522186859
Position 4865: 0.00197316121935682
Position 4247: 0.0019723845888029376
Position 2877: 0.0019639863238638086
Position 2487: 0.0019417406292935413
Position 9172: 0.0017433352346618424
Position 3741: 0.0016316215204021513
Position 7602: 0.0015439376428100218
Position 8655: 0.0015106396562166798
Position 1253: 0.0014943967655540926
Position 4958: 0.001460004595176375
Position 184: 0.0014577825607843785
Position 10441: 0.001376036804205471
Position 3659: 0.0012894183898691212
Position 2732: 0.001286885722617842
Position 7690: 0.0012544890074709307
Position 2508: 0.001249366630182465
Position 2340: 0.0012320672693452207
Position 3583: 0.0011961620936009186
Position 1533: 0.0011943096666114413
Position 1119: 0.0011770842530319085
Position 5806: 0.0010408658491550195
Position 8349: 0.0010282841003981297
Position 3441: 0.0010100140663555851
Position 105: 0.0009893891719736023
Position 8269: 0.0009594828786342206
Position 1009: 0.0009491887596672244
Position 1581: 0.0008361732328131425
Position 3082: 0.0006807301113798617
Position 5824: 0.0006672481477172391
Position 1491: 0.0006670028809724655
Position 3641: 0.0006249472132532938
Position 1643: 0.0006004382011488753
Position 3629: 0.0005894990151815347
Position 2902: 0.0005623342524562533
Position 195: 0.0005225837150025652
Position 1902: 0.0005091367429709986
Position 2994: 0.00047382783138654453
Position 167: 0.0004720114387772965
Position 3011: 0.0004219073085856097
Position 3223: 0.0004042966092930001
Position 239: 0.00037883496611388576
Position 6470: 0.0003300836536053403
Position 816: 0.00032572155492206084
Position 2963: 0.00031354302518630617
Position 1669: 0.00030429006131323674
Position 709: 0.00024170544695941793
Position 1586: 0.00023612670609777855
Position 202: 0.00023118984931929138
Position 604: 0.0002280946751238634
Position 3915: 0.00019477419263011367
Position 2827: 0.00019250002578666953
Position 707: 0.00017325348049866975
Position 4498: 0.0001485700166813256
Position 561: 0.0001262029078665058
Position 4521: 0.00012188243258549462
Position 4595: 0.00012039823878758871
Position 3902: 0.00010740258446849254
Position 4021: 8.557962336215257e-05
Position 2582: 6.823103054722395e-05
Position 481: 6.416525714363526e-05
Position 1745: 5.8133265785627035e-05
Position 802: 5.551213075499175e-05
Position 1937: 4.6535002989863756e-05
Position 1795: 4.3586023862980045e-05
Position 1906: 4.2904231534077766e-05
Position 722: 3.424917023352199e-05
Position 2460: 2.181027129936629e-05
Position 1603: 1.6951985144931598e-05
Position 2458: 1.6225423821387627e-05
Position 760: 1.45210220494517e-05
Position 727: 1.4379305258957339e-05
Position 2226: 1.4052778239289595e-05
Position 2279: 1.3894313401565536e-05
Position 2217: 1.387617954039471e-05
Position 1800: 1.1646970079797363e-05
Position 448: 8.985969166167307e-06
Position 1673: 6.445458651095134e-06
Position 1445: 6.218038301503991e-06
Position 3926: 6.130990878477833e-06
Position 951: 5.472087210200174e-06
Position 3990: 4.651146310993645e-06
Position 919: 4.611386122336959e-06
Position 141: 4.005773745090993e-06
Position 847: 3.6812359805036916e-06
Position 423: 2.9047689585852125e-06
Position 742: 2.2105811577577644e-06
Position 1910: 1.972453001392411e-06
Position 608: 1.8601292701655268e-06
Position 251: 1.7764879478414244e-06
Position 143: 1.6946875640869262e-06
Position 1401: 1.4777851770065672e-06
Position 1675: 1.4482314277753097e-06
Position 867: 1.1274365140727113e-06
Position 902: 1.019691861184526e-06
Position 843: 1.010936111437969e-06
Position 724: 9.468286545907954e-07
Position 911: 9.208098485463512e-07
Position 896: 6.308119263098686e-07
Position 375: 5.969387509212104e-07
Position 378: 4.931003013889766e-07
Position 1222: 4.460755700916166e-07
Position 845: 4.0060647386306257e-07
Position 3457: 3.622650401262113e-07
Position 393: 3.0179419425054067e-07
Position 959: 2.840366435480522e-07
Position 926: 2.571539474649031e-07
Position 1080: 2.3731600425111488e-07
Position 4033: 1.2571172963934632e-07
Position 2409: 1.1876777125499164e-07
Position 2022: 1.1819553503806553e-07
Position 2542: 1.0372861579870454e-07
Position 873: 4.9663121085117826e-08
Position 887: 4.80871406556012e-08
Position 738: 3.070807929230322e-08
Position 570: 2.8979783998217994e-08
Position 893: 2.5517531525352012e-08
Position 316: 1.40944348419788e-13
Position 455: 1.264346830258014e-13
Position 460: 1.0175670199071955e-13
Position 66: 9.55236939694244e-14
Position 297: 9.044338804691854e-15
Position 328: 2.7544063845767832e-15
Position 324: 7.824748081482442e-16
