Gene = Spc24
Position 3472: 0.004364615240465355
Position 284: 0.0038368126970229556
Position 2524: 0.003741576600604115
Position 716: 0.0036570171943488094
Position 4324: 0.0025195948144056323
Position 2285: 0.0022445474763096553
Position 3744: 0.0021697541176331136
Position 642: 0.002024208222427
Position 3258: 0.0018328289308713484
Position 254: 0.0017767710037262354
Position 3624: 0.0016903593885516303
Position 865: 0.0016477184705894444
Position 3139: 0.0016306868278409756
Position 4541: 0.0015882436698156659
Position 2493: 0.0015108300635079987
Position 1828: 0.0014563213180208356
Position 896: 0.0012752724598639438
Position 930: 0.0012243498845797439
Position 3911: 0.0011156602740851494
Position 1509: 0.0010966912709388596
Position 824: 0.001050371834316172
Position 2538: 0.0009701248905680875
Position 492: 0.0009213640185667187
Position 2886: 0.0009158835510372897
Position 132: 0.0009087653840525092
Position 2930: 0.0009024945232961623
Position 3426: 0.0008952057247853369
Position 735: 0.0008809779415819469
Position 1516: 0.0008325941545613144
Position 3017: 0.0008052047489797942
Position 620: 0.0007603258789723105
Position 3629: 0.0007224029497544488
Position 3729: 0.0007218666645576302
Position 3703: 0.0007059079584897264
Position 1188: 0.0007023216073214609
Position 2318: 0.0006228202326018264
Position 1161: 0.0006093684780221847
Position 2497: 0.0006057145078361192
Position 1633: 0.0005955397347826248
Position 2763: 0.0005950321643007205
Position 994: 0.000592197587633494
Position 1107: 0.0005889352594207397
Position 927: 0.0005813880738252252
Position 349: 0.000489492516200544
Position 2244: 0.00048593358980217815
Position 1459: 0.000431327020965552
Position 3302: 0.00040360409185731375
Position 1418: 0.0003958751810240843
Position 1805: 0.0003824115814316451
Position 2343: 0.00034814934717423464
Position 583: 0.00034228465123699753
Position 2088: 0.0003388384894768373
Position 286: 0.0003170952322728066
Position 1292: 0.0003075297466095035
Position 2248: 0.0002778707091896091
Position 558: 0.00024869304210577717
Position 2138: 0.00024485187512592277
Position 769: 0.00023071618882639878
Position 409: 0.0002287905352500492
Position 376: 0.0002085580969510549
Position 1851: 0.00020648795375428013
Position 975: 0.00017942298114390307
Position 1318: 0.00016821004077981056
Position 570: 0.00015716840421391623
Position 683: 0.00015076136189739583
Position 129: 0.00010092054656401355
Position 294: 9.947859923683019e-05
Position 424: 6.80329447209922e-05
Position 935: 6.617073713034683e-05
Position 159: 6.352559658575274e-05
Position 628: 2.697364114841187e-05
Position 665: 2.3830210767601235e-05
Position 2607: 2.1259305646982476e-05
Position 580: 2.1011256398677994e-05
Position 307: 1.871523968847084e-05
Position 362: 1.3934608326203088e-05
Position 516: 1.3712192245253225e-05
Position 898: 1.368089376407074e-05
Position 1558: 1.2579892324711074e-05
Position 971: 1.2454166576738397e-05
Position 420: 9.443098588415995e-06
Position 122: 9.186508169918602e-06
Position 595: 7.667925813707344e-06
Position 909: 6.7284144013879875e-06
Position 938: 6.519382564660952e-06
Position 2565: 5.907589401711763e-06
Position 153: 5.2200294989347085e-06
Position 426: 3.4740385391672685e-06
Position 610: 2.8725071802743788e-06
Position 299: 2.5741792171691124e-06
Position 429: 1.902777487996083e-06
Position 177: 1.7518065366531218e-06
Position 518: 9.014216543182355e-07
Position 585: 8.90496829957149e-07
Position 501: 7.491005178814821e-07
Position 968: 6.180417447463502e-07
Position 210: 3.3208999782262346e-07
Position 525: 3.1892765343689294e-07
Position 141: 2.640776102287257e-07
Position 102: 1.8655188504948337e-07
Position 1180: 3.869817723775541e-08
Position 1175: 3.7773219294601914e-08
Position 96: 3.030073132870698e-08
Position 105: 2.646170578664545e-08
Position 522: 1.5656518770081477e-08
Position 234: 1.2106173938243634e-08
Position 966: 6.346714004420231e-09
Position 600: 5.554843017219581e-09
Position 440: 3.067970343343375e-09
Position 189: 5.545203542430738e-10
