Gene = Cox5a
Position 10606: 0.0005165841422869069
Position 11049: 0.0004357074076461119
Position 1257: 0.0004083258875181037
Position 10284: 0.0003788910097815449
Position 10627: 0.000358796039692922
Position 496: 0.00032400306996360865
Position 9711: 0.0003040271854702972
Position 7903: 0.0002988181399876582
Position 392: 0.00025141886826130774
Position 9861: 0.00024278228507345403
Position 300: 0.00023586728307419918
Position 8088: 0.0002280413289753527
Position 1018: 0.00022772167488161087
Position 397: 0.00020904855038272738
Position 10796: 0.0001976059949747849
Position 257: 9.597188925896988e-05
Position 9224: 9.512498708942507e-05
Position 2591: 9.166602521300138e-05
Position 987: 7.583013010155122e-05
Position 562: 7.008603781436135e-05
Position 292: 6.663872673222074e-05
Position 8084: 6.61799550317732e-05
Position 4480: 5.632947583693073e-05
Position 3955: 5.403637265792305e-05
Position 9688: 4.6022350400392696e-05
Position 2731: 4.152660479369073e-05
Position 1574: 3.973224905488064e-05
Position 1262: 3.8922435662762455e-05
Position 2803: 3.7898532110452416e-05
Position 859: 3.245131862019937e-05
Position 2840: 3.147001833316403e-05
Position 5182: 3.0168434030335777e-05
Position 583: 2.953977390549977e-05
Position 9180: 2.49889982984876e-05
Position 1164: 1.6129781577208705e-05
Position 1296: 1.6063942359569944e-05
Position 7949: 1.2650573648225102e-05
Position 923: 1.0324694548209856e-05
Position 1033: 1.0301645831498601e-05
Position 689: 9.780360334711614e-06
Position 960: 9.29391865705124e-06
Position 672: 8.528314405422345e-06
Position 303: 4.4004245833251626e-06
Position 10017: 3.535724627812174e-06
Position 2492: 2.589123504148471e-06
Position 1170: 5.216017833366948e-07
Position 1740: 5.076609397546975e-07
Position 1785: 3.5811756429008066e-07
Position 463: 1.8641395014710082e-07
Position 1768: 1.1948904320780849e-07
Position 1631: 1.13866612010778e-07
Position 1481: 9.494772780866512e-08
Position 651: 5.654545840136065e-08
Position 125: 2.6793409003781683e-08
Position 82: 1.4876329186718425e-08
Position 723: 1.4843061649141757e-08
Position 593: 1.2559491007199503e-08
Position 700: 1.0175295891853194e-08
Position 756: 1.0040112035706133e-08
Position 158: 9.631309498704731e-09
Position 727: 6.300908910816068e-09
Position 141: 5.317803422754758e-09
Position 507: 2.9084101425217764e-09
Position 1123: 2.838949220716878e-09
Position 1316: 2.8080203942843554e-09
Position 1084: 1.9417849213554263e-09
Position 1383: 1.5305280335190813e-09
Position 1148: 1.438337098229623e-09
Position 856: 1.370851099025014e-09
Position 774: 1.3619035432876197e-09
Position 971: 1.0810951819382973e-09
Position 1319: 1.0098448079626215e-09
Position 97: 6.990914033494246e-10
Position 865: 6.587727336991323e-10
