Gene = Hrk
Position 4423: 0.08352032719956448
Position 10302: 0.07674417123799196
Position 2460: 0.0719440342038062
Position 8165: 0.06375679986156692
Position 2744: 0.06029893499196654
Position 2727: 0.056928838129088166
Position 2602: 0.056369510436090536
Position 7634: 0.045885085894508654
Position 1593: 0.04231499477244769
Position 1341: 0.04096709890787538
Position 2820: 0.03496223882037623
Position 4393: 0.03482150991920388
Position 1766: 0.0317901288723699
Position 1431: 0.031629408033045064
Position 1823: 0.020744197801527867
Position 1535: 0.01723950578959891
Position 9547: 0.016677717092501362
Position 1393: 0.015928873089779486
Position 12093: 0.014521603755086775
Position 9390: 0.014358712565663439
Position 6715: 0.010614475262122926
Position 7879: 0.01032443196786598
Position 7769: 0.010149949945388915
Position 6872: 0.009230391472813198
Position 6982: 0.008841042174441727
Position 2295: 0.008719032430075182
Position 1539: 0.007505638000296273
Position 1831: 0.005966519760031174
Position 1090: 0.0054666023695813925
Position 2570: 0.0042714041037129205
Position 4397: 0.002579719942494228
Position 3170: 0.0022636162355845185
Position 2971: 0.0016727108536099269
Position 3548: 0.0016691108571853632
Position 1736: 0.0012382334395931367
Position 987: 0.001114100554536985
Position 1046: 0.0010418907245081934
Position 7304: 0.000901026789210994
Position 2115: 0.000830302348760921
Position 1233: 0.000483727959242956
Position 2836: 0.0004829341781681396
Position 1873: 0.0004704709158648413
Position 1721: 0.0002731409333383754
Position 1778: 0.00025500315686409545
Position 1440: 0.00021891589082789585
Position 1976: 0.0001760849845672284
Position 1509: 0.00015157790999078847
Position 1501: 5.444957233436491e-05
Position 1955: 4.446864485111208e-05
Position 496: 4.3458321602310995e-05
Position 1242: 4.052123334478816e-05
Position 1272: 3.745664727835118e-05
Position 1278: 2.7726496343535695e-05
Position 268: 2.4825425246203377e-05
Position 380: 2.370418648154476e-05
Position 6369: 2.328396399969976e-05
Position 300: 1.382773973996642e-05
Position 1245: 1.2537096431032585e-05
Position 1551: 4.1244427884872375e-06
Position 2006: 3.014368992578126e-06
Position 352: 2.0663080934045794e-06
Position 148: 1.2479119684140421e-06
Position 306: 5.148084594824237e-07
Position 1350: 4.672549027644208e-07
Position 374: 2.6475601356485757e-08
Position 447: 2.1021129044468712e-08
Position 357: 1.5986038264207755e-08
Position 363: 1.3735051467641297e-08
Position 313: 1.2364649707277513e-08
Position 127: 7.675165348376039e-09
Position 427: 7.374994617096962e-09
Position 393: 4.011657385278304e-09
Position 411: 1.9044157088422843e-09
Position 417: 1.184453554499465e-09
Position 423: 6.264287459158932e-10
Position 441: 3.0676967208899376e-10
Position 403: 2.3951818725854537e-10
Position 405: 4.088579708545336e-11
Position 163: 1.2463523621477675e-11
Position 1515: 5.911342961529248e-12
Position 1294: 3.184998378496044e-12
Position 1291: 3.099129004841591e-12
