Gene = Gorab
Position 1182: 0.003705440248453758
Position 2422: 0.0036423726948540324
Position 13356: 0.003633339696956204
Position 11456: 0.0035864306563886924
Position 9227: 0.0034592642498610334
Position 5120: 0.0034165323125132656
Position 13195: 0.003346779330819203
Position 13553: 0.0032614633027871712
Position 3271: 0.0030859035734399354
Position 13152: 0.0029758725385700454
Position 9297: 0.0028932016048276317
Position 6897: 0.0027903997467167226
Position 6516: 0.002621373046250186
Position 3386: 0.0026141794590198186
Position 11085: 0.002462243549374204
Position 2436: 0.0024256502983759365
Position 13165: 0.002374013128618352
Position 9767: 0.0023595662191531995
Position 3855: 0.0022653591809491886
Position 6936: 0.002253145177328426
Position 1435: 0.0021600369546272025
Position 18663: 0.0020238395414210117
Position 18737: 0.0018807707493294769
Position 3240: 0.0017874479341228866
Position 599: 0.0017779186293898084
Position 1157: 0.0016974867674970585
Position 2023: 0.0016781919426960678
Position 1337: 0.0016265949497410463
Position 2195: 0.0015029220863657304
Position 18275: 0.0014995880121559811
Position 5347: 0.001434766464945878
Position 9576: 0.0013224259513176383
Position 12425: 0.001311425751251432
Position 16470: 0.0013049225428430299
Position 9371: 0.0013007792174087528
Position 3897: 0.0012987271491701243
Position 2312: 0.0012709212526089905
Position 9157: 0.0012354078501203183
Position 18547: 0.0010746562380255609
Position 482: 0.0010639352418873441
Position 13172: 0.0010409284489646532
Position 621: 0.0010367109613196957
Position 2130: 0.0009554894847080941
Position 3425: 0.0009551094343342034
Position 6651: 0.0009483239685399612
Position 11217: 0.0009404093535241812
Position 2148: 0.0009125735004062937
Position 17231: 0.0008781821679459905
Position 18722: 0.0007693390938172615
Position 1207: 0.0007289163607535114
Position 2397: 0.0006835025021508127
Position 11546: 0.0006596424932653772
Position 10181: 0.0006372332542236562
Position 3430: 0.0006186410403602353
Position 792: 0.0005799223387056829
Position 11339: 0.0005751724177649482
Position 5271: 0.0005619580735509042
Position 16606: 0.0005368651886468092
Position 4391: 0.00050984905867192
Position 4584: 0.0005091200041091488
Position 13473: 0.0005083261969117552
Position 11590: 0.0005025295016482488
Position 1221: 0.0004918436841324946
Position 3400: 0.00047724585306536515
Position 2192: 0.00046561263262031585
Position 2536: 0.0004618373767262565
Position 17080: 0.00045949718427153066
Position 17318: 0.00043278683080582117
Position 16228: 0.0004324460500962601
Position 285: 0.00042210075305395184
Position 270: 0.000411936011988308
Position 359: 0.00040147004467248865
Position 11176: 0.00040069962991800737
Position 9255: 0.0004004620773402175
Position 9708: 0.0003862199070689024
Position 11725: 0.00036722103713566156
Position 3772: 0.0003460651558615078
Position 12333: 0.00033812045434162955
Position 3734: 0.0003165245639763782
Position 10276: 0.0003094383655881877
Position 548: 0.00027784506881786756
Position 1639: 0.00027349669168097316
Position 11678: 0.00023146033069063951
Position 2079: 0.0002098441366641418
Position 452: 0.00019738054982397206
Position 12667: 0.0001947444981003804
Position 11950: 0.00018898440381494156
Position 2049: 0.00018528140735414467
Position 14220: 0.00017988468479303836
Position 703: 0.00017389344848214093
Position 366: 0.00016605626730127238
Position 1079: 0.00016410754520794865
Position 11399: 0.0001534318080383028
Position 1665: 0.00015327388097762356
Position 1088: 0.0001511812437128147
Position 3169: 0.00013922716105061977
Position 12382: 0.0001369588595233923
Position 1953: 0.00013453510136435725
Position 15467: 0.00012792132472152685
Position 1400: 0.00012572511189791764
Position 741: 0.0001062053234887095
Position 1319: 9.204425776040485e-05
Position 1642: 8.256488288730678e-05
Position 1276: 8.05581749710236e-05
Position 12053: 7.964176393938973e-05
Position 913: 7.955055092633016e-05
Position 551: 7.943974430721305e-05
Position 9563: 7.85392961533725e-05
Position 9179: 7.684550944090396e-05
Position 1606: 7.651618100895821e-05
Position 17083: 7.153852529342436e-05
Position 12158: 5.1033264702788135e-05
Position 12109: 5.087639182713936e-05
Position 13602: 4.5163002039540955e-05
Position 8983: 3.9539135623869166e-05
Position 9350: 3.944627024504107e-05
Position 11841: 3.767678007118913e-05
Position 9249: 3.276975255140524e-05
Position 1994: 2.6642673342511407e-05
Position 1877: 2.483498747124e-05
Position 1849: 2.2377982879506184e-05
Position 5143: 1.8947476756292373e-05
Position 17009: 1.690359907137614e-05
Position 1829: 1.6704728047182533e-05
Position 9377: 1.5755316518762857e-05
Position 13713: 1.4953123396486931e-05
Position 12972: 1.487316128479256e-05
Position 554: 1.366037911335664e-05
Position 836: 1.315691067940573e-05
Position 3725: 1.091651146633582e-05
Position 9273: 1.0424487149402623e-05
Position 13203: 9.807158809979037e-06
Position 1057: 8.878128358221647e-06
Position 409: 6.0219139521244856e-06
Position 11037: 5.9105910360246765e-06
Position 12835: 5.756555783972622e-06
Position 12774: 5.354237236287856e-06
Position 11008: 3.916164947303352e-06
Position 12867: 3.761969713399165e-06
Position 12268: 3.7594580489674315e-06
Position 10876: 3.6941104835176887e-06
Position 9113: 3.219619555877017e-06
Position 3810: 1.8999016215470588e-06
Position 535: 1.4099527590453255e-06
Position 305: 1.0587169399659234e-06
Position 1383: 1.0377461289821432e-06
Position 11693: 9.752018518167609e-07
Position 10810: 8.796082202954652e-07
Position 463: 8.792082686642746e-07
Position 287: 8.767953683813267e-07
Position 1013: 8.604568357992092e-07
Position 251: 8.074196287181889e-07
Position 294: 7.039305108739978e-07
Position 533: 4.346883701410723e-07
Position 371: 2.903924267052066e-07
Position 1062: 2.731593315072295e-07
Position 844: 1.6452476287188871e-07
Position 1133: 1.5398056997918902e-07
Position 984: 1.3671269099875188e-07
Position 413: 1.1162550619761719e-07
Position 292: 1.0983180472427157e-07
Position 3150: 9.747055266305054e-08
Position 975: 9.636538390805774e-08
Position 635: 8.317367073315957e-08
Position 240: 6.303373828165625e-08
Position 10773: 6.176215738254596e-08
Position 854: 7.865547254170057e-09
Position 10714: 1.7927628308208501e-09
