Gene = Nkpd1
Position 1963: 0.011919157385581754
Position 2097: 0.011209348790722332
Position 3810: 0.009341895648583452
Position 1403: 0.008647104947226475
Position 4126: 0.007950878860570129
Position 2112: 0.007484980964510464
Position 6656: 0.007279388292856112
Position 6271: 0.006650578048130848
Position 4349: 0.006478442637395168
Position 6685: 0.006291956189828503
Position 4385: 0.006073965180436245
Position 6179: 0.005823029935270795
Position 1139: 0.005700832180981985
Position 5803: 0.005650134511339617
Position 2281: 0.005305700851705742
Position 4602: 0.004684483438825143
Position 5955: 0.004554595321662115
Position 3415: 0.004293671065722659
Position 3640: 0.003970971240176644
Position 6607: 0.003943452989418042
Position 6814: 0.003941533328605284
Position 1333: 0.0038563736612526565
Position 254: 0.003831340493308524
Position 6483: 0.003595566763062631
Position 1080: 0.0032401946617077616
Position 4579: 0.003135206026257493
Position 5286: 0.0028788308860875234
Position 6691: 0.002817105577666032
Position 2034: 0.00280720846334834
Position 901: 0.0027920327190611278
Position 5429: 0.002551802347190249
Position 296: 0.002244004756713564
Position 604: 0.0018908550195413949
Position 1281: 0.0018725254512525287
Position 3067: 0.00185161558972022
Position 5085: 0.0018270059166243585
Position 739: 0.0017508042163365248
Position 6802: 0.00170499543213139
Position 1236: 0.001628022067822392
Position 3396: 0.0014419030519093785
Position 3039: 0.0014357501520926158
Position 662: 0.0014298776553954861
Position 794: 0.0014282933479670273
Position 5146: 0.0013503695764923581
Position 1067: 0.001263018537134941
Position 3111: 0.0012415508635925906
Position 4107: 0.00121999250312851
Position 2162: 0.001190042313671746
Position 5053: 0.001094377456598662
Position 1257: 0.0010922226946687348
Position 5867: 0.0010798257981936275
Position 5689: 0.0009814891478016848
Position 1089: 0.0009315722545876391
Position 2879: 0.0008837232263764672
Position 1128: 0.0008507031391006132
Position 3470: 0.0007828492626880396
Position 3552: 0.0007397085824675396
Position 2999: 0.0006868606267066815
Position 3581: 0.0005947944333972349
Position 3045: 0.0005524410750213307
Position 3009: 0.0005472123851668085
Position 563: 0.0005056214109430618
Position 5143: 0.0004994265790619799
Position 670: 0.00047894897157793403
Position 2538: 0.0003829898887519881
Position 1211: 0.0003750109794486681
Position 1241: 0.00037238689586517604
Position 3597: 0.00036597494717262546
Position 3953: 0.00035697638837642873
Position 3372: 0.0003493074016650419
Position 629: 0.00026686652134976435
Position 2924: 0.00024906116607464494
Position 339: 0.00024194249530497624
Position 1875: 0.00019718535827673665
Position 4045: 0.00018942282307131913
Position 2603: 0.00017555031914738862
Position 2915: 0.00016712511547638058
Position 925: 0.0001599090202148595
Position 2022: 0.00015371696434015399
Position 1175: 0.00015202180417857037
Position 1084: 0.00015012886841217092
Position 840: 0.0001481733281846944
Position 1888: 0.00014749083899886066
Position 2345: 0.00014215700972946548
Position 813: 0.0001330854594386527
Position 3185: 0.0001253228664437944
Position 1217: 0.00011501547134889902
Position 1589: 0.00010669433418601372
Position 680: 0.00010357977151545152
Position 275: 9.204483779059779e-05
Position 2118: 8.847501405717693e-05
Position 1860: 8.11686461609551e-05
Position 1122: 7.643066044723829e-05
Position 526: 6.955521226406366e-05
Position 360: 6.009966751604438e-05
Position 279: 5.700620055431387e-05
Position 1187: 5.5288069976080665e-05
Position 214: 5.165966988693699e-05
Position 1490: 5.1424304044767954e-05
Position 577: 5.123017415821937e-05
Position 488: 3.52039684996112e-05
Position 540: 3.1534654874217564e-05
Position 609: 2.8460707082647454e-05
Position 407: 2.3454678246697273e-05
Position 3894: 1.754425716181452e-05
Position 584: 1.1446668661664424e-05
Position 748: 8.729581113117765e-06
Position 478: 8.651738855603782e-06
Position 315: 8.432827220406135e-06
Position 3984: 8.181752412188505e-06
Position 500: 7.180392422546979e-06
Position 4418: 7.082592832850627e-06
Position 1145: 6.6511118592923395e-06
Position 464: 5.774188530518649e-06
Position 2287: 5.725034390777999e-06
Position 2242: 5.621517094048109e-06
Position 2046: 5.1338590314899e-06
Position 2175: 5.051032522309557e-06
Position 4449: 4.454023013763611e-06
Position 2049: 3.7276901886619163e-06
Position 1410: 3.3229590071438633e-06
Position 1096: 3.1598071046913027e-06
Position 341: 2.746486033638347e-06
Position 1222: 2.6296965133359557e-06
Position 2300: 2.6249288740121447e-06
Position 2383: 2.257834247878907e-06
Position 1825: 2.043649603441955e-06
Position 2256: 2.0061931454801215e-06
Position 819: 1.9180937149544763e-06
Position 2246: 1.7366674800408639e-06
Position 827: 1.5981439995082124e-06
Position 1371: 1.5841977826577467e-06
Position 502: 1.0693565626459542e-06
Position 2060: 7.03164933190551e-07
Position 4401: 5.552774172810943e-07
Position 363: 4.835168825249733e-07
Position 2075: 4.7340873034478164e-07
Position 2950: 4.187388964116957e-07
Position 378: 3.711596073817737e-07
Position 1335: 3.4125954044132084e-07
Position 1098: 3.312280620841716e-07
Position 1701: 3.043274606446791e-07
Position 1164: 2.767270117209366e-07
Position 1342: 2.249589481194848e-07
Position 1305: 1.7272205983279343e-07
Position 1644: 1.4804028835403656e-07
Position 2068: 1.3946946276644877e-07
Position 1368: 1.1863033305033534e-07
Position 1298: 3.965027365020961e-08
Position 1444: 2.7323802930139132e-08
Position 1422: 2.6667486664289238e-08
Position 1417: 2.5105267319760114e-08
Position 1439: 1.9604922097526342e-08
Position 1537: 6.445014313914961e-09
Position 1648: 5.794650320293756e-09
Position 1153: 4.818368417289011e-09
Position 1189: 4.540703829904744e-09
Position 967: 1.680621355446254e-09
Position 459: 1.2308251841129337e-09
Position 461: 6.138419149241486e-10
Position 589: 3.3155871240165287e-10
