Gene = Rec114
Position 658: 4.4526478705228486e-07
Position 3543: 1.1385902064718376e-07
Position 35: 1.8055024750222762e-08
Position 73: 1.7617519989953384e-08
Position 326: 1.7156911234139998e-08
Position 853: 1.5573394093069598e-08
Position 583: 1.4911556431566343e-08
Position 302: 1.1229189399629266e-08
Position 300: 1.0838980519025894e-08
Position 341: 3.841955819978585e-09
Position 19: 2.777632565740144e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3410: 0.6176002633781137
Position 14064: 0.32721052943734796
Position 10323: 0.28919019073695024
Position 1217: 0.16783717859102237
Position 10010: 0.0737396873164313
Position 6263: 0.0726865049191899
Position 1397: 0.052866812495633665
Position 5032: 0.04663118926516929
Position 4168: 0.03129014087918801
Position 2483: 0.022792084016890677
Position 10244: 0.021653372771720802
Position 9138: 0.015828265698786932
Position 3445: 0.015769850396292508
Position 2423: 0.014855246781899782
Position 962: 0.013648936466114217
Position 928: 0.013247433029729834
Position 5745: 0.011897451872996288
Position 7285: 0.011283565271027526
Position 9865: 0.009510767785067945
Position 7975: 0.008305482130563981
Position 2527: 0.006995193163467444
Position 4846: 0.006907357048979426
Position 2918: 0.006377603063913185
Position 6340: 0.006299623826959452
Position 4874: 0.006219766919694994
Position 3681: 0.005791646711020586
Position 3902: 0.005609885111353544
Position 6476: 0.0054124523235618205
Position 4741: 0.004885003205961795
Position 2497: 0.00481280837327297
Position 2861: 0.004629557379315584
Position 3848: 0.004314102091438275
Position 2876: 0.004272730955234639
Position 1438: 0.0041252833177029625
Position 3662: 0.003699525734630169
Position 1503: 0.0036735178350991416
Position 1400: 0.003580472068024888
Position 1489: 0.0032404372662766584
Position 7785: 0.003128476738729598
Position 4556: 0.003048079169510563
Position 5548: 0.002926848722064284
Position 3645: 0.002869186970230691
Position 5668: 0.0027441967279639356
Position 3938: 0.0026661397632828975
Position 362: 0.0025866136775135715
Position 1146: 0.0025742794117740854
Position 7413: 0.0024837864903516334
Position 2197: 0.0023981953749766926
Position 2444: 0.0021763327057837223
Position 5129: 0.002132836443633858
Position 4950: 0.0019570022383492676
Position 1528: 0.0019344271345075382
Position 6941: 0.0018991781326295522
Position 5003: 0.0018942318093951005
Position 6098: 0.0018853146593736142
Position 5050: 0.0018019438641485373
Position 1468: 0.001657472646639308
Position 2450: 0.0016480911769455643
Position 5298: 0.0016038042256944192
Position 4573: 0.0015932301732761805
Position 1417: 0.0015808477679416875
Position 420: 0.0015636871381859432
Position 2460: 0.0014786055088632933
Position 5147: 0.001408551404840014
Position 4717: 0.0013709859612076884
Position 862: 0.0013653398086927574
Position 2662: 0.0010939478553038512
Position 4480: 0.0009849464031076892
Position 2932: 0.0008427107897947159
Position 2573: 0.000835504543290662
Position 2121: 0.0007651396662422785
Position 4359: 0.0007351881528490523
Position 1372: 0.0006975013535697114
Position 5430: 0.0006966824696980683
Position 4192: 0.0006661488217014046
Position 4822: 0.0006594174830120514
Position 4299: 0.0006554735000924764
Position 4512: 0.00047654187843804163
Position 3976: 0.00037825065553011105
Position 3755: 0.0003252610678204698
Position 637: 0.0003191773319491843
Position 824: 0.0003096668716873936
Position 1367: 0.00030661715173592013
Position 3450: 0.0002338366121054745
Position 890: 0.0002182064368975547
Position 2937: 0.0001821550851245223
Position 4253: 0.0001692604328168638
Position 1149: 0.00016836141731808377
Position 661: 0.00015245580548393757
Position 717: 0.0001477016188824604
Position 3598: 0.00012341967182922676
Position 368: 0.00011045828957288872
Position 2344: 0.00010856492191419758
Position 2235: 0.00010719521237013932
Position 2127: 8.943389438640578e-05
Position 1452: 7.369289497543637e-05
Position 1483: 7.346126773699927e-05
Position 1299: 7.210420200922743e-05
Position 1619: 7.085340315567885e-05
Position 1833: 6.06552899846948e-05
Position 2401: 5.742616866861874e-05
Position 567: 4.958245208701457e-05
Position 2058: 4.9304402850115e-05
Position 747: 4.4797520883780266e-05
Position 613: 3.140156447019779e-05
Position 901: 2.1646168477659814e-05
Position 1035: 1.5062021489780581e-05
Position 311: 1.3155781709865743e-05
Position 973: 1.2780785127308708e-05
Position 982: 1.2212865850077184e-05
Position 791: 8.64938641688486e-06
Position 292: 6.402233046880491e-06
Position 426: 6.017660982258054e-06
Position 1032: 5.978377385065462e-06
Position 1072: 5.127468872351536e-06
Position 992: 5.018615953309995e-06
Position 1424: 4.619511833159621e-06
Position 1081: 4.317016894941259e-06
Position 766: 4.003901590589765e-06
Position 1168: 3.7614009831384314e-06
Position 1377: 3.745645674158423e-06
Position 253: 3.388853482647339e-06
Position 1115: 3.092063528902993e-06
Position 1379: 2.7952840273423224e-06
Position 1008: 2.6486981374072586e-06
Position 245: 2.303727932230156e-06
Position 1227: 2.2901043139995097e-06
Position 1544: 2.2447591655763522e-06
Position 1234: 2.141061232466008e-06
Position 461: 1.742905609772185e-06
Position 1409: 1.3172143138940443e-06
Position 778: 1.2494152766036992e-06
Position 457: 1.1531113854628283e-06
Position 892: 9.411006054526288e-07
Position 1156: 9.389959383343621e-07
Position 1044: 7.135193594927833e-07
Position 1240: 6.659386683510569e-07
Position 1173: 6.458575774222131e-07
Position 538: 5.905916927096973e-07
Position 439: 5.575586087386117e-07
Position 431: 5.109882031204535e-07
Position 1229: 4.893481746125605e-07
Position 831: 4.147625971623552e-07
Position 441: 3.4031246380504324e-07
Position 1022: 3.0263680328018485e-07
Position 242: 2.227636808208616e-07
Position 594: 2.09196559855895e-07
Position 666: 2.0234094731015373e-07
Position 314: 1.5411843151315443e-07
Position 1287: 1.3867979431084753e-07
Position 598: 1.0074133643869856e-07
Position 265: 5.3362441547490926e-08
Position 172: 5.0705324374470394e-08
Position 1331: 4.968102321142207e-08
Position 273: 2.701269178034951e-10
Position 317: 1.61425260234198e-10
Position 217: 8.924989817953792e-11
Position 320: 8.823862395156253e-11
Position 525: 7.006355196132377e-11
Position 231: 5.935207546166126e-11
Position 468: 5.770636853309666e-11
Position 326: 4.1958912678189986e-11
