Gene = Bcs1l
Position 1009: 0.0004036363114817406
Position 509: 0.0004022639179391286
Position 645: 0.00036497700790162255
Position 420: 0.0003637548540778766
Position 156: 0.00034576009181531156
Position 2623: 0.0003172528012496043
Position 550: 0.0003136244323111715
Position 937: 0.0002746583006728184
Position 3893: 0.0002695878022325338
Position 3406: 0.00024627996152313636
Position 3767: 0.0002337606990730619
Position 4099: 0.00020778898402564535
Position 1870: 0.00020552285678438593
Position 782: 0.000199884693890722
Position 904: 0.0001925586088289156
Position 2157: 0.00016579106091423837
Position 849: 0.00015990632879137875
Position 3556: 0.00015214505017997022
Position 251: 0.0001105841305052908
Position 639: 0.0001005282755021258
Position 2114: 0.00010033675980967358
Position 1796: 7.58258067299883e-05
Position 426: 5.9816305044078455e-05
Position 2143: 5.531865337481332e-05
Position 135: 3.3678663584901484e-05
Position 914: 3.0939252597266274e-05
Position 718: 2.9430766963666856e-05
Position 4031: 2.3868250401642695e-05
Position 623: 6.665537122001506e-06
Position 831: 6.2940214450515775e-06
Position 352: 5.741479034852039e-06
