Gene = Gtf2a2
Position 1085: 2.4860106695011627e-05
Position 1061: 2.267133494512341e-05
Position 7729: 2.157159151581945e-05
Position 444: 1.8850811015602075e-05
Position 516: 1.839831859620446e-05
Position 337: 1.2878695391574963e-05
Position 460: 1.1364543154352195e-05
Position 904: 1.0801321420614275e-05
Position 261: 1.0638145816573275e-05
Position 329: 1.0414461844134544e-05
Position 432: 8.26255674058195e-06
Position 778: 6.9890353321938335e-06
Position 12: 5.7072228832423635e-06
Position 473: 4.006757834156972e-06
Position 379: 3.56599485414226e-06
Position 32: 6.001081724250349e-07
Position 3030: 2.2282240122737038e-07
Position 172: 6.526656802366415e-08
Position 89: 5.684213006967161e-08
Position 53: 5.650766343842237e-08
Position 479: 4.803669747071585e-10
Position 637: 3.8023219774291846e-11
Position 584: 3.799187736183676e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6838: 0.9335077749547545
Position 2741: 0.7159758564169842
Position 9886: 0.5480524166846562
Position 4237: 0.45386296534161263
Position 4522: 0.4520694289039329
Position 4268: 0.45048403642976015
Position 2372: 0.33512105120669433
Position 3217: 0.14012109475880472
Position 8656: 0.10746292139717888
Position 6129: 0.10683243566170807
Position 9482: 0.07646337709232684
Position 598: 0.058731512448201115
Position 9824: 0.056998972964002415
Position 7784: 0.05574909206899683
Position 2786: 0.05418876173317872
Position 1294: 0.05239558241484061
Position 9113: 0.04889868368537916
Position 4277: 0.039460048720594144
Position 7993: 0.03737386050960601
Position 2317: 0.036003769671802695
Position 3100: 0.03457848174384229
Position 7662: 0.03355308974526836
Position 9303: 0.029793954402628164
Position 591: 0.02835971244388411
Position 4534: 0.02668693696378188
Position 1249: 0.02226396509285318
Position 8194: 0.022231194593604158
Position 7872: 0.01665540373485596
Position 4593: 0.01622901402843869
Position 7142: 0.014820295111756525
Position 240: 0.012796533646285605
Position 7441: 0.012677440039454873
Position 473: 0.012117796528126152
Position 7055: 0.011849939169094053
Position 6151: 0.010808085585643636
Position 8495: 0.010631342559526288
Position 10013: 0.009916766573666138
Position 5782: 0.007915555510281534
Position 8631: 0.007667049662288875
Position 6858: 0.007125740181435434
Position 8150: 0.006303706440263087
Position 7906: 0.0061821604332417375
Position 718: 0.006152250594675069
Position 7275: 0.005862865287237923
Position 4747: 0.005780911891108292
Position 3213: 0.005502332317629339
Position 2716: 0.0054049974813036444
Position 2117: 0.005294536335841309
Position 3311: 0.005080078331477431
Position 2321: 0.004364774247569297
Position 9002: 0.004018098552025071
Position 2091: 0.003953646490994339
Position 9969: 0.003848403089296758
Position 7555: 0.003173872181938265
Position 9328: 0.002921500517192548
Position 7459: 0.0026782721520621513
Position 8547: 0.002352935653190821
Position 8754: 0.0020001688611131353
Position 3246: 0.0017492582101231867
Position 543: 0.001723988425540933
Position 7646: 0.0016164345104827031
Position 4972: 0.0015922223604699552
Position 3103: 0.0014913828830964758
Position 3507: 0.0013737353396599831
Position 6906: 0.001359382785090288
Position 7366: 0.0012625824844543815
Position 7147: 0.0012382602293449954
Position 6163: 0.0012168083453619142
Position 4289: 0.0011882347756136595
Position 4955: 0.0011764971145692836
Position 1471: 0.001108405953593975
Position 8104: 0.001099778747862286
Position 1986: 0.0010162438774910425
Position 4447: 0.0010082636022452536
Position 7668: 0.0010070885143449687
Position 4193: 0.0009877390263730633
Position 429: 0.0009133200018424569
Position 9661: 0.0008568153576050609
Position 2829: 0.0008301826604386735
Position 7599: 0.0007787141528722173
Position 7493: 0.0007497860337183063
Position 1299: 0.0007482319941129604
Position 2206: 0.0006903677536522404
Position 6587: 0.0006900396000498954
Position 7946: 0.0006872111472852868
Position 2800: 0.0006039485910827735
Position 3674: 0.0005392071673730051
Position 3003: 0.0005355669585323341
Position 6734: 0.0005261035006593064
Position 7780: 0.0005079058212674343
Position 1410: 0.0004952840280229364
Position 2669: 0.00048222465695297933
Position 6562: 0.0004715884260796355
Position 7477: 0.0004570317627409132
Position 3219: 0.00043004880783363347
Position 1512: 0.0003858985874230374
Position 4302: 0.0003319562731856383
Position 2550: 0.00032822062992774424
Position 2410: 0.00031790971213350853
Position 4140: 0.0003118991859598499
Position 1480: 0.0003030471849077191
Position 3169: 0.00029458494160491434
Position 388: 0.0002923538669956335
Position 899: 0.0002907797414555525
Position 8290: 0.0002862522207677099
Position 302: 0.00028613686318399063
Position 3478: 0.0002737129632789992
Position 2021: 0.00026764552208146086
Position 1255: 0.00026695270292849985
Position 1419: 0.00025974024585526703
Position 2052: 0.0002523005186887002
Position 5842: 0.0002520925383099353
Position 2808: 0.0002481181705780589
Position 7649: 0.00022451772957201923
Position 1428: 0.00021759294298004595
Position 5005: 0.00021600516769261936
Position 2190: 0.00021308402868933505
Position 1464: 0.0002051620061019674
Position 185: 0.0002048110802816723
Position 355: 0.0002044030917658574
Position 4995: 0.0001793173328814164
Position 1157: 0.000177873779569575
Position 572: 0.00017564497713035493
Position 4845: 0.00014633978572251005
Position 4612: 0.00014342143814779433
Position 385: 0.00011414811574028875
Position 1772: 0.00010610784059157934
Position 251: 9.430813141945845e-05
Position 1389: 8.134386286923189e-05
Position 1537: 7.88121192516131e-05
Position 1749: 7.551828130459838e-05
Position 680: 7.313812584331942e-05
Position 695: 6.954924883170491e-05
Position 1902: 5.6008502930449595e-05
Position 310: 4.098798629496589e-05
Position 1742: 2.9871851797046233e-05
Position 2595: 2.7854101397428263e-05
Position 4313: 2.3339600131052463e-05
Position 662: 2.1666126623778278e-05
Position 4080: 2.149237394400099e-05
Position 4099: 2.085968603682769e-05
Position 1369: 1.9751335244382938e-05
Position 624: 1.8525938963460962e-05
Position 1001: 1.2132989934166116e-05
Position 6637: 9.410630969890626e-06
Position 219: 8.552407584501112e-06
Position 6996: 4.66350499768641e-06
Position 195: 3.7285141815418936e-06
Position 6676: 3.2984143410092393e-06
Position 850: 3.1704921863195197e-06
Position 778: 2.082672780524395e-06
Position 609: 1.512114438168758e-06
Position 819: 1.3173869120737226e-06
Position 199: 1.0490054361355448e-06
Position 1017: 1.0142910117794985e-06
Position 722: 9.3942861464028e-07
Position 337: 8.847482386585818e-07
Position 904: 8.523450488350074e-07
Position 1864: 8.044285376870467e-07
Position 783: 7.607981043995635e-07
Position 840: 6.328312774007201e-07
Position 407: 6.131178285065018e-07
Position 1296: 4.635672365232574e-07
Position 314: 2.741165932446836e-07
Position 362: 1.5006687513131063e-07
Position 329: 1.4478129495555426e-07
Position 205: 1.323715275978971e-07
Position 728: 8.633859567276636e-08
Position 216: 6.78262459686285e-08
Position 1170: 5.639717887857161e-08
Position 1483: 2.870505474245334e-08
Position 1179: 2.6017635113907113e-08
Position 1224: 2.3585872747649542e-08
Position 375: 2.1456837835256287e-08
Position 1269: 1.7364171112044394e-08
Position 317: 1.529857916080316e-08
Position 115: 4.1078524708614004e-10
Position 111: 3.7391106358922226e-10
Position 152: 3.701910953863038e-10
Position 141: 3.4844701120003857e-10
Position 371: 5.1993471203615813e-11
Position 397: 3.8488033376843134e-11
Position 134: 2.777616094669229e-11
Position 167: 3.1630495525195127e-12
Position 98: 6.00448081748561e-13
