Gene = Ost4
Position 152: 1.3508066034477493e-05
Position 494: 1.262671773761378e-05
Position 1700: 1.220774098791629e-05
Position 1784: 1.1191560983721106e-05
Position 1494: 1.1022549316282686e-05
Position 1615: 1.0931907000990876e-05
Position 507: 9.47388885689963e-06
Position 1686: 8.818223125422235e-06
Position 1763: 8.308606582539739e-06
Position 360: 8.304552869687078e-06
Position 1322: 8.193786810654467e-06
Position 1770: 7.193423325584653e-06
Position 1251: 6.556387796835064e-06
Position 1869: 6.414624298787511e-06
Position 1816: 4.463793144922034e-06
Position 1782: 3.6942533296319267e-06
Position 502: 3.6830924731939604e-06
Position 204: 2.5270866229523745e-06
Position 357: 2.417974240481469e-06
Position 210: 1.9054614534201045e-07
Position 354: 1.7646029495723467e-07
Position 202: 1.530029954602842e-07
Position 793: 1.0212909601640838e-07
Position 640: 1.0068542179630564e-07
Position 1319: 9.395013557342314e-08
Position 676: 8.52830588473125e-08
Position 206: 6.8026841944406e-08
Position 687: 6.438880576813996e-08
Position 213: 6.322708414841362e-08
Position 448: 5.8103633975796885e-08
Position 489: 5.2228115378551984e-08
Position 482: 4.85456357437401e-08
Position 97: 4.3046756091009915e-08
Position 1393: 3.5508701662202825e-08
Position 186: 6.2038843598995305e-09
Position 138: 4.02328530954558e-09
Position 408: 3.5492140287181872e-09
Position 157: 3.512732884232249e-09
Position 1177: 2.3243803495079048e-09
Position 426: 1.542632980371e-09
Position 369: 1.317466409367905e-09
Position 82: 9.230159038336173e-10
Position 115: 2.7222901667468346e-10
Position 405: 2.4829912853085833e-10
Position 606: 1.4223459216014077e-10
Position 438: 1.2228519663426022e-10
Position 646: 1.1801031244378187e-10
Position 105: 1.044325429727842e-10
Position 659: 1.0257200051864814e-10
Position 644: 9.385653420804893e-11
Position 167: 7.087182874639396e-11
Position 123: 2.0992446974383931e-13
Position 415: 5.5831073975384153e-14
Position 431: 5.026126311318293e-14
Position 128: 1.346671378547705e-14
