Gene = Kmt5a
Position 475: 2.6193095523258735e-05
Position 3579: 2.4952551972699743e-05
Position 8176: 2.1884238322373557e-05
Position 11487: 1.2642504937063712e-05
Position 98: 1.0739814502804456e-05
Position 325: 8.362582621908842e-06
Position 248: 8.160637659701637e-06
Position 38: 7.151992846135777e-06
Position 373: 6.589921037523295e-06
Position 7759: 5.925368286154989e-06
Position 11: 5.905008096428072e-06
Position 266: 5.881966795257669e-06
Position 286: 4.987609503530639e-06
Position 516: 4.76860084907096e-06
Position 298: 2.904505105645813e-06
Position 11866: 1.695919900561834e-06
Position 92: 7.234850768699679e-07
Position 14: 9.631056708841917e-08
Position 11814: 5.8139903792323806e-08
Position 11936: 5.575107328654368e-08
Position 997: 3.4182511262020036e-08
Position 11493: 2.401239302578873e-10
Position 501: 1.934112617908874e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 17128: 0.9863288788342509
Position 11355: 0.9534439193507408
Position 7283: 0.9325032245872449
Position 10730: 0.9038773888325203
Position 19844: 0.8286328492130182
Position 10308: 0.45501695933852826
Position 21084: 0.42225375461965575
Position 15374: 0.350702428515203
Position 14267: 0.34864238734669645
Position 14225: 0.3322842004383746
Position 21353: 0.27777168074107866
Position 20557: 0.14975665618562503
Position 3364: 0.1401417406484388
Position 10499: 0.13541137422712785
Position 20975: 0.12351609276255368
Position 6634: 0.1198796801225114
Position 10218: 0.11821357232374607
Position 6038: 0.1180108939064729
Position 10288: 0.11594292577230272
Position 7518: 0.10788783672250608
Position 533: 0.07923540281101785
Position 6481: 0.06553828766555424
Position 11193: 0.06248965763190202
Position 4983: 0.05908414462210881
Position 22129: 0.05553676136361852
Position 21032: 0.05265387491668955
Position 4921: 0.05127334285032141
Position 10476: 0.04766985050769188
Position 10258: 0.04744365178521315
Position 564: 0.04360862211059077
Position 7364: 0.043312148200788374
Position 20428: 0.03706234415794028
Position 19192: 0.036131908505708306
Position 20257: 0.035680732248158806
Position 7624: 0.0356200492042657
Position 4326: 0.03170347743996525
Position 15010: 0.03078711017011083
Position 14305: 0.030768788382841264
Position 8737: 0.03057731961890485
Position 5250: 0.030512745103568335
Position 12915: 0.029828185888350265
Position 5163: 0.026082259830067973
Position 14248: 0.025251688304601082
Position 5331: 0.02365949180545839
Position 14299: 0.023609877862092704
Position 18976: 0.02065748819389335
Position 7224: 0.02049762645728481
Position 20489: 0.019545195678623183
Position 256: 0.018252280726302396
Position 5538: 0.017662640841120205
Position 20141: 0.016038218174682813
Position 3509: 0.015781150229425514
Position 19892: 0.01428003405743659
Position 3191: 0.013779848112877982
Position 19582: 0.013344870743241706
Position 10449: 0.013303074123468046
Position 4843: 0.012963759373215448
Position 5274: 0.012838433687493397
Position 4701: 0.012687924070400026
Position 14339: 0.01259448728861515
Position 19579: 0.010129765907275035
Position 20589: 0.009667523025018832
Position 21887: 0.009224339869940753
Position 19005: 0.008995543359007022
Position 18942: 0.008317307305843962
Position 20188: 0.008159262420863506
Position 6403: 0.008151221816461437
Position 7644: 0.007869645035356514
Position 17603: 0.007115077855146086
Position 8767: 0.006717782036093907
Position 12719: 0.006184826751393516
Position 7475: 0.005911817007664306
Position 452: 0.005616527335455168
Position 3453: 0.00557461876963636
Position 5011: 0.005353452270906904
Position 3235: 0.005115585769208108
Position 14977: 0.004497317924788996
Position 10667: 0.004425220328682119
Position 20691: 0.004357954883143382
Position 8272: 0.0043099357077073484
Position 294: 0.003848670372420027
Position 15085: 0.003634382160024501
Position 15437: 0.0036159898020628645
Position 22369: 0.003536437542471667
Position 20608: 0.003403840009747059
Position 10651: 0.0033996936110973837
Position 15709: 0.0032874999857299054
Position 21226: 0.0030999000558011706
Position 18593: 0.0029782217676524066
Position 20627: 0.0028929675308859513
Position 2772: 0.0028630428064862047
Position 12865: 0.0027910833341141085
Position 21307: 0.0026795908206031427
Position 18014: 0.0026675204247956297
Position 1440: 0.0026138645117521147
Position 6653: 0.0025678597640352687
Position 20463: 0.0025290279117637727
Position 7682: 0.0025010429723413006
Position 21862: 0.002442142736901732
Position 4364: 0.002312349133251797
Position 17669: 0.0022188519934327458
Position 489: 0.002010424574531419
Position 10223: 0.0019964317689736407
Position 10737: 0.0019482392500849745
Position 21405: 0.0019370473472990735
Position 12689: 0.0019328314175570322
Position 3546: 0.001892785278601392
Position 21263: 0.0018151158042014942
Position 8417: 0.0017828625322536583
Position 16552: 0.0017431555063458994
Position 20145: 0.0013297308623469897
Position 17270: 0.0013248921945694264
Position 15066: 0.001267419540168144
Position 10561: 0.0012483103738026662
Position 546: 0.001235329874854591
Position 8319: 0.0012087103087419617
Position 15957: 0.0010824400367685637
Position 16522: 0.0010392008838165327
Position 20682: 0.0009183604025763075
Position 18039: 0.0009106196611732443
Position 549: 0.0009005429428428798
Position 3206: 0.0008573163817542858
Position 14818: 0.0008241428669862787
Position 16622: 0.0008200020795592461
Position 11363: 0.0007231776674534591
Position 21422: 0.0006771433302132227
Position 20074: 0.0006140683985366189
Position 173: 0.0006052600382518966
Position 7262: 0.0005863135209027196
Position 11222: 0.0005486906363457828
Position 11377: 0.00054522964583148
Position 12922: 0.0004875850794537943
Position 17904: 0.0004094517338796061
Position 657: 0.0003911084217020091
Position 428: 0.0003879162559853781
Position 151: 0.00038766775574208687
Position 501: 0.00036930145713759015
Position 363: 0.00035686352262338523
Position 331: 0.0003489508219406114
Position 569: 0.0003336854806567829
Position 622: 0.0003155529359169442
Position 7743: 0.0003023275909806126
Position 12328: 0.0002871127106828592
Position 12385: 0.00028131675113388837
Position 572: 0.0002528625847587626
Position 16811: 0.00023502303304789187
Position 14949: 0.00022719559307776425
Position 8373: 0.00020624845181768152
Position 5073: 0.00019409796013951868
Position 19399: 0.0001936602286378087
Position 4607: 0.00019255817746937305
Position 19333: 0.000185084820225562
Position 12819: 0.0001722161856732412
Position 14030: 9.05370373064644e-05
Position 12461: 3.8684378925781145e-05
Position 7646: 3.836601277478158e-05
Position 213: 3.5964074846408846e-05
Position 12741: 2.8949787358048182e-05
Position 1110: 2.7393605232284608e-05
Position 2478: 2.7257028845679656e-05
Position 11821: 2.4057226188578267e-05
Position 12351: 2.2779029428316527e-05
Position 8047: 2.1884238322373547e-05
Position 352: 2.095476074526037e-05
Position 298: 1.4172302833283916e-05
Position 1159: 1.3402063178492426e-05
Position 235: 1.3075720787565861e-05
Position 421: 1.2700611673294308e-05
Position 8518: 1.2341330593660965e-05
Position 11700: 1.203818814000775e-05
Position 11651: 1.2026974287644428e-05
Position 8578: 1.0108216916368763e-05
Position 389: 9.647035432919215e-06
Position 8228: 9.23540186127185e-06
Position 1488: 9.074391016021562e-06
Position 11615: 7.562580114653907e-06
Position 640: 6.48884023522339e-06
Position 16931: 6.031103830978912e-06
Position 2493: 5.764462978064208e-06
Position 8192: 5.093872667607851e-06
Position 1468: 4.392287852441198e-06
Position 12213: 4.388929336366346e-06
Position 2862: 3.9153190135378565e-06
Position 17370: 3.8299088361522176e-06
Position 192: 3.7135091828444814e-06
Position 2834: 2.753123258450234e-06
Position 309: 1.7426477352684805e-06
Position 11415: 1.3620279414629968e-06
Position 11393: 7.786658195525973e-07
Position 684: 6.164216882055295e-07
Position 17349: 5.038763309592528e-07
Position 207: 4.615858781218901e-07
Position 11196: 3.913944708379937e-07
Position 7662: 3.6866977426737967e-07
Position 11785: 3.6108363123981476e-07
Position 11790: 2.9541912935514927e-07
Position 403: 2.8936269781039807e-07
Position 160: 1.248305978063807e-07
Position 417: 1.0064825741541735e-07
Position 347: 6.471285515279427e-08
Position 123: 5.765897664386499e-08
Position 1260: 5.458303023102369e-09
Position 130: 4.729628797289455e-09
Position 711: 3.9745304953158665e-09
Position 580: 3.522083894221519e-09
Position 128: 2.7989446587814152e-11
Position 110: 2.461145410309548e-11
Position 96: 9.915030901270721e-12
Position 105: 4.855804035594741e-12
