Gene = E130311K13Rik
Position 3885: 0.00024090954868778307
Position 2248: 0.0002295518613912394
Position 504: 0.00022276052916446305
Position 852: 0.00020384356256988525
Position 3220: 0.00019687134380747662
Position 1070: 0.00018309609273785464
Position 3928: 0.00016562014985812285
Position 3446: 0.0001485336945842666
Position 858: 0.00014516399058614205
Position 3606: 0.0001323541535368284
Position 1567: 0.000125271935123703
Position 1110: 0.000123685541604288
Position 1564: 0.00012185844826305849
Position 1695: 0.00012055023727402636
Position 3821: 0.000115323058852588
Position 3467: 0.00010901287083473431
Position 917: 9.899419776502924e-05
Position 987: 8.168247492761523e-05
Position 1756: 7.85392595158003e-05
Position 253: 7.523767572018453e-05
Position 1658: 7.12654786038472e-05
Position 542: 7.000146016312947e-05
Position 1131: 5.633246443856074e-05
Position 419: 5.401098193093735e-05
Position 876: 5.1241273314963766e-05
Position 1941: 5.072657320087586e-05
Position 984: 5.068113766786958e-05
Position 887: 4.022710812303926e-05
Position 4548: 1.2339046180484926e-05
Position 2280: 1.1592595512773939e-05
Position 4553: 9.570527531467141e-06
Position 4412: 8.774666812454292e-06
Position 4733: 7.717650182472385e-06
Position 4928: 7.202718797519728e-06
Position 4433: 6.542483908445393e-06
Position 2625: 5.795834982599538e-06
Position 4765: 2.3339680949912718e-06
Position 2681: 1.3712556641803884e-06
Position 595: 8.179809924758199e-07
Position 571: 5.654579801834712e-07
Position 587: 1.255138078646726e-07
Position 545: 7.620591147892075e-08
Position 38: 6.560863898146611e-08
Position 580: 4.179595203868655e-08
Position 4222: 7.4463179905694766e-09
Position 616: 1.989505223076679e-09
Position 4045: 8.909573936878847e-10
Position 676: 1.0262969093166446e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2148: 0.9511278675780088
Position 3990: 0.8779230801431732
Position 13733: 0.2676500119761107
Position 3382: 0.0988875356949198
Position 3927: 0.06362258469927379
Position 10490: 0.06158636346556567
Position 13177: 0.05810071762604705
Position 8045: 0.05595754583812157
Position 5144: 0.05466815845853819
Position 8821: 0.05018207115244079
Position 4015: 0.042955413982661395
Position 10971: 0.042553160277779514
Position 7536: 0.03800179763187069
Position 2085: 0.033801470142356155
Position 769: 0.032217409990072235
Position 10616: 0.029328784226396447
Position 9110: 0.029018490320834884
Position 4870: 0.023484192138765392
Position 6579: 0.021926932901339204
Position 14753: 0.021864300517678407
Position 1425: 0.02070840524040523
Position 10953: 0.01786524706930154
Position 4335: 0.017336429449171298
Position 12614: 0.016658330587703007
Position 13806: 0.016431470889425037
Position 13246: 0.01634719987757639
Position 6817: 0.01590335090612645
Position 9081: 0.014823650004710483
Position 13364: 0.014275173613789448
Position 4850: 0.014064375446100445
Position 3353: 0.011951746794635823
Position 2471: 0.011322765844001038
Position 9551: 0.011164120686192915
Position 9513: 0.010097680560300758
Position 2445: 0.009926708849936619
Position 3125: 0.00910473086479693
Position 7910: 0.008926416212021357
Position 9220: 0.008920800949532612
Position 14592: 0.008570839085574633
Position 7012: 0.008304234190851701
Position 8383: 0.007848239573302657
Position 4456: 0.007619431231213688
Position 12535: 0.007280794231097189
Position 11003: 0.006989153455261093
Position 12849: 0.006919260604198103
Position 10651: 0.006859070082360452
Position 13199: 0.006731075664510999
Position 405: 0.006533274701248896
Position 11035: 0.006362459752410003
Position 10935: 0.006008024910544701
Position 5003: 0.005832513647604457
Position 8109: 0.005317253664419842
Position 9943: 0.005293366487327947
Position 9738: 0.00525181649746905
Position 9449: 0.005026837597466504
Position 8054: 0.004913892352856184
Position 3956: 0.004867455892363812
Position 5383: 0.0048557694575158145
Position 5093: 0.00455650152191834
Position 4691: 0.004426559152990688
Position 11648: 0.004283491524760824
Position 11321: 0.004147484881741036
Position 4359: 0.004127765129065741
Position 2419: 0.004019877334344613
Position 2396: 0.0034507733455858363
Position 6862: 0.0031212400534600866
Position 7365: 0.0031071594659298858
Position 6744: 0.0028058886912666714
Position 666: 0.0027557749866153904
Position 990: 0.0025712084008901468
Position 4068: 0.002380891672775123
Position 9042: 0.002357939891013464
Position 887: 0.0022185500539799374
Position 1662: 0.002214684081203904
Position 1778: 0.002120155154140146
Position 1387: 0.0017918134881144505
Position 5188: 0.001760791783211357
Position 8826: 0.0017314128608006362
Position 9453: 0.001714288893462465
Position 1333: 0.00162291648841034
Position 10164: 0.0015675267246154823
Position 9758: 0.0015667415360009498
Position 6971: 0.0015154578566297084
Position 4207: 0.001494077008934125
Position 1022: 0.0014632414077871334
Position 7551: 0.0013861085206915546
Position 984: 0.0013614991080766676
Position 5202: 0.0012964551976043395
Position 1935: 0.0011485169344075774
Position 6489: 0.0011070432572752322
Position 5330: 0.0010455735865059189
Position 5264: 0.0009784729380566076
Position 6017: 0.0009577935115329848
Position 434: 0.0009318560162112167
Position 285: 0.0009080219809536078
Position 6257: 0.0008995291175873882
Position 6167: 0.0008909641681703799
Position 9113: 0.0008321947343896438
Position 4027: 0.0008101037816863645
Position 5459: 0.000808708419663499
Position 5935: 0.000778364097253841
Position 5994: 0.0007711496060525357
Position 5527: 0.0007598253516082541
Position 1395: 0.0007401774340811511
Position 710: 0.00072739969116598
Position 8419: 0.0007183002189012303
Position 1291: 0.0006799970295412904
Position 6186: 0.0006753622979160716
Position 3745: 0.0006149189923096324
Position 6535: 0.0006016726222215676
Position 4024: 0.000600746425623824
Position 1381: 0.0005996960246477816
Position 8402: 0.0005767881475124578
Position 6722: 0.0005383878874154296
Position 455: 0.0005303984709568222
Position 4556: 0.0005166245980818396
Position 2156: 0.0005035117348527786
Position 2372: 0.0004795062210714474
Position 5598: 0.0004737276906063406
Position 7028: 0.0004352760057146229
Position 7305: 0.00043205504742701027
Position 8470: 0.00042190612680963787
Position 835: 0.0004213205780673031
Position 970: 0.0004170665252102256
Position 4819: 0.0003705086292166216
Position 310: 0.00036037174700421636
Position 962: 0.00034612024085040125
Position 7580: 0.00034060573461634313
Position 2054: 0.0003401874755327726
Position 5493: 0.0003316787434893821
Position 4623: 0.0003167491206851697
Position 4363: 0.00031626091903611713
Position 6242: 0.00027725585696364985
Position 1481: 0.0002566364181093512
Position 5401: 0.0002511921611464621
Position 2488: 0.0002502673954966454
Position 6327: 0.000249399853703252
Position 4518: 0.00024793249195182674
Position 1004: 0.00024250551166729426
Position 3366: 0.00024240178872481912
Position 958: 0.00022918809428305477
Position 6939: 0.0002166893948901524
Position 6890: 0.00021043171296758524
Position 732: 0.00018882677834875232
Position 6137: 0.00018673877089883502
Position 1741: 0.00018389629130870742
Position 803: 0.00018287161773187935
Position 2663: 0.00018062984231791441
Position 4582: 0.00017778055687895592
Position 388: 0.00017192801426935386
Position 6221: 0.000170349094806719
Position 5562: 0.00015956313988437206
Position 2173: 0.0001580329164071858
Position 2680: 0.00015456832584819345
Position 1792: 0.0001545325384909101
Position 1822: 0.00015381783767134027
Position 1836: 0.00015281972757917787
Position 5116: 0.00015278324941684203
Position 945: 0.00014905589887964768
Position 417: 0.00014068533469783134
Position 2428: 0.000138932874597695
Position 2297: 0.00013654748469210575
Position 979: 0.00013338666009040853
Position 2329: 0.00012255766795782178
Position 6201: 0.00011985167790331653
Position 3302: 0.00011514978849346863
Position 5270: 0.00010928827618346626
Position 4547: 0.00010161552107909438
Position 914: 0.00010025039038820731
Position 4475: 9.706923259492082e-05
Position 3160: 9.456021814030812e-05
Position 5997: 9.453053696745706e-05
Position 5051: 9.389611180152774e-05
Position 1036: 9.347618073166131e-05
Position 5568: 9.136866144535922e-05
Position 370: 8.846137395957227e-05
Position 2317: 8.644536796338524e-05
Position 4712: 8.158210503717003e-05
Position 1794: 7.745241781383075e-05
Position 681: 7.458013348657548e-05
Position 4702: 7.407707758025592e-05
Position 4911: 7.212164875573932e-05
Position 3479: 7.0569964243619e-05
Position 1114: 6.406315686035795e-05
Position 4315: 6.192016510219533e-05
Position 1433: 6.185283020991908e-05
Position 2942: 6.149298180236465e-05
Position 3333: 6.0809495141036936e-05
Position 4222: 6.0515961522105885e-05
Position 4293: 5.739455050253018e-05
Position 4225: 5.7267731596253575e-05
Position 4347: 4.966936608937214e-05
Position 920: 4.728849647268865e-05
Position 4392: 4.5992116566085116e-05
Position 884: 4.520413387808359e-05
Position 265: 4.405885242157072e-05
Position 487: 4.378310927104307e-05
Position 2493: 4.326332441808258e-05
Position 1338: 4.0055509723448036e-05
Position 997: 3.6992273219329615e-05
Position 8280: 3.6258541225861285e-05
Position 422: 3.3057841979272306e-05
Position 1473: 3.1527669127522275e-05
Position 1079: 2.9317608641622793e-05
Position 323: 2.498170115542778e-05
Position 2785: 2.4166221880111122e-05
Position 6586: 2.208068271252194e-05
Position 513: 1.920759234941258e-05
Position 459: 1.8797797693716572e-05
Position 6556: 9.372037769466306e-06
Position 3860: 6.245621661027968e-06
Position 2195: 4.825745622355522e-06
Position 2335: 4.048081606720159e-06
Position 2198: 2.9169627069418674e-06
Position 4880: 2.2523016532215686e-06
Position 2810: 2.0201869732618024e-06
Position 893: 1.08800796572623e-06
Position 1094: 3.3269814434700785e-07
Position 215: 3.1923816101582617e-07
Position 378: 3.033018688065498e-07
Position 3752: 2.6878706112705e-07
Position 461: 2.256520314944146e-07
Position 295: 2.0212916912826056e-07
Position 464: 1.748432792809389e-07
Position 3828: 1.6800449006674e-07
Position 299: 1.388768159512569e-07
Position 419: 1.3173358080640834e-07
Position 662: 1.2889454543606633e-07
Position 3668: 1.1393760803965123e-07
Position 3606: 1.1078849877112895e-07
Position 841: 9.340278365954235e-08
Position 327: 6.45906797584765e-08
Position 492: 5.525318163955473e-08
Position 498: 3.173027270802438e-08
Position 466: 1.902042297963491e-08
Position 715: 1.6025132584954507e-08
Position 494: 1.5158756054332874e-08
Position 242: 1.3511366386374585e-08
Position 469: 1.0449702459014094e-08
Position 1070: 9.134258309777596e-09
Position 475: 5.553970446540626e-09
Position 806: 4.6584618990973584e-09
Position 489: 4.284695634580458e-09
Position 224: 4.060593710561456e-09
Position 1051: 3.392219481748509e-09
Position 2255: 3.1292745656655527e-09
Position 274: 2.1071165441312927e-09
Position 248: 1.6204084823085056e-09
Position 3384: 1.2958026454786978e-09
Position 276: 9.140718590576132e-10
Position 253: 8.909786179638983e-10
Position 477: 8.315402744479618e-10
Position 545: 4.705198485336604e-10
Position 537: 8.600178309650958e-12
Position 192: 4.592442312453648e-12
