Gene = Parm1
Position 6047: 0.015026261150794171
Position 4151: 0.014693264239929818
Position 848: 0.012279800670963568
Position 7776: 0.009602617043083492
Position 5756: 0.00958693628940398
Position 2070: 0.009105471122465873
Position 6519: 0.00906565590237045
Position 5130: 0.008763554777501159
Position 6619: 0.008218610567328432
Position 361: 0.007556927575716552
Position 6202: 0.0070973024197301315
Position 2720: 0.0070515034286003815
Position 2128: 0.006529679829647639
Position 2012: 0.006161168028518081
Position 5412: 0.0055184443778685584
Position 4854: 0.004751341232641628
Position 1389: 0.00453004041429809
Position 6766: 0.004337308588160825
Position 1547: 0.004029833877456253
Position 2916: 0.0030975881267442584
Position 3706: 0.003065043981794579
Position 2025: 0.0030521410321147284
Position 3139: 0.002901858188419424
Position 2664: 0.0027386338072384283
Position 7023: 0.0023095547860588735
Position 1873: 0.0021624004204241353
Position 3638: 0.002020754167369786
Position 4484: 0.0011549752966836288
Position 2636: 0.0010674393132702996
Position 2424: 0.0009607197897871432
Position 2092: 0.0007096125439875022
Position 699: 0.0006557360982051227
Position 275: 0.0005316164642580521
Position 1688: 0.0005177939108672617
Position 2778: 0.00047549287860810055
Position 934: 0.00041053525149384605
Position 927: 0.00040875751524676706
Position 499: 0.00040645903751957416
Position 1275: 0.00028867917494795973
Position 265: 0.000284831254659186
Position 1095: 0.00026910453029503303
Position 3177: 0.0002373029101260939
Position 2893: 0.00020948844049161088
Position 2076: 0.00014016566208856527
Position 195: 0.00013815638538768084
Position 724: 0.00011678939039620086
Position 895: 9.043185221128108e-05
Position 1415: 8.945843921003744e-05
Position 365: 7.384154254308502e-05
Position 1600: 6.827554347977703e-05
Position 143: 3.769362697364362e-05
Position 1521: 3.7389484912861605e-05
Position 3150: 2.1317861088251937e-05
Position 798: 1.3945871489255226e-05
Position 293: 1.2731633898359243e-05
Position 626: 1.122728667806088e-05
Position 758: 8.29106025567635e-06
Position 854: 8.200016725402563e-06
Position 676: 7.962259342699327e-06
Position 813: 6.624816037493323e-06
Position 93: 6.405849455847045e-06
Position 311: 5.634498168510703e-06
Position 881: 5.345014540280382e-06
Position 367: 4.471698632569126e-06
Position 391: 3.26125048357282e-06
Position 598: 2.888862143411952e-06
Position 605: 2.3545301278758873e-06
Position 815: 1.365646211766068e-06
Position 475: 1.2847189631966902e-06
Position 482: 1.2711387114719705e-06
Position 875: 1.1954544806305926e-06
Position 451: 1.0877088167942257e-06
Position 731: 9.595386143398914e-07
Position 250: 8.942331985932748e-07
Position 287: 7.83848089599053e-07
Position 386: 4.6105321936483667e-07
Position 102: 4.5169652467576616e-07
Position 233: 4.3688416552032614e-07
Position 586: 2.920107075974778e-07
Position 1118: 2.3072074351463428e-07
Position 244: 2.1664364914372472e-07
Position 459: 2.0957307926116412e-07
Position 619: 2.045618283475886e-07
Position 409: 1.737195412638491e-07
Position 295: 1.053354917633404e-07
Position 382: 9.197844594904648e-08
Position 216: 6.220550216570928e-08
Position 431: 6.209107077315858e-08
Position 152: 3.995767201010872e-08
Position 443: 3.580717193435897e-08
Position 424: 3.294519920460174e-08
Position 211: 2.7424528674491073e-08
Position 213: 1.5440339182517564e-08
Position 411: 9.55999934192463e-09
Position 664: 4.583730914183031e-09
Position 682: 2.980197188852915e-09
Position 508: 7.095170567364091e-10
Position 76: 5.40258832603101e-10
Position 621: 9.906172845966597e-11
