Gene = A630095N17Rik
Position 3701: 0.0025724755099256545
Position 522: 0.0021128070024549854
Position 4190: 0.0018794013821910014
Position 2217: 0.0018269455979192974
Position 2249: 0.001824599628616316
Position 780: 0.001814259242003609
Position 1306: 0.0017437914932168033
Position 4172: 0.001711111663622028
Position 8612: 0.0011499492244441102
Position 7593: 0.0010854001935268025
Position 456: 0.0010265525391597915
Position 5657: 0.0007777155533281374
Position 478: 0.0006283939446145207
Position 3806: 0.0006237451301101214
Position 553: 0.0006091982929253552
Position 3871: 0.0006088269470596248
Position 994: 0.0005942517690098226
Position 1021: 0.0005597069693231672
Position 615: 0.0005279577793534845
Position 819: 0.0004812785553568395
Position 4540: 0.00046657942949851223
Position 5876: 0.00044722393862574
Position 1512: 0.00042621455430647947
Position 2626: 0.0003422340212307464
Position 7433: 0.00031800524866890356
Position 1535: 0.0003017936057563739
Position 704: 0.0002573591475525861
Position 268: 0.00025123108005567214
Position 4805: 0.0002496995440443779
Position 3432: 0.00024101047487599549
Position 1624: 0.000220164684328538
Position 4905: 0.00020810238505097718
Position 5445: 0.00018265158436239176
Position 4493: 0.00018047663448738245
Position 736: 0.00016724630117097522
Position 2950: 0.00015721379380633576
Position 636: 0.00015498229016256183
Position 5565: 0.00013879157375562432
Position 385: 0.0001350615872805928
Position 4153: 0.00012257402729967562
Position 5416: 0.00011210014951238224
Position 2126: 9.729570068379748e-05
Position 4884: 9.092358226529449e-05
Position 5157: 9.045359324617278e-05
Position 881: 7.168178628268499e-05
Position 1071: 5.44554626668357e-05
Position 2076: 5.174431721150836e-05
Position 2469: 5.050363057377855e-05
Position 1152: 4.447877492462231e-05
Position 3085: 3.8538322363523675e-05
Position 2139: 3.55580773499514e-05
Position 3121: 3.493379776377117e-05
Position 2843: 3.25519011342782e-05
Position 3149: 2.3980332126722772e-05
Position 1935: 2.2702469086647706e-05
Position 2791: 2.164207275669494e-05
Position 2181: 1.924731243618163e-05
Position 207: 1.9167183034087857e-05
Position 501: 1.810372235881079e-05
Position 313: 1.7722438856417292e-05
Position 2220: 1.5167872460509226e-05
Position 741: 1.290311550127977e-05
Position 1661: 1.2594871915797995e-05
Position 2081: 1.2335639847703038e-05
Position 1786: 1.132286329366852e-05
Position 1730: 1.122021172139836e-05
Position 1211: 9.502505500861462e-06
Position 908: 9.281281768979712e-06
Position 436: 8.585136427445194e-06
Position 744: 8.426919762512807e-06
Position 619: 8.41366092627452e-06
Position 927: 6.8842260364624945e-06
Position 930: 4.964633436974486e-06
Position 738: 4.8568741863585145e-06
Position 574: 4.8180779925611876e-06
Position 217: 4.333183696550355e-06
Position 955: 3.312694231925563e-06
Position 1324: 2.645970323997684e-06
Position 707: 2.530064749543028e-06
Position 670: 1.8839626784972837e-06
Position 713: 1.8832920597990696e-06
Position 528: 1.8823209916873098e-06
Position 1042: 1.8630514432954635e-06
Position 1134: 1.7947203137771312e-06
Position 1321: 1.7553564259920426e-06
Position 1113: 1.6739988432931885e-06
Position 557: 1.4898914768003325e-06
Position 1348: 1.3793789984915713e-06
Position 389: 1.2165602710414224e-06
Position 1448: 1.2013945323877652e-06
Position 709: 1.0734938332081e-06
Position 335: 1.0695271485677748e-06
Position 424: 9.56324967739767e-07
Position 277: 8.730374792817666e-07
Position 1159: 7.084628888868577e-07
Position 342: 6.876147502593884e-07
Position 626: 6.781665069300738e-07
Position 1657: 6.264728198825034e-07
Position 1073: 5.019415327663446e-07
Position 287: 4.751260989816781e-07
Position 332: 4.41326134064049e-07
Position 534: 3.6908681553984704e-07
Position 823: 2.278229468130304e-07
Position 391: 1.175054151560537e-07
Position 358: 1.15895932982017e-07
Position 715: 1.005317214662541e-07
Position 844: 1.2432171609542617e-08
Position 624: 1.197697951526455e-08
Position 541: 9.189656525112659e-09
Position 751: 4.4106381878198956e-10
Position 226: 3.719649227441185e-10
