Gene = Bard1
Position 521: 8.539596313864743e-07
Position 703: 6.727795604380883e-07
Position 534: 3.549400218309301e-07
Position 729: 3.288661484606951e-07
Position 511: 3.0640701353088565e-07
Position 502: 2.4020484636712446e-07
Position 684: 1.5381323023330452e-07
Position 543: 1.2339702526360186e-07
Position 775: 4.651038456905653e-08
Position 1034: 4.634554111454772e-08
Position 724: 2.424298426982221e-08
Position 721: 1.868554361863901e-08
Position 387: 4.9585600900206014e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4314: 0.5509195957629007
Position 4872: 0.273598151196855
Position 6081: 0.21428277755187422
Position 5872: 0.13286202233678274
Position 554: 0.11283295823759858
Position 430: 0.1032532466734484
Position 6590: 0.0759864183083404
Position 5906: 0.0503015530933715
Position 569: 0.04905257926357595
Position 3133: 0.04623184563340625
Position 377: 0.03805262352931931
Position 9906: 0.03127502645234905
Position 7244: 0.02383734629730253
Position 3051: 0.02153319507913073
Position 1215: 0.020376183579508173
Position 8353: 0.01932774078359248
Position 1274: 0.018704949140182756
Position 5550: 0.015710458132621508
Position 605: 0.013035054761188379
Position 3092: 0.011693200368065877
Position 2846: 0.01049361485228569
Position 9486: 0.010099119610912696
Position 3114: 0.00995087964259389
Position 8994: 0.009656232355445266
Position 3071: 0.009551618810996658
Position 4794: 0.009074105422989805
Position 401: 0.008241162013536698
Position 5891: 0.008040603856473653
Position 657: 0.007984273145889946
Position 1813: 0.0071868433531577635
Position 2877: 0.00679391054657402
Position 8236: 0.006698408155017576
Position 8084: 0.006425710705112813
Position 3095: 0.006017730785701617
Position 787: 0.005997929098616284
Position 5852: 0.005689560346442969
Position 2297: 0.005308120399618507
Position 4972: 0.0046954466047661875
Position 7896: 0.004476266698174176
Position 2416: 0.0043721554232873
Position 3174: 0.003990587568320881
Position 226: 0.0038767744072607663
Position 1744: 0.0036892863690873895
Position 2152: 0.0025616311943412805
Position 4456: 0.0024649361240412708
Position 1034: 0.0022645051369999457
Position 2340: 0.0018990890709139744
Position 5848: 0.001752348598348013
Position 1601: 0.0017199819300709317
Position 790: 0.0015577291644224488
Position 4331: 0.0015426305507291664
Position 4477: 0.001516393139140856
Position 2987: 0.0014316243725485316
Position 5381: 0.0013259056466714673
Position 5641: 0.0012638678886031937
Position 1323: 0.0012477210638942805
Position 1554: 0.0011822919174682555
Position 2259: 0.0011719387039509125
Position 3020: 0.0011414403744000117
Position 2382: 0.0010743546916166205
Position 1297: 0.0010160155729609284
Position 5233: 0.0009370551773344731
Position 1706: 0.0009089787371942247
Position 2596: 0.0008116347936102113
Position 4405: 0.0007911896246941429
Position 938: 0.0005246010840081167
Position 2782: 0.0005198708447299516
Position 358: 0.000511029251192322
Position 4344: 0.0004933967226473147
Position 3499: 0.00044175794567610695
Position 4271: 0.0004401380015236721
Position 4215: 0.0003560986782983555
Position 631: 0.0003244301599350033
Position 1185: 0.00032292329875231295
Position 2674: 0.00025347453966432777
Position 4097: 0.00022198195165335676
Position 3223: 0.00021789875137364406
Position 1662: 0.00021598992954898906
Position 2683: 0.00021532879415984458
Position 2972: 0.0002148696849597139
Position 2012: 0.0001925321459281001
Position 2496: 0.00019102999556069435
Position 1965: 0.00018826557246511892
Position 879: 0.0001725834875941901
Position 2927: 0.00017101990983153727
Position 1106: 0.0001153120834251053
Position 2658: 9.628240981514358e-05
Position 455: 9.570524400091903e-05
Position 458: 9.230390687900183e-05
Position 2402: 9.044041826110795e-05
Position 543: 8.469448477185418e-05
Position 1037: 8.412518760693781e-05
Position 1989: 7.965590278312444e-05
Position 976: 7.75904914789779e-05
Position 167: 1.9856352936742597e-05
Position 534: 1.846433338287339e-05
Position 210: 1.289444751874888e-05
Position 240: 9.255200918163275e-06
Position 257: 5.8599435681913245e-06
Position 272: 2.368088568300236e-06
Position 189: 2.2946738467030094e-06
Position 636: 2.1310379745936705e-06
Position 275: 2.0209920606738903e-06
Position 234: 1.4057362747702261e-06
Position 155: 1.308398176025986e-06
Position 675: 1.0637994264945503e-06
Position 483: 9.876748440767512e-07
Position 1329: 5.550938177073097e-07
Position 1399: 4.268936047586095e-07
Position 113: 3.044030836265318e-07
Position 292: 2.879460576169785e-07
Position 259: 2.6255286928786956e-07
Position 308: 2.1378594386556615e-07
Position 851: 1.7449863713843818e-07
Position 97: 1.733995536081371e-07
Position 175: 1.65348099119274e-07
Position 883: 1.615475233911749e-07
Position 793: 1.0005714371409856e-07
Position 837: 9.454877182938217e-08
Position 1760: 5.257366405767747e-08
Position 502: 5.076031079205989e-08
Position 310: 2.9131165840514682e-09
