Gene = Sprr2d
Position 1176: 0.00021835408831710553
Position 981: 0.00020628410701300948
Position 709: 0.00019601288369202306
Position 598: 0.0001662966687924877
Position 1131: 0.00016486553352434156
Position 1574: 0.00014087583888767636
Position 153: 0.0001154287665712869
Position 505: 0.0001122992364221253
Position 1600: 9.667809039553559e-05
Position 1179: 8.780562568958427e-05
Position 1529: 8.721003828605789e-05
Position 235: 8.362655088580225e-05
Position 1350: 7.531215411581317e-05
Position 297: 7.102480135691426e-05
Position 1109: 6.829294380969604e-05
Position 161: 5.944033051836055e-05
Position 500: 5.458678990405253e-05
Position 1655: 5.134437241759617e-05
Position 1034: 4.6755151777103156e-05
Position 950: 4.560310903286705e-05
Position 1134: 4.070499682691721e-05
Position 558: 4.069702636202374e-05
Position 1608: 3.776927857741404e-05
Position 1012: 3.4039502262699154e-05
Position 581: 3.1924543743845456e-05
Position 1269: 2.9544734236404885e-05
Position 191: 2.6580933168582144e-05
Position 417: 2.2406671542109554e-05
Position 243: 2.2087568894596277e-05
Position 238: 1.561833470376189e-05
Position 307: 1.3551418605444437e-05
Position 301: 1.0614297917197333e-05
Position 124: 1.0549708773665364e-05
Position 773: 9.951847383612e-06
Position 776: 8.033983571198457e-06
Position 769: 7.888085960408796e-06
Position 315: 7.361962580474598e-06
Position 741: 5.854745966221347e-06
Position 164: 5.380088518834064e-06
Position 754: 5.363537740180671e-06
Position 176: 4.489706441691558e-06
Position 782: 4.393367181461698e-06
Position 786: 3.996545588168692e-06
Position 107: 2.544448575087672e-06
Position 766: 2.5274174401943834e-06
Position 610: 1.6192532952846626e-06
Position 700: 1.5926235716384859e-06
Position 198: 1.16694495157603e-06
Position 586: 1.05283157582779e-06
Position 179: 1.833826489858445e-07
Position 196: 9.598125214419912e-08
Position 168: 6.515257054096011e-08
Position 96: 3.767247608791527e-08
Position 205: 1.148592942825809e-08
Position 379: 1.2195291245367894e-09
Position 386: 5.055054869868954e-10
Position 512: 2.1276734459827784e-10
Position 517: 1.0538390026177461e-10
Position 381: 1.911842835956926e-12
