Gene = Stum
Position 389: 8.536423984530985e-07
Position 300: 6.973092627101577e-07
Position 130: 4.46863853925892e-07
Position 368: 4.230068864617393e-07
Position 355: 3.5839684756664257e-07
Position 327: 3.035801904094193e-07
Position 462: 2.9693305413623685e-07
Position 115: 2.3432112920478667e-07
Position 234: 1.7514296748464452e-07
Position 353: 8.795642852679183e-08
Position 85: 8.623747313422591e-08
Position 560: 6.76486971403992e-08
Position 524: 6.383929128913725e-08
Position 454: 5.516039897535813e-08
Position 480: 1.7428669518197536e-08
Position 186: 4.960640139405202e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 7659: 0.6966305591983704
Position 15774: 0.13577454220160068
Position 884: 0.0570554381315127
Position 7169: 0.04522171992926017
Position 2537: 0.04142019736317016
Position 5722: 0.03569750261512903
Position 5502: 0.030813423155774115
Position 958: 0.024605819279517216
Position 8672: 0.02101195067669168
Position 5446: 0.02063983823829095
Position 10263: 0.014456416351519103
Position 9602: 0.012762572314300594
Position 4657: 0.01217071267340834
Position 8955: 0.0112320781838317
Position 6659: 0.010081187516893334
Position 4807: 0.009635058190529084
Position 10718: 0.008091834823484027
Position 6629: 0.008008302248928185
Position 3209: 0.007668016474685155
Position 7537: 0.00685415115797496
Position 2562: 0.0059310301285266
Position 2035: 0.005435080149685885
Position 2865: 0.005180088289802589
Position 6256: 0.004915322807473167
Position 1182: 0.004808173949914024
Position 6047: 0.004384579462007153
Position 2371: 0.004261048325910819
Position 9115: 0.004074191361994635
Position 7601: 0.0034186236433108273
Position 5769: 0.00320992710020971
Position 3394: 0.00313197743746834
Position 660: 0.00312512524273543
Position 502: 0.003048560993789419
Position 2947: 0.002994262047079052
Position 1013: 0.002893858321083782
Position 3822: 0.002771381825681596
Position 3872: 0.0026507889321737317
Position 2750: 0.0025504419639820757
Position 7801: 0.002377663011425512
Position 536: 0.002185941642676517
Position 9758: 0.0020554291173856053
Position 3850: 0.0019456187313467148
Position 3489: 0.0019276590631011746
Position 505: 0.001714408242299749
Position 7517: 0.0017143107692261384
Position 2222: 0.0015245356752122464
Position 470: 0.0014814356487663715
Position 862: 0.0012320025369742492
Position 3741: 0.0012086580391326377
Position 4500: 0.001116013583790223
Position 2227: 0.001114714847438764
Position 711: 0.0009611478756696781
Position 902: 0.0009415533498396045
Position 914: 0.0009305578937555829
Position 575: 0.0008871453200414147
Position 5530: 0.0008323070447446214
Position 1477: 0.0008057682236103296
Position 2058: 0.0007722059431684558
Position 2900: 0.0007649431369847686
Position 476: 0.0006884643092813391
Position 2988: 0.0005580169439349521
Position 4311: 0.0004584893055091839
Position 4978: 0.00041385178961313434
Position 6639: 0.00036551957687742806
Position 1661: 0.00035601115162165115
Position 2238: 0.0003475304880188976
Position 4464: 0.00034471359719813715
Position 613: 0.0003439935968853377
Position 3620: 0.0003054140353302486
Position 1824: 0.0003043646789304468
Position 1319: 0.000299070030094544
Position 3726: 0.0002693655262348095
Position 2159: 0.0002519494324407213
Position 579: 0.00024660497646793324
Position 5314: 0.00023794361680123
Position 910: 0.0002375074030781382
Position 886: 0.00023556217932547898
Position 3518: 0.00023107276927369393
Position 1126: 0.00021991369057525694
Position 4018: 0.00020646945827922504
Position 635: 0.000202001546361733
Position 1972: 0.00019998706122221688
Position 2542: 0.00017007611936994412
Position 4602: 0.00016407103932434641
Position 1278: 0.00015497092084382178
Position 4836: 0.00014947783146771764
Position 4366: 0.00012163990318080883
Position 1262: 0.00012153589439585541
Position 3879: 0.00010703897723747428
Position 422: 0.00010471089947874988
Position 1285: 0.00010393021875071644
Position 4265: 9.381649658845586e-05
Position 1441: 8.947171896604566e-05
Position 2582: 8.68210860222242e-05
Position 3522: 8.098785271430162e-05
Position 3543: 6.792903320958696e-05
Position 1694: 6.591166195618603e-05
Position 1448: 5.8583770594748945e-05
Position 3223: 4.97947255381283e-05
Position 2280: 4.0138363396953155e-05
Position 1633: 2.4989615294083703e-05
Position 1883: 2.3943559871545474e-05
Position 1640: 2.188346687527524e-05
Position 2171: 1.898317356077884e-05
Position 2264: 1.802439209687891e-05
Position 1078: 1.5938648419067557e-05
Position 739: 1.1314117199440215e-05
Position 742: 1.108933617406819e-05
Position 788: 7.738095814397353e-06
Position 2211: 6.057202305351376e-06
Position 417: 5.960709462021966e-06
Position 916: 5.359263500723852e-06
Position 587: 5.353899901469696e-06
Position 744: 4.486129520279254e-06
Position 665: 4.016503160043559e-06
Position 845: 3.2652359110349075e-06
Position 795: 3.2583179784500832e-06
Position 632: 2.9664713872902964e-06
Position 426: 2.2729531053770086e-06
Position 543: 2.1454591549049953e-06
Position 591: 1.9481143730888715e-06
Position 433: 1.18547605518801e-06
Position 680: 1.1752427332035603e-06
Position 538: 1.084227915751096e-06
Position 541: 8.450211395190885e-07
Position 515: 6.608675291071652e-07
Position 677: 6.39305286273381e-07
Position 625: 5.941458858097576e-07
Position 431: 5.08507952340375e-07
Position 347: 4.720341916885062e-07
Position 615: 3.9165655862054217e-07
Position 973: 3.507816687661439e-07
Position 344: 3.315494294342383e-07
Position 747: 3.2520445253367954e-07
Position 1028: 2.2781574589651313e-07
Position 437: 2.2034049012972037e-07
Position 839: 1.8228575121002634e-07
Position 682: 1.5501696982266626e-07
Position 593: 1.0646030579419946e-07
Position 1035: 9.885934725086708e-08
Position 598: 8.212362846568368e-08
Position 1031: 6.112854375416234e-08
Position 596: 1.2158885213471678e-10
Position 449: 1.1940950695353643e-11
