Gene = Rita1
Position 1456: 0.012341882451600348
Position 1779: 0.011155731142881025
Position 1036: 0.011065987370957844
Position 1413: 0.01006027730517937
Position 3150: 0.009535823246178497
Position 1100: 0.009055173823781527
Position 2897: 0.008418500735868983
Position 3206: 0.008287645214872965
Position 3406: 0.008239770610081952
Position 2745: 0.006941159452864885
Position 2755: 0.006938685607166519
Position 1803: 0.006679276202994977
Position 767: 0.006519377368153292
Position 410: 0.0065074473896096175
Position 2779: 0.005952005922767283
Position 1699: 0.005524579555556425
Position 3197: 0.004841365014597278
Position 556: 0.004626523425091758
Position 938: 0.0034874059666191518
Position 3098: 0.00333994331421849
Position 2448: 0.0031925599556184014
Position 3003: 0.0031838860280593182
Position 184: 0.00301119752612284
Position 986: 0.0025357079021622445
Position 980: 0.002200738930351614
Position 2821: 0.0021010219466096507
Position 441: 0.002023110668994116
Position 1114: 0.0020174585587100268
Position 935: 0.0017639843114122555
Position 1296: 0.001667563883964121
Position 302: 0.0016578061065145703
Position 1924: 0.001654589933868081
Position 1241: 0.0015675200408669992
Position 1341: 0.001559895476348366
Position 808: 0.0014695350762854924
Position 1105: 0.0014572079425999916
Position 914: 0.0014351535336471469
Position 2608: 0.0014290486639538641
Position 3299: 0.0013666056751274434
Position 2966: 0.0013617357169808883
Position 971: 0.0013449439833717097
Position 3181: 0.0011986560492034143
Position 3048: 0.0011479770595993386
Position 2332: 0.0011236000289755474
Position 2001: 0.0009682449462938803
Position 2530: 0.0009565442939284152
Position 2677: 0.0009066839696492098
Position 568: 0.0008077663799770375
Position 2956: 0.0008011830061422353
Position 2949: 0.000776513104333565
Position 1859: 0.0007636349868290824
Position 263: 0.0007577137302431768
Position 1502: 0.0006596638494925798
Position 1125: 0.0006178066347116604
Position 137: 0.000603353458301634
Position 2899: 0.0005033106027201848
Position 114: 0.0004819121413400639
Position 830: 0.0004252692494292935
Position 863: 0.0003844593791035245
Position 1313: 0.0003829729498599921
Position 1102: 0.0003828335441036353
Position 1390: 0.0003506949269831517
Position 2783: 0.0003242266298853182
Position 2808: 0.00028908058088362326
Position 1928: 0.00026527633118497354
Position 1344: 0.00025782446766464613
Position 1172: 0.0002527782226669354
Position 2208: 0.00024504988913751297
Position 1881: 0.0002377687558281638
Position 130: 0.0002376209745833281
Position 373: 0.0002201633530361648
Position 2227: 0.00021232129883276728
Position 1040: 0.00018980836281976625
Position 1140: 0.00018687006536123108
Position 2072: 0.0001768254143114362
Position 1511: 0.00013974310692882518
Position 653: 0.00010613015044594383
Position 429: 9.23756372810294e-05
Position 1419: 7.906097475094899e-05
Position 585: 5.7307209123094654e-05
Position 885: 5.70557397051328e-05
Position 643: 5.119830310018585e-05
Position 1193: 4.489090458252778e-05
Position 588: 4.025539751470428e-05
Position 633: 3.876049427483684e-05
Position 116: 3.722110806973861e-05
Position 276: 2.6304663995913626e-05
Position 232: 2.611754815666997e-05
Position 226: 2.213464561790398e-05
Position 315: 1.0243754400456685e-05
Position 110: 9.134823062084873e-06
Position 193: 8.189103305322615e-06
Position 140: 7.863552262135846e-06
Position 92: 7.437905075429643e-06
Position 993: 6.365145237414166e-06
Position 877: 4.489629729929917e-06
Position 871: 3.3405553924200917e-06
Position 771: 1.7974725219494408e-06
Position 582: 1.5720213731061557e-06
Position 319: 1.5477923463036893e-06
Position 152: 1.47385403550469e-06
Position 146: 1.1459213049402306e-06
Position 160: 1.0792696054059733e-06
Position 609: 8.43263683656879e-07
Position 1017: 7.114557737669738e-07
Position 735: 3.758859139155328e-07
Position 732: 1.6617384537049275e-07
Position 777: 1.6345889036524458e-07
Position 335: 1.2254656989397536e-08
Position 338: 6.684703689358226e-09
Position 695: 3.20220274974816e-09
