Gene = St5
Position 5678: 0.0017229392799340672
Position 709: 0.001505819280595837
Position 488: 0.001501581043326118
Position 290: 0.001405110973039183
Position 620: 0.0013468456153542384
Position 1923: 0.00133061330071484
Position 715: 0.0012813802908693151
Position 2819: 0.0011617948549214345
Position 2143: 0.001112347211152409
Position 5545: 0.0010361598289420034
Position 4130: 0.0008248795414323973
Position 718: 0.000744286068367345
Position 1122: 0.0006981223178932645
Position 3524: 0.0006951856230895597
Position 1182: 0.0005299529328255795
Position 3471: 0.0004784860468070326
Position 1517: 0.00046639229391159774
Position 1024: 0.00045571637044042557
Position 669: 0.0004534608326833359
Position 2575: 0.00043099193967222293
Position 6882: 0.0003950925094697205
Position 5764: 0.0003777288428349003
Position 1496: 0.00032381842888420394
Position 229: 0.000321126852867631
Position 1631: 0.0002336180303166991
Position 1314: 0.00021869008037162413
Position 5958: 0.00020311683267886053
Position 2098: 0.0001676758886919384
Position 1980: 0.00015816182223861753
Position 2021: 0.00014566430129781763
Position 4887: 0.00013671676678779
Position 960: 0.00013452523847119082
Position 1421: 0.00013186074329388342
Position 1110: 0.00011884410650533406
Position 2180: 0.00011652182290500213
Position 4813: 9.002820885841709e-05
Position 926: 8.007465441953072e-05
Position 3093: 7.190152401274371e-05
Position 2115: 7.037286903191001e-05
Position 3101: 5.7509876211926726e-05
Position 693: 4.975183020927222e-05
Position 2863: 4.517459373936886e-05
Position 974: 3.895217551623965e-05
Position 4041: 3.298120016218298e-05
Position 2463: 2.3360201991556544e-05
Position 2046: 2.314148687725716e-05
Position 898: 1.9823266525399745e-05
Position 753: 1.7697996225011932e-05
Position 1157: 1.765487542949251e-05
Position 1768: 1.5469164274965437e-05
Position 630: 1.5011553182600986e-05
Position 573: 1.479252765893228e-05
Position 261: 1.3914330389880604e-05
Position 169: 1.321461708925861e-05
Position 849: 1.2288595303670821e-05
Position 757: 5.717304986453342e-06
Position 1588: 5.4553782277388e-06
Position 387: 3.3383989580443895e-06
Position 548: 3.2267619968150727e-06
Position 822: 2.932168995789626e-06
Position 747: 2.101834694684077e-06
Position 579: 1.8956032227386404e-06
Position 497: 1.7968041589880825e-06
Position 728: 1.7666094741735389e-06
Position 425: 1.6186519802300577e-06
Position 1179: 1.5106947912850711e-06
Position 268: 1.1859016701357557e-06
Position 1058: 1.1773071732991022e-06
Position 989: 8.855452111623718e-07
Position 181: 8.533271264607541e-07
Position 394: 7.208883549344209e-07
Position 1254: 6.475629536012946e-07
Position 472: 5.343452382966571e-07
Position 800: 5.34251848132956e-07
Position 303: 5.125825929861502e-07
Position 461: 2.9466435861452277e-07
Position 190: 2.7864467516698125e-07
Position 340: 2.51442273854539e-07
Position 1251: 2.410174844315164e-07
Position 200: 2.0256244652803162e-07
Position 324: 1.9758762114729788e-07
Position 1087: 1.9375013614610396e-07
Position 601: 1.8292202038748504e-07
Position 429: 1.781637771581372e-07
Position 400: 1.7476151075912902e-07
Position 312: 1.5873076658795836e-07
Position 586: 1.4408010422995548e-07
Position 1131: 1.2409642888497303e-07
Position 272: 1.234003858311093e-07
Position 331: 1.1013800130566879e-07
Position 433: 1.0845007113580904e-07
Position 518: 8.97892754281003e-08
Position 577: 8.075794794767515e-08
Position 815: 6.97187934523172e-08
Position 436: 4.8563625596128434e-08
Position 597: 4.400156561721006e-08
Position 186: 3.8634313979623035e-08
Position 236: 3.76371658710587e-08
Position 238: 2.0022104620716503e-08
Position 326: 9.124357252893092e-09
Position 515: 8.796735009993621e-09
Position 504: 7.810369008514751e-09
Position 439: 7.439829189461419e-09
Position 317: 4.248406766981587e-09
Position 242: 1.9182870821522626e-09
Position 123: 6.857271335454845e-14
Position 111: 1.3446494450902098e-14
Position 106: 5.067759700412561e-15
Position 97: 2.3088913617084882e-15
Position 116: 1.4166761892260465e-15
Position 101: 5.834858255076871e-16
Position 99: 7.058942058367218e-17
