Gene = Ube2m
Position 1686: 0.00048085395252889034
Position 3010: 0.0004715849362099875
Position 588: 0.0004658621107421946
Position 1966: 0.00043872115088736027
Position 1406: 0.00037925754359450337
Position 2439: 0.00035660731674956673
Position 1045: 0.00032469356440445896
Position 1030: 0.00032335844467337743
Position 1394: 0.0002910044656762041
Position 1439: 0.0002882208478114108
Position 732: 0.000263907204521407
Position 1038: 0.00025524921109326405
Position 944: 0.0002502829156850862
Position 351: 0.00024661516677771127
Position 2371: 0.00023401895569439857
Position 1021: 0.00021905944807022843
Position 2419: 0.00019889260681596433
Position 1100: 0.00018703853241050806
Position 853: 0.00018624741829301097
Position 2317: 0.00017947621916629687
Position 2548: 0.00017217542482641122
Position 2602: 0.0001480394797627572
Position 404: 0.00014522546157345176
Position 377: 0.00014215238571571996
Position 2659: 0.00013004541228579735
Position 2369: 0.00011311527435995801
Position 822: 0.00010963813829787474
Position 1519: 0.0001055014132641128
Position 636: 0.00010338004745063907
Position 648: 9.934698147670376e-05
Position 552: 9.231253454145462e-05
Position 1839: 7.306283827236468e-05
Position 347: 7.236577049557052e-05
Position 229: 6.855431320385807e-05
Position 1666: 6.802760150083807e-05
Position 160: 6.528963011009284e-05
Position 2945: 6.293049248421405e-05
Position 1384: 5.433959729375899e-05
Position 2105: 5.3801132656344624e-05
Position 1832: 4.9903116808010455e-05
Position 358: 4.809525361944765e-05
Position 845: 4.709606703518409e-05
Position 1877: 4.192290238241109e-05
Position 579: 4.137712784093853e-05
Position 929: 4.0445194920505257e-05
Position 401: 3.7081115934167336e-05
Position 1282: 3.464548975439732e-05
Position 412: 3.370425976336829e-05
Position 606: 3.120088450496268e-05
Position 774: 2.6641878347641986e-05
Position 1814: 2.5735535550355995e-05
Position 171: 2.4327090774685724e-05
Position 585: 2.286516372234576e-05
Position 1306: 2.230681367604439e-05
Position 582: 1.8517280318187617e-05
Position 243: 1.8158120155975096e-05
Position 1386: 1.4433054369393269e-05
Position 678: 1.1407319891642561e-05
Position 1821: 6.285616457245332e-06
Position 223: 4.65293358863571e-06
Position 283: 2.9448293114315403e-06
Position 2533: 2.9368547245639256e-06
Position 286: 2.042088002725524e-06
Position 168: 9.942703702231117e-07
Position 372: 6.201960029507482e-07
Position 319: 5.596634224846654e-07
Position 309: 5.544181295757387e-07
Position 356: 4.149046222434997e-07
Position 250: 3.897540020440725e-07
Position 428: 3.712072487367596e-07
Position 256: 3.0429645040067753e-07
Position 209: 2.792879874064667e-07
Position 173: 2.526939056842262e-07
Position 446: 1.7116405079464108e-07
Position 433: 1.6760534805387806e-07
Position 651: 1.673975410436414e-07
Position 2066: 1.5562321033881962e-07
Position 264: 1.5316857961640887e-07
Position 299: 1.497084408122937e-07
Position 614: 1.4088525042559182e-07
Position 611: 1.3541534401934438e-07
Position 177: 8.603134667924764e-08
Position 184: 8.339867468185913e-08
Position 267: 7.758605631052344e-08
Position 473: 6.227915604771184e-08
Position 459: 6.222680303040996e-08
Position 683: 5.681401115507345e-08
Position 191: 4.3542207866215415e-08
Position 181: 2.2767647555640775e-08
Position 422: 1.484736202521538e-08
Position 258: 7.3793231787420835e-09
Position 621: 6.1853731899435735e-09
Position 456: 3.3095949871721073e-09
Position 465: 2.793480034265959e-09
Position 618: 2.7472636473245573e-09
Position 193: 1.351508601234097e-09
Position 436: 6.678551849192375e-10
Position 83: 4.662488535133397e-10
Position 816: 3.14388224281829e-10
