Gene = Yod1
Position 2986: 0.00016731648700843665
Position 3598: 0.0001390787621673788
Position 2840: 0.0001359829223020755
Position 1861: 0.0001269333075421348
Position 429: 0.00012479431110008058
Position 2875: 0.00012376625716942384
Position 614: 9.637574311560944e-05
Position 1464: 9.616725800936438e-05
Position 256: 9.348764722420118e-05
Position 983: 9.341379284499599e-05
Position 648: 9.31025107453564e-05
Position 592: 8.965733151763077e-05
Position 2127: 8.537682678120608e-05
Position 1412: 8.31355183718666e-05
Position 480: 8.130708618939872e-05
Position 1505: 7.031251807784357e-05
Position 2001: 5.736412637365076e-05
Position 586: 4.56473688259612e-05
Position 297: 4.1842317134801123e-05
Position 1127: 3.779916908648262e-05
Position 663: 2.192415157450845e-05
Position 604: 1.7354027903335506e-05
Position 1020: 1.4339376174070696e-05
Position 986: 1.2285150454055583e-05
Position 303: 1.0468603714257609e-05
Position 231: 4.4991474396866046e-06
Position 259: 3.909594492346886e-06
Position 484: 2.445061462322869e-06
Position 1079: 1.8932272116423024e-06
Position 243: 6.908310754011333e-07
Position 512: 5.490284180661661e-07
Position 556: 5.045472479956753e-07
Position 655: 2.0147912218751747e-07
Position 776: 1.7665324264804364e-07
Position 166: 1.1880303604524623e-07
Position 622: 4.084342639644493e-08
Position 558: 1.0793847427342928e-08
Position 529: 3.3762190232525618e-09
Position 548: 2.348807049979076e-09
Position 175: 2.4290506831970635e-10
Position 141: 1.5363416529338913e-13
Position 537: 2.4918688067324026e-16
Position 520: 1.5612373254712988e-16
Position 539: 1.5262943895967009e-16
