Gene = Pign
Position 7255: 0.001600315455823109
Position 3260: 0.0014804974413448687
Position 9540: 0.0014357805797149646
Position 6929: 0.0014271189166206895
Position 5281: 0.0013362552592442063
Position 6981: 0.001308743229153801
Position 9127: 0.001159570186586134
Position 1242: 0.0011379082636395238
Position 1316: 0.0010937661006406626
Position 4328: 0.0010846371804280146
Position 2467: 0.0010789376722165202
Position 103: 0.001002486182625476
Position 482: 0.000985792540970383
Position 652: 0.0009570515921649169
Position 348: 0.0009542836374665454
Position 1452: 0.0008960495057843536
Position 430: 0.0008305093156036909
Position 1459: 0.0007735919278065927
Position 3449: 0.0007510223599717761
Position 1065: 0.0007132494155157743
Position 470: 0.0006836160836274499
Position 1972: 0.0006789443927983448
Position 9533: 0.0006787293001497076
Position 1140: 0.0006512247201738056
Position 1156: 0.0005829610857814042
Position 2379: 0.0005548609997393395
Position 4413: 0.0004590183073622131
Position 6058: 0.00034174188858017174
Position 4738: 0.0003296180309638549
Position 4409: 0.00015080149473064246
Position 5358: 0.000133233220930685
Position 5382: 9.600577960945071e-05
Position 5412: 7.249030754321715e-05
Position 8066: 6.637168688395846e-05
Position 5415: 6.532863112727502e-05
Position 4972: 6.231295360921069e-05
Position 6: 3.495879491425314e-05
Position 886: 3.3022299993160355e-05
Position 833: 2.6232298130741942e-05
Position 5095: 2.5477477976939373e-05
Position 5077: 1.8076389737949112e-05
Position 245: 7.911674514689858e-06
Position 614: 5.9049895867404935e-06
Position 213: 4.169951187610812e-06
Position 149: 4.027147106808599e-06
Position 733: 3.2110601163202397e-06
Position 1343: 2.862337927178387e-06
Position 81: 2.4291299074831263e-06
Position 4691: 1.5890356527478718e-06
Position 92: 1.526109311621678e-06
Position 174: 9.602752119249559e-07
Position 6176: 7.948232356383453e-07
Position 837: 6.560693865723703e-07
Position 578: 6.515179239049075e-07
Position 43: 5.505850390334572e-07
Position 619: 5.255705018650689e-07
Position 33: 5.128190469388175e-07
Position 136: 3.0048294206408543e-07
Position 206: 2.042511837290282e-07
Position 4876: 1.9483173627240882e-07
Position 226: 1.602039463891777e-07
Position 219: 1.3838162114711356e-07
Position 30: 1.3242208728624998e-07
Position 108: 9.858364252795429e-08
Position 290: 5.869413112527908e-08
Position 345: 3.297740859620715e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10432: 0.9972125657506388
Position 16828: 0.989033390986675
Position 7610: 0.9446710752079904
Position 4276: 0.9247494453687847
Position 25367: 0.8203741225881843
Position 4636: 0.8057715343053068
Position 26077: 0.7555577049599222
Position 15403: 0.7063764956497867
Position 26784: 0.6817084123092209
Position 14235: 0.5729543119044544
Position 22918: 0.4757608206867916
Position 6855: 0.4270960049087771
Position 5947: 0.4136362544020067
Position 18494: 0.34907429065131323
Position 34041: 0.3488626041540156
Position 27380: 0.28571383816541784
Position 15757: 0.20880184636511379
Position 26791: 0.1828180955315222
Position 5804: 0.17498135399785184
Position 6641: 0.13367706533060586
Position 29815: 0.11542050530389156
Position 9840: 0.09454639259386513
Position 8143: 0.08507777917270276
Position 30526: 0.08233866819701717
Position 29290: 0.06761883450537703
Position 14501: 0.05537131130274939
Position 5194: 0.055065608240870804
Position 290: 0.054159702827786135
Position 9419: 0.04400889190603091
Position 26015: 0.040133344984220935
Position 6644: 0.03812499315452228
Position 27038: 0.0351618028213438
Position 976: 0.029578808458468466
Position 6526: 0.02899657790024785
Position 10607: 0.023859808099757046
Position 5665: 0.01965203320893533
Position 19123: 0.01768058504966074
Position 27112: 0.01753141673154486
Position 5925: 0.01751323161228206
Position 7081: 0.01691135271489651
Position 6911: 0.015236400075039147
Position 5792: 0.014908936298952461
Position 4659: 0.014122922902917518
Position 2338: 0.012187143236518925
Position 2199: 0.012020624017912544
Position 17164: 0.010960212629782385
Position 3535: 0.009823576030546398
Position 28507: 0.008414260174742524
Position 4175: 0.007880823826798732
Position 27243: 0.007280171532904253
Position 9100: 0.00725437234329629
Position 4792: 0.006903864914440272
Position 10250: 0.006849575864542906
Position 3803: 0.0067123631676942516
Position 6620: 0.006369880469371892
Position 27766: 0.0062871940635078356
Position 7656: 0.005893987628286586
Position 28217: 0.005700444656462395
Position 9189: 0.0055111140530384895
Position 29319: 0.005465604987457443
Position 9246: 0.005312418612471282
Position 10622: 0.00500794423178411
Position 6427: 0.005003555965258375
Position 30308: 0.004711735153257676
Position 3458: 0.0046830987990443326
Position 2686: 0.004656755530822246
Position 5502: 0.004518069753224213
Position 2779: 0.004339298101756718
Position 999: 0.004097669327428964
Position 1936: 0.004052223769941178
Position 3368: 0.0036718314398734293
Position 26248: 0.00334809330752315
Position 206: 0.003300192291419763
Position 237: 0.003295006802294407
Position 5954: 0.0031012682668920748
Position 7551: 0.0029060917519838658
Position 6418: 0.0028505104909981784
Position 7565: 0.00270941141468857
Position 28144: 0.002697254742360643
Position 1282: 0.0026170377300812194
Position 4292: 0.002549188562001466
Position 4605: 0.002344649894349412
Position 2809: 0.0023384928945025755
Position 14038: 0.0021994210983405905
Position 8185: 0.0021680140284341116
Position 7912: 0.0021385736373662548
Position 2281: 0.0020686037536156976
Position 6207: 0.002037154472204696
Position 3648: 0.0020053700126641694
Position 7972: 0.0019659352819431757
Position 9877: 0.0019158822847110736
Position 5758: 0.0018855191632972381
Position 26245: 0.0018373280770720857
Position 27296: 0.0017638206386361883
Position 4130: 0.0017381326686469261
Position 353: 0.0016844467181677222
Position 7774: 0.0015795035209882505
Position 10590: 0.001514784847581706
Position 3705: 0.0014787650362725023
Position 1892: 0.0014509928828470814
Position 10712: 0.0013930511180738165
Position 1119: 0.0013190239025115485
Position 4427: 0.0012965950431038243
Position 2085: 0.0012462047253850555
Position 4448: 0.0011532882845540291
Position 4873: 0.001152470296908196
Position 8958: 0.0011170372723592734
Position 9921: 0.001114787470224945
Position 3145: 0.0011144593698698604
Position 7631: 0.0010432197878210768
Position 388: 0.00100296316289654
Position 5142: 0.0009932412172488107
Position 10890: 0.0009895177755912087
Position 4078: 0.0009712257348459772
Position 9773: 0.0009352207545254904
Position 8383: 0.0008959372885014773
Position 952: 0.0008620599168794797
Position 320: 0.0008005425369754917
Position 4721: 0.0007517111171531461
Position 3387: 0.0007106069649454591
Position 4533: 0.000702156174852334
Position 4671: 0.0006745707105698959
Position 1179: 0.0006537753183764913
Position 6257: 0.0006503394504158062
Position 2418: 0.0006258587009601173
Position 879: 0.0006102328191147094
Position 8170: 0.0005615820037476941
Position 4100: 0.0005531457644128791
Position 5711: 0.0005081569886405022
Position 18747: 0.0004893744845440089
Position 5574: 0.00044848407102996216
Position 3731: 0.00043620669124242107
Position 3700: 0.0004339171718484769
Position 3357: 0.0003727130051562514
Position 3093: 0.0003660380714750162
Position 24573: 0.0003654043347506106
Position 2314: 0.0003564886016821784
Position 1009: 0.0003330761482852633
Position 1801: 0.0003122343922915279
Position 23200: 0.00030062740266719796
Position 4311: 0.000286914067276233
Position 3781: 0.00027051663410223095
Position 5263: 0.00021525308690044522
Position 17701: 0.00020496498880395728
Position 578: 0.0002048977949166865
Position 4876: 0.00020052118289947893
Position 23161: 0.00019665070256658264
Position 836: 0.0001686655062575455
Position 477: 0.0001548783202971591
Position 914: 0.00015146497892254066
Position 2239: 0.0001486831094871621
Position 2184: 0.00014768030465350893
Position 564: 0.000139887535897026
Position 6007: 0.00013712333536471653
Position 545: 0.00013347223283880107
Position 5440: 0.00013256380956511377
Position 1946: 0.00012023412946509433
Position 4616: 0.00011557245957887272
Position 4047: 0.00011492498340997242
Position 4676: 0.00011404682510189277
Position 19978: 0.00011081821597241661
Position 18110: 0.000100019583311584
Position 18709: 7.548429854130656e-05
Position 1145: 7.289589750101826e-05
Position 20176: 6.419979892724599e-05
Position 20442: 5.902685740042468e-05
Position 17849: 4.798379329280942e-05
Position 20420: 3.530673676456771e-05
Position 17054: 3.525318344063166e-05
Position 7878: 2.3898998918528895e-05
Position 17445: 1.709315228910747e-05
Position 8145: 1.636366265689531e-05
Position 17506: 1.5796712107467068e-05
Position 8355: 1.5097075586484959e-05
Position 8421: 1.3924124946840901e-05
Position 10463: 1.3293242564784325e-05
Position 17029: 8.770723829182694e-06
Position 12746: 7.954176873619982e-06
Position 632: 4.660634084897752e-06
Position 5468: 4.5557167311917285e-06
Position 786: 3.2580909520771088e-06
Position 2024: 3.1354660245668576e-06
Position 1988: 2.944181618266276e-06
Position 1984: 2.728275513010169e-06
Position 720: 2.6493625242815995e-06
Position 5240: 2.5101387768129856e-06
Position 298: 2.393719898598077e-06
Position 606: 2.3906697735517558e-06
Position 761: 1.918335772055958e-06
Position 12402: 1.8154108542134902e-06
Position 4822: 1.6528754354550198e-06
Position 4898: 1.636079628407262e-06
Position 12099: 1.602264150354804e-06
Position 257: 1.462402777661314e-06
Position 8410: 1.2464305151375246e-06
Position 1259: 1.188567609230118e-06
Position 12251: 1.0469981527727924e-06
Position 10644: 9.629546189726598e-07
Position 5808: 9.137957104839012e-07
Position 241: 8.660659180083625e-07
Position 1315: 8.179310074267068e-07
Position 1365: 6.077445881689531e-07
Position 12795: 4.5590650082966106e-07
Position 12183: 4.4602145448280634e-07
Position 817: 4.29869829162429e-07
Position 1768: 3.763090435724429e-07
Position 11713: 3.3425124853132343e-07
Position 1065: 2.768887211568264e-07
Position 11324: 2.2382536368624137e-07
Position 11049: 1.9762792924838488e-07
Position 1032: 1.6369151193050956e-07
Position 12490: 1.6363273246829694e-07
Position 12465: 1.6191120539514045e-07
Position 3841: 1.4187225000624207e-07
Position 356: 1.361561058859403e-07
Position 711: 1.299522320318384e-07
Position 412: 1.215035891136737e-07
Position 171: 6.942028934891808e-08
Position 451: 6.129065779081589e-08
Position 4680: 5.779787839534716e-08
Position 395: 5.668137089810009e-08
Position 1196: 5.4313728417101495e-08
Position 264: 4.393443973538853e-08
