Gene = Srd5a3
Position 14819: 0.00034029831386188684
Position 287: 0.0003320705306737187
Position 13254: 0.0003165841081147351
Position 793: 0.00022507427123228703
Position 74: 0.00019792479205197434
Position 9160: 0.00019628700801160685
Position 976: 0.00011498236729367267
Position 530: 8.34349531566179e-05
Position 227: 8.062422270651186e-05
Position 39: 7.96633874657125e-05
Position 1546: 6.731557895578285e-05
Position 551: 6.073112776760012e-05
Position 1454: 4.6738841123437453e-05
Position 385: 4.1534199378498255e-05
Position 1156: 3.580131721111304e-05
Position 1655: 3.309792860013829e-05
Position 267: 3.290922307412108e-05
Position 459: 2.775692102415189e-05
Position 567: 2.7201118141502128e-05
Position 1040: 2.0759341642221145e-05
Position 1368: 1.7304253026487883e-05
Position 358: 1.3842913845822295e-05
Position 249: 1.3627166482451753e-05
Position 14445: 1.2209586552621655e-05
Position 14464: 1.0450669461069566e-05
Position 137: 9.589924935367362e-06
Position 488: 6.5298284360139176e-06
Position 347: 6.215360269556742e-06
Position 14392: 5.5365109889586675e-06
Position 1346: 5.262236911672054e-06
Position 823: 2.6919238518809768e-06
Position 1216: 2.272360841793552e-06
Position 14385: 2.088802016629889e-06
Position 429: 1.821810050532929e-06
Position 110: 2.2000226217313987e-07
Position 508: 4.067698068878115e-09
Position 524: 1.161058763500595e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 14251: 0.9947247399643373
Position 7414: 0.9540687360107613
Position 8931: 0.8873583839353462
Position 10686: 0.8015777413184147
Position 9481: 0.601529801564489
Position 12193: 0.3890213660990723
Position 12770: 0.3782645707212983
Position 9105: 0.3753032434104674
Position 508: 0.34640989577372333
Position 13252: 0.3165772615204765
Position 14513: 0.314696670042907
Position 450: 0.28154626118335885
Position 14414: 0.21673372909971295
Position 4063: 0.18726308211271614
Position 14625: 0.1743104835637137
Position 12379: 0.16556614835470923
Position 14886: 0.1528997237205879
Position 9536: 0.12661579360589348
Position 9395: 0.10888347831551652
Position 13341: 0.07072712159642078
Position 12213: 0.06546824231719278
Position 12446: 0.061142525440286644
Position 12233: 0.05997488569418662
Position 429: 0.05924981928305357
Position 9586: 0.05851613770429554
Position 12120: 0.05284299152071701
Position 1733: 0.046795153586493506
Position 12371: 0.04640045642122505
Position 1430: 0.04525928928350368
Position 8636: 0.040510641258152826
Position 9867: 0.037445253163344995
Position 12392: 0.03624345661452427
Position 10527: 0.035059830082198866
Position 13128: 0.03476089112492612
Position 9757: 0.03250242173120711
Position 2009: 0.03093137670108474
Position 3469: 0.029510332547307266
Position 8864: 0.028479582049776523
Position 2038: 0.027581075570837898
Position 969: 0.025272375107954506
Position 1215: 0.02354985146357698
Position 13596: 0.0199358056921827
Position 12842: 0.01921452348769085
Position 15078: 0.01907685313157005
Position 1876: 0.01804665941191981
Position 4440: 0.017854529675091838
Position 10640: 0.01768159771352339
Position 9792: 0.01541482803458193
Position 7623: 0.014825779273665705
Position 1030: 0.014741611224000615
Position 1266: 0.014687611259716868
Position 1289: 0.014174157658100966
Position 2651: 0.014134084865658286
Position 10653: 0.014019901881554102
Position 6138: 0.01250477560864924
Position 13235: 0.011886631285883706
Position 10402: 0.010556799993725788
Position 12353: 0.01025532735214528
Position 14478: 0.009497185377710939
Position 14558: 0.009226947149099062
Position 1211: 0.009002394030067837
Position 8898: 0.008306746643238362
Position 9157: 0.008254132146666272
Position 1321: 0.007992678065046993
Position 930: 0.007562316264553541
Position 1931: 0.006819516821940066
Position 9919: 0.006765968657761959
Position 2674: 0.006621614318946521
Position 1397: 0.006354632736586392
Position 12028: 0.006126822844632865
Position 9109: 0.005795694056527348
Position 13505: 0.005604233592314026
Position 12509: 0.004661484672617053
Position 155: 0.00460590974659212
Position 3659: 0.004478104969446696
Position 1839: 0.004411164573108883
Position 8784: 0.004278621077571435
Position 12302: 0.003988424410814244
Position 14419: 0.003948366605468951
Position 2820: 0.0039418387187586884
Position 885: 0.0037791100263250034
Position 1188: 0.003478574320174828
Position 9603: 0.003369470019042157
Position 9896: 0.0032032316608505236
Position 14445: 0.0031633488778364865
Position 10131: 0.003133837129924528
Position 9287: 0.0030754851871989592
Position 14964: 0.0030076043159443953
Position 401: 0.0029445547349664894
Position 1231: 0.002924294553341479
Position 12424: 0.0027426055703410708
Position 597: 0.0026492577412036184
Position 4743: 0.0023657384257585925
Position 12270: 0.0023598720231773904
Position 9049: 0.001945407335124495
Position 10776: 0.0017969216724209186
Position 13549: 0.0016706945492582315
Position 10111: 0.0016207989596844412
Position 4791: 0.0015703032484402693
Position 4696: 0.0015156805982355964
Position 12634: 0.0015024709498404505
Position 13364: 0.0013383551068977466
Position 3392: 0.00121562031287707
Position 11828: 0.0010876008585814496
Position 14627: 0.0009851857518943536
Position 10616: 0.0009325408684337235
Position 9835: 0.0008575734752821191
Position 9968: 0.0007804534715506182
Position 1069: 0.0006873497506890528
Position 1759: 0.0006463372765714832
Position 9375: 0.0006038955807962302
Position 9981: 0.0005255130503275683
Position 8651: 0.0004420034671766282
Position 9814: 0.00039629430448300445
Position 14993: 0.0002907166374240645
Position 15013: 0.0002862584244133769
Position 197: 0.00023218953411204715
Position 10599: 0.00022304840350281547
Position 530: 0.00022051253311115255
Position 9132: 0.00020680635976359188
Position 1113: 0.00020138898067523415
Position 1691: 0.00019196801756112702
Position 1213: 0.00019087499225579725
Position 515: 0.0001791696890943522
Position 1222: 0.00015421821022952348
Position 1796: 0.00012477049978190468
Position 14051: 7.550947378558409e-05
Position 488: 7.381406832594711e-05
Position 169: 6.844989003765998e-05
Position 940: 5.5693243014330396e-05
Position 374: 5.0470136688487246e-05
Position 458: 4.594246966803957e-05
Position 10947: 3.4268648230520576e-05
Position 1303: 3.351955836875472e-05
Position 950: 3.155518815113782e-05
Position 405: 2.1812425747838867e-05
Position 647: 2.148320485129636e-05
Position 14271: 2.064956362633464e-05
Position 998: 1.672776121264498e-05
Position 10008: 1.6373216039371208e-05
Position 9761: 1.3850655717149084e-05
Position 9344: 1.361880100457395e-05
Position 1240: 1.1412772659861246e-05
Position 483: 6.48122274702927e-06
Position 256: 4.243343537211614e-06
Position 572: 3.8162079031587005e-06
Position 1735: 3.362071693898408e-06
Position 80: 2.5593069977464813e-06
Position 793: 2.515733717926435e-06
Position 1038: 1.7756359373590943e-06
Position 355: 1.2703907825243214e-06
Position 218: 1.2244906891354769e-06
Position 831: 1.0634185748256931e-06
Position 181: 1.0339822590673562e-06
Position 899: 5.918330635042234e-07
Position 614: 5.437347097008767e-07
Position 823: 4.739627058362312e-07
Position 535: 3.131387552127572e-07
Position 224: 7.667569919187973e-08
Position 275: 4.4839915885941524e-08
Position 385: 1.948541592130729e-08
Position 307: 1.2326707988200913e-08
Position 227: 1.0535445057858783e-08
Position 341: 9.914692108086744e-09
Position 653: 9.100497213159425e-09
Position 317: 4.681309928870506e-09
Position 277: 4.060650980916585e-09
Position 539: 3.8208252779098254e-09
Position 376: 3.795227189982973e-09
Position 542: 2.769683246527752e-09
Position 328: 7.979127721509768e-10
Position 319: 1.5663410402449225e-10
Position 619: 2.524910860974748e-12
Position 337: 6.693675713592818e-13
