Gene = Pan3
Position 5179: 2.3598878639797614e-05
Position 1710: 2.2809172751717663e-05
Position 2285: 2.2598724932237072e-05
Position 684: 2.2411117541036382e-05
Position 3328: 2.1574517544563897e-05
Position 1229: 2.072074584374968e-05
Position 4173: 2.053971414813151e-05
Position 2032: 2.0262519481292713e-05
Position 2743: 1.9047293752631187e-05
Position 598: 1.564270934073113e-05
Position 1316: 1.55116773886931e-05
Position 2435: 1.4533073147783449e-05
Position 1803: 1.4294091477677462e-05
Position 740: 1.3878737989345835e-05
Position 2364: 1.3115793630115378e-05
Position 2104: 1.1671960371269645e-05
Position 2474: 1.0745386976401955e-05
Position 1398: 1.0634134967212579e-05
Position 2432: 1.0532641129727933e-05
Position 1731: 9.02500230202597e-06
Position 1660: 8.056707230772633e-06
Position 784: 7.411590755158863e-06
Position 758: 6.255349565486699e-06
Position 1412: 5.707212850480239e-06
Position 690: 4.108427427897954e-06
Position 2447: 3.995461165789573e-06
Position 1553: 3.875593894102114e-06
Position 2497: 3.5574034531563205e-06
Position 604: 3.4572851385549307e-06
Position 1421: 2.8762069582633617e-06
Position 1403: 2.5697886773771247e-06
Position 1331: 2.435765518955231e-06
Position 972: 1.820105643607741e-06
Position 2379: 7.914914783304528e-07
Position 2093: 1.9834817886997685e-08
Position 2725: 7.28623043490627e-09
Position 2748: 7.244546387187815e-09
Position 1593: 1.291201650032222e-09
Position 1426: 1.4799450405826894e-10
Position 961: 1.0693047585978044e-10
