Gene = Sertm1
Position 984: 3.2806531154268488e-06
Position 486: 2.35415677611418e-06
Position 720: 2.291385525935924e-06
Position 408: 1.0713818359602345e-06
Position 830: 9.472876436199718e-07
Position 262: 9.245190831596425e-07
Position 948: 8.142777960990374e-07
Position 303: 8.10931443400012e-07
Position 398: 6.039054312558683e-07
Position 979: 5.922004940044216e-07
Position 364: 5.237564618849071e-07
Position 250: 3.6002874621892036e-07
Position 482: 3.5639377772795183e-07
Position 2388: 2.5604080491086335e-07
Position 376: 1.8840821412283652e-07
Position 369: 1.6135667807255677e-07
Position 216: 8.328115022520462e-08
Position 388: 4.518023982698223e-08
Position 125: 3.219833972871512e-08
Position 138: 1.0410056782712656e-09
Position 151: 2.0904259779295248e-10
Position 106: 2.020864077249579e-10
Position 133: 1.226203045029467e-10
Position 1074: 8.762997142344993e-12
Position 1067: 8.355850187297879e-12
