Gene = C530008M17Rik
Position 14761: 0.0001937974003110482
Position 629: 0.00017370713264634044
Position 15253: 0.00016498310715828805
Position 11: 0.0001622104871171543
Position 11251: 0.00011020841441530531
Position 2281: 9.381286447671759e-05
Position 16095: 6.717905010919261e-05
Position 1842: 6.619865010867881e-05
Position 16068: 5.314523353309756e-05
Position 1330: 5.124850960424777e-05
Position 1914: 4.14941386673381e-05
Position 2484: 3.948463887851366e-05
Position 1905: 3.4543486177022304e-05
Position 1917: 2.073349264464239e-05
Position 422: 8.666729379498952e-06
Position 414: 7.0588166394747255e-06
Position 233: 6.506455950685905e-06
Position 2524: 5.08827209641093e-06
Position 15542: 5.006793474497918e-06
Position 625: 4.821736989690545e-06
Position 741: 4.330348953607448e-06
Position 1421: 3.074475164100934e-06
Position 949: 2.6888014150210417e-06
Position 310: 2.2510535206054315e-06
Position 219: 2.0479497408635593e-06
Position 274: 2.0355183799831436e-06
Position 655: 1.9738428651797006e-06
Position 445: 1.7078751131714427e-06
Position 698: 1.55437920243758e-06
Position 953: 1.4656717476242018e-06
Position 887: 7.781698497042704e-07
Position 805: 7.313335955553706e-07
Position 890: 6.004506195287554e-07
Position 1078: 5.093148103463649e-07
Position 1056: 4.873183554940576e-07
Position 1352: 4.354655005793791e-07
Position 11263: 3.5694582176397153e-07
Position 11100: 1.1884258603492199e-07
Position 14468: 1.0286677456895525e-07
Position 14445: 4.771758825519922e-08
Position 395: 2.3446705852125108e-08
Position 14489: 2.2810316631119463e-08
Position 862: 1.8027108104516846e-08
Position 403: 1.72274120756479e-08
Position 812: 8.623398952475792e-09
Position 438: 3.150959283044015e-10
Position 430: 1.1027112396693891e-10
Position 285: 8.323893506665139e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 14335: 0.9890791177724222
Position 8217: 0.9880925434526819
Position 26572: 0.9509624405545807
Position 25400: 0.9059563032614345
Position 9612: 0.8423216490300928
Position 10736: 0.6568480298627476
Position 2408: 0.4939914110750964
Position 25775: 0.3797220228934538
Position 2577: 0.35558102604470126
Position 29917: 0.3376612178865172
Position 5234: 0.33221252968759973
Position 9242: 0.3277657088194066
Position 7557: 0.30083043619647765
Position 10718: 0.2787091185977254
Position 9263: 0.25390885364304844
Position 28613: 0.25164549506833034
Position 5587: 0.24517483465963044
Position 30978: 0.15207058085133196
Position 10254: 0.12213397545781143
Position 30007: 0.11957243042346
Position 7597: 0.10834501092001171
Position 28026: 0.09963815881982406
Position 26820: 0.09593812572483083
Position 1702: 0.07582780142047116
Position 12338: 0.0746481182608268
Position 188: 0.062023890133691056
Position 27635: 0.05459055185219943
Position 9269: 0.037362844789186646
Position 4080: 0.03724044588338522
Position 2524: 0.031109188328239695
Position 9996: 0.029564110248381105
Position 6784: 0.029483332205017043
Position 10591: 0.028355460838832232
Position 29986: 0.025449678137265945
Position 4999: 0.022819742481350463
Position 5132: 0.020836249668767515
Position 12312: 0.018838989847426033
Position 10741: 0.018819893707505052
Position 10082: 0.01839233116414891
Position 9353: 0.01758540558065305
Position 17784: 0.017423662786566256
Position 4917: 0.01685272362460213
Position 5316: 0.015863396945483686
Position 9722: 0.01573784962098357
Position 10644: 0.015455593054006926
Position 2910: 0.014118076743670502
Position 28448: 0.013996137792879577
Position 2475: 0.01329831055927612
Position 26835: 0.012672795007287003
Position 2662: 0.012294067083457517
Position 10220: 0.012100044740078987
Position 13258: 0.010942481974899235
Position 14367: 0.010602893179084014
Position 3558: 0.009186200972587618
Position 8223: 0.008793301151714622
Position 13334: 0.00841775454705887
Position 12143: 0.008155381271745272
Position 17431: 0.007676093586103781
Position 21963: 0.0074782617570464845
Position 8696: 0.007372013066965824
Position 3043: 0.00670350324205416
Position 4846: 0.005745711644753408
Position 8502: 0.005711633880174847
Position 13922: 0.005345878461474256
Position 10102: 0.005201806859169137
Position 17801: 0.005056833382781744
Position 3591: 0.004744092333428777
Position 14638: 0.004415629576324057
Position 2845: 0.004399453864408412
Position 1804: 0.004320843986359424
Position 13687: 0.004049171389600403
Position 2817: 0.003856386269552735
Position 233: 0.0034898861380461385
Position 13122: 0.0034181409686909973
Position 9411: 0.0034113993952282445
Position 3322: 0.0032927272145258568
Position 8841: 0.002977697201258055
Position 2558: 0.0028864209018191
Position 10195: 0.0027331013048143256
Position 9020: 0.0024847638200029528
Position 8191: 0.00238237361700629
Position 18101: 0.0022641543860165924
Position 12322: 0.0021295742707413217
Position 12797: 0.0021072294919757817
Position 750: 0.002052599337559858
Position 3509: 0.002018354304907234
Position 11930: 0.002015344009193689
Position 13404: 0.0020083897395862973
Position 2415: 0.0020079873895974556
Position 2199: 0.0018981836508518294
Position 9663: 0.0017850578725859716
Position 12165: 0.0017348457615191507
Position 259: 0.0016343974723573307
Position 854: 0.0016333637034386186
Position 9062: 0.001608232766218039
Position 477: 0.0015942499338353114
Position 2931: 0.0015555858348082446
Position 8588: 0.001522179348046491
Position 15731: 0.0014924769410876255
Position 20198: 0.0013665062651323494
Position 20763: 0.0012733311094616441
Position 20390: 0.001196347022805742
Position 2108: 0.0011654095696052374
Position 9036: 0.0010795065427359736
Position 8472: 0.0010576429257167755
Position 2152: 0.0009287826409574604
Position 15042: 0.0008584068039016745
Position 1645: 0.0008238849365725226
Position 772: 0.0007789131997339553
Position 3472: 0.0007558130423993647
Position 9153: 0.0007192785544695883
Position 2304: 0.0007064485129710175
Position 18879: 0.0006799747361096675
Position 3902: 0.0006591824436176757
Position 17193: 0.0006389489566174284
Position 914: 0.000610599192092577
Position 8932: 0.0005508721389263381
Position 10456: 0.0005429400506196261
Position 19978: 0.0005197849418614696
Position 20884: 0.00044967848041310195
Position 501: 0.00044125226810315014
Position 1720: 0.00043055087181003457
Position 1758: 0.0004252025778289411
Position 17054: 0.00040458725520575527
Position 19418: 0.00039742438787676576
Position 4382: 0.0003916879529567974
Position 1246: 0.00038837079580999524
Position 9511: 0.00035502727107522086
Position 836: 0.00035128297217120076
Position 1375: 0.0003385337176581793
Position 655: 0.000324624268728927
Position 2459: 0.0003120760060464913
Position 13215: 0.00029271160671820944
Position 8711: 0.0002698993075341904
Position 8893: 0.00026782630834431415
Position 13409: 0.0002677580889871676
Position 9065: 0.0002593839260709143
Position 1826: 0.0002465340047765798
Position 594: 0.00023504352003353546
Position 13262: 0.0002320626700484753
Position 13055: 0.00021937751259265648
Position 513: 0.00021249769768732682
Position 2952: 0.0002109423592622886
Position 9530: 0.0002059603930367849
Position 291: 0.000195594526819893
Position 15159: 0.00019497146949019995
Position 3219: 0.00019488436803872733
Position 2534: 0.0001939472849720157
Position 2978: 0.0001734529564146236
Position 600: 0.0001710284081470468
Position 8610: 0.0001679236866295599
Position 12434: 0.00016140855022558714
Position 1548: 0.0001606455333955235
Position 1852: 0.00015648779622086395
Position 10063: 0.00015352697032005222
Position 4311: 0.00014978968369577802
Position 15477: 0.0001445131110003273
Position 15541: 0.00014444641658405326
Position 1434: 0.00013472346565823455
Position 2345: 0.00012543313748697356
Position 11029: 0.0001178425396557183
Position 1409: 0.00011783179578075542
Position 15138: 0.00011150807834801047
Position 10418: 0.00010575768752389158
Position 2286: 0.00010102252096731964
Position 2090: 9.453741019020263e-05
Position 2325: 9.041284399593171e-05
Position 1772: 8.711108637404359e-05
Position 1167: 8.66542080755662e-05
Position 15372: 7.958177812280966e-05
Position 775: 7.879940269726338e-05
Position 2328: 7.634695760238993e-05
Position 1227: 6.752318082019428e-05
Position 169: 6.705342381256823e-05
Position 1491: 6.568889937627164e-05
Position 2366: 6.0768306585948826e-05
Position 15852: 5.332547189663688e-05
Position 454: 4.958172716363102e-05
Position 2123: 4.8638085045941715e-05
Position 2253: 4.017791849274322e-05
Position 2372: 3.809708199540002e-05
Position 1330: 3.657597518561778e-05
Position 873: 3.4776020558991345e-05
Position 2359: 3.415772836471875e-05
Position 14305: 3.099142972157901e-05
Position 488: 2.9596485638307857e-05
Position 1779: 2.891687974079944e-05
Position 2174: 2.8201353672969305e-05
Position 3499: 2.3269854712807634e-05
Position 1261: 2.2598419523848738e-05
Position 1527: 2.2493321861232117e-05
Position 14345: 1.6374461329848023e-05
Position 3518: 1.3837869731494972e-05
Position 1760: 1.3230302463879475e-05
Position 1475: 1.0997799538094834e-05
Position 1561: 8.53679838732061e-06
Position 659: 7.596676996750865e-06
Position 870: 7.449116745812092e-06
Position 10888: 7.386024195247893e-06
Position 211: 6.997897123004298e-06
Position 2821: 6.562743727717118e-06
Position 705: 6.342277367149702e-06
Position 2618: 6.297756512396213e-06
Position 2857: 5.4579002079229435e-06
Position 263: 5.454009621451201e-06
Position 14910: 5.084450165810507e-06
Position 2589: 4.854138239610439e-06
Position 14018: 3.2496341840674332e-06
Position 9949: 1.6753557365340022e-06
Position 1132: 7.047115083227911e-07
Position 11877: 6.361159078835783e-07
Position 1415: 5.312157992516957e-07
Position 1302: 5.133213538103527e-07
Position 1438: 4.5857970203355023e-07
Position 1441: 4.300755935450894e-07
Position 927: 4.1239411290467755e-07
Position 2887: 3.6918704052969475e-07
Position 633: 3.534323173067737e-07
Position 638: 3.4614020533847167e-07
Position 1285: 3.422277205780359e-07
Position 256: 3.1588613796727025e-07
Position 443: 3.0457766903240246e-07
Position 1275: 2.703539190207869e-07
Position 463: 2.2948580017658467e-07
Position 726: 2.0179305960476404e-07
Position 1005: 1.971729131819885e-07
Position 503: 1.8285116791610316e-07
Position 3111: 1.7601304803343738e-07
Position 711: 1.675623241560773e-07
Position 395: 1.4374510408176134e-07
Position 608: 1.40635300229096e-07
Position 1612: 7.850307554785049e-08
Position 13103: 4.813443959556893e-08
Position 1504: 3.27412786538448e-08
Position 1511: 2.9864313529133964e-08
Position 3464: 2.739077001514885e-08
Position 613: 8.985683046117476e-09
Position 390: 8.654776456218025e-09
Position 620: 8.327180208174328e-09
Position 422: 8.062948963264326e-09
Position 12456: 6.292239050476176e-09
Position 280: 5.239431858158999e-09
Position 610: 5.108107441472983e-09
Position 1201: 2.283742030747458e-09
Position 270: 2.1555638229142806e-09
Position 274: 1.8220574600560374e-09
Position 457: 1.545633073801554e-09
Position 310: 1.0738808496269997e-09
Position 459: 1.0633231779475977e-09
Position 324: 1.0174930565103768e-09
Position 267: 7.821991481978379e-10
Position 401: 6.313194422363039e-10
Position 436: 5.424287781348945e-10
Position 143: 5.353246910205274e-10
Position 698: 4.735821551687739e-10
Position 15058: 4.730610794843819e-10
Position 430: 9.812880638600952e-11
Position 667: 8.713957194882822e-11
Position 329: 1.6490829452328092e-11
Position 124: 1.539839899861352e-11
Position 109: 1.1369166714335651e-11
Position 97: 1.0521606887288677e-11
Position 140: 6.520542530092773e-12
Position 352: 3.4318681939777642e-12
Position 346: 2.952824104725948e-12
Position 333: 2.151656139614237e-12
Position 75: 1.903927204770115e-12
Position 113: 1.5985938152244229e-12
Position 80: 2.4924212007489214e-13
Position 82: 2.3643877342764335e-13
Position 339: 6.993463500624275e-14
