Gene = Hyls1
Position 506: 0.625004798175348
Position 5577: 0.5993890979281146
Position 5996: 0.4783760164778327
Position 8293: 0.44722443715004073
Position 9542: 0.3678063753603149
Position 6029: 0.22550986886345498
Position 5524: 0.19884721172023673
Position 6445: 0.12446386962036882
Position 9072: 0.09501342127503215
Position 8541: 0.08235133958449793
Position 5542: 0.0723973022079813
Position 3741: 0.06539077668930433
Position 3944: 0.05222318053800805
Position 8920: 0.04877541973928979
Position 282: 0.046426286300867356
Position 9411: 0.02850146440602091
Position 192: 0.02701808766615694
Position 439: 0.02594911467292807
Position 1892: 0.022889892708249877
Position 5912: 0.022145069623670684
Position 5503: 0.020873684118663048
Position 6674: 0.016946991091770867
Position 4580: 0.012682309271614019
Position 950: 0.012127817661677318
Position 6419: 0.011001428294966425
Position 7139: 0.01097104836164155
Position 670: 0.01065310074236537
Position 1447: 0.008464822906930795
Position 1642: 0.007875105600781177
Position 9256: 0.007475789276621922
Position 6670: 0.0063909123872504595
Position 248: 0.00634361176265808
Position 7523: 0.006206978364115972
Position 9225: 0.005303195117887337
Position 4625: 0.004946662449235315
Position 6689: 0.004512326804959666
Position 8418: 0.004250906107558717
Position 8877: 0.004049888019514099
Position 7849: 0.0038698086154203854
Position 343: 0.0038371415631984584
Position 593: 0.0033253014093874754
Position 8571: 0.0031656477366269167
Position 8298: 0.0027358251614689843
Position 644: 0.0026057989072159927
Position 4552: 0.0025314369312499055
Position 8896: 0.002462182941210007
Position 1463: 0.0019942112689762988
Position 7645: 0.001969868916327614
Position 7917: 0.001871103962244563
Position 727: 0.0017042051458309886
Position 1718: 0.0016734091256103056
Position 8238: 0.0015841412541238577
Position 7698: 0.0015765235433855267
Position 8738: 0.0015526419380479755
Position 1767: 0.0014446839266237604
Position 229: 0.001379437835973713
Position 6710: 0.001362053913995647
Position 880: 0.0012876694292737307
Position 8211: 0.0012461883882681482
Position 446: 0.0010640269525153108
Position 8590: 0.0010350384604276037
Position 7586: 0.0010031184676398157
Position 9018: 0.00098587060685826
Position 225: 0.0009787468797737887
Position 7279: 0.0009759807805222609
Position 7214: 0.0009177438644985218
Position 8476: 0.0008129876642798921
Position 1395: 0.0006893660219659626
Position 1212: 0.0006732556529611169
Position 357: 0.000652699319857689
Position 381: 0.000649998865229408
Position 7459: 0.0006176892740703927
Position 7597: 0.0006107766811793896
Position 7492: 0.0006005723057379154
Position 8805: 0.0005951194673079103
Position 563: 0.0005652411309667318
Position 6978: 0.0005490419383934306
Position 1401: 0.0005465328026306908
Position 313: 0.0005377602945700397
Position 1919: 0.0005077575007920102
Position 6481: 0.0003946629182245496
Position 227: 9.379202164393111e-05
Position 521: 9.097962250893048e-05
Position 6389: 9.060238073585377e-05
Position 6454: 8.573246734270353e-05
Position 417: 7.007852434352069e-05
Position 2920: 5.3925926512095055e-05
Position 3561: 4.848011748413764e-05
Position 333: 4.039957458135987e-05
Position 370: 3.373256074273072e-05
Position 165: 2.342738692925039e-05
Position 2626: 2.2408557850848194e-05
Position 6884: 2.1029065807996457e-05
Position 200: 1.9191604641561323e-05
Position 1167: 1.54773689002276e-05
Position 574: 1.0078707808717669e-05
Position 1064: 9.079352579543192e-06
Position 1142: 7.055432614319393e-06
Position 833: 6.933506656679129e-06
Position 1619: 5.399200964760363e-06
Position 535: 5.346274337914877e-06
Position 242: 4.995703504186269e-06
Position 1089: 4.792483990120057e-06
Position 392: 3.865011672604125e-06
Position 167: 3.524178701560899e-06
Position 826: 2.8169730576713667e-06
Position 648: 1.286220544647536e-06
Position 655: 1.1254279719821565e-06
Position 1218: 8.172328906038216e-07
Position 1359: 4.775156487389215e-07
Position 569: 4.491116305235506e-07
Position 411: 3.582669547686577e-07
Position 158: 2.8437181150486144e-07
Position 149: 2.734220867795767e-07
Position 451: 1.3844019220055466e-07
Position 401: 7.357096735457558e-08
Position 884: 5.884220944117397e-08
Position 700: 2.645755619322865e-08
Position 116: 2.088943595063028e-08
Position 958: 3.863541862646919e-10
Position 584: 3.638811910625124e-11
