Gene = 3110040N11Rik
Position 705: 6.59335445207691e-05
Position 805: 6.452839924620713e-05
Position 527: 6.396375040919053e-05
Position 3870: 6.256698902156596e-05
Position 903: 4.389923566494502e-05
Position 23: 3.9561182188921016e-05
Position 86: 3.48652734656588e-05
Position 81: 3.463459109565592e-05
Position 555: 3.147387201505567e-05
Position 530: 2.6764204990528526e-05
Position 669: 2.2752573683660467e-05
Position 3918: 1.9438919613693744e-05
Position 57: 1.9353975036332858e-05
Position 829: 1.5565928284257e-05
Position 753: 1.4223226902003679e-05
Position 145: 1.0426622319766298e-05
Position 83: 1.0206514683399387e-05
Position 866: 8.939554571533227e-06
Position 1059: 4.649627724071769e-06
Position 3406: 2.649395310976589e-06
Position 1748: 2.4329594873593477e-06
Position 3382: 2.3494619696525357e-06
Position 1121: 2.299689512441645e-06
Position 3387: 1.8685339264890004e-06
Position 1707: 1.6843721325377332e-06
Position 1310: 1.2267814771190413e-06
Position 3623: 8.329282665856935e-07
Position 3390: 1.786842533749554e-07
Position 128: 1.364681153917091e-07
Position 140: 1.3291461636504902e-07
Position 1033: 8.733915034791367e-08
Position 2261: 3.6059245312357786e-08
Position 2611: 3.605612571816041e-08
Position 301: 2.6698202596104642e-09
Position 461: 2.3637928829728335e-09
Position 558: 2.0885664813530615e-09
Position 763: 1.0864517250855293e-10
Position 421: 1.0661377813602816e-10
Position 515: 7.863337429681259e-11
Position 552: 5.934518437670399e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3273: 0.9259901970558464
Position 901: 0.8427220504743164
Position 6339: 0.6485494960713383
Position 6662: 0.2017626104680695
Position 7148: 0.1786604101290878
Position 5131: 0.08285541475507206
Position 947: 0.07440434827704302
Position 3309: 0.06787325358603073
Position 2479: 0.06054637300801516
Position 6592: 0.04117953622500222
Position 6896: 0.03913187689867553
Position 4156: 0.0371496165930641
Position 5753: 0.03008027174874177
Position 4054: 0.028802593902929437
Position 4127: 0.028558592618027102
Position 7242: 0.027379117025551073
Position 5997: 0.02723989383290797
Position 6855: 0.024123622377000168
Position 6935: 0.02281727536498512
Position 2026: 0.02170075712637723
Position 6391: 0.020110318446521436
Position 4018: 0.016375265995246854
Position 1834: 0.015467083724142641
Position 4079: 0.014733674323606501
Position 2610: 0.012923099157891544
Position 5256: 0.012348212309190525
Position 7102: 0.01217219640042372
Position 3772: 0.011361953882267696
Position 3979: 0.011167728632169662
Position 4809: 0.010760728521483222
Position 3507: 0.010547739914830085
Position 986: 0.0100309794161105
Position 3084: 0.008827863331603233
Position 2349: 0.008718568723061648
Position 2298: 0.008689652343111252
Position 6921: 0.008578815441761586
Position 6360: 0.007888910230004341
Position 6903: 0.0071826666413474126
Position 2520: 0.0066454193117036564
Position 1613: 0.005454028041493755
Position 4513: 0.005365453305704977
Position 5299: 0.005150568095140279
Position 3999: 0.00496735843917332
Position 2398: 0.004816026571773997
Position 5354: 0.003924229248154031
Position 4793: 0.0032801528648988996
Position 956: 0.0032260289139873495
Position 6850: 0.003072552086608841
Position 4620: 0.003055539847537905
Position 2386: 0.0027014198271364817
Position 6214: 0.0025822197868398465
Position 1150: 0.0024417104841029233
Position 6041: 0.002430137001635818
Position 3961: 0.0024188579525208126
Position 2904: 0.0023951776789012777
Position 7208: 0.00236973485974868
Position 4410: 0.0023644435183562307
Position 2358: 0.002302107441362034
Position 4138: 0.002086830371815141
Position 226: 0.0019867513631101545
Position 2763: 0.001966916591549372
Position 7264: 0.001922311072630309
Position 6089: 0.0019144061913091513
Position 4759: 0.0018212718149628673
Position 2868: 0.0018178576036448732
Position 7125: 0.0017102320049167253
Position 1637: 0.0016921631743587041
Position 3521: 0.0015801254605399327
Position 2882: 0.0015203223838628167
Position 4327: 0.001489942560096195
Position 7062: 0.0014278399557131067
Position 443: 0.0014106166904221257
Position 2372: 0.0013799695492954472
Position 5101: 0.0013551154408547926
Position 5683: 0.0013229229230635577
Position 971: 0.0012361517861371033
Position 7281: 0.0010838257808421811
Position 645: 0.0010130722612223815
Position 2594: 0.0010056097032120539
Position 3190: 0.0010052019280651805
Position 651: 0.0009679229162818582
Position 7189: 0.0008736131341116158
Position 5062: 0.0008316121637029661
Position 2826: 0.0008116831619512235
Position 6706: 0.0007973518064400775
Position 2079: 0.000693656260792801
Position 4510: 0.0006797626471181589
Position 599: 0.0006732487314654576
Position 2876: 0.0006724565875331524
Position 725: 0.0006639926204877622
Position 5082: 0.0006293049466458057
Position 1106: 0.0006241415757027025
Position 6600: 0.0006141684106586999
Position 2979: 0.0006110344679567157
Position 5326: 0.000590674496663716
Position 2315: 0.0005736439158215654
Position 6530: 0.0005692376137136136
Position 5546: 0.0005617524385072022
Position 6396: 0.000538953252144124
Position 6300: 0.0005363937619242081
Position 4253: 0.0005241561986177525
Position 3563: 0.0005186459683462218
Position 1488: 0.0004761498144370339
Position 3913: 0.0004761374784899417
Position 2402: 0.0004628464843764308
Position 1177: 0.00044473965113672054
Position 2072: 0.00043999890685761335
Position 6012: 0.00043079705088808695
Position 2823: 0.0004173980999611827
Position 3362: 0.00041422840778590996
Position 1011: 0.0004095556759450525
Position 1660: 0.00040415712518348997
Position 6929: 0.00039799673535048527
Position 552: 0.00039487260866053386
Position 3481: 0.0003885418530818254
Position 3329: 0.00037916025875056326
Position 3130: 0.0003740657804436307
Position 6623: 0.000368955203544924
Position 4342: 0.0003684189307123595
Position 6956: 0.0003587868840352452
Position 6200: 0.0003528669218734894
Position 1586: 0.00034248197960773277
Position 3117: 0.00034127314262338924
Position 534: 0.00032698797009684594
Position 1858: 0.0003242778642335615
Position 2364: 0.0003118593991417169
Position 1276: 0.00029615503578625237
Position 4638: 0.0002916208068052362
Position 3527: 0.0002820500421069446
Position 3194: 0.000255281505363771
Position 7245: 0.00025457587451017255
Position 2646: 0.00025002648829879775
Position 7274: 0.00023736379948162856
Position 926: 0.000236514900876369
Position 527: 0.00022210269858267975
Position 776: 0.00021922039351762095
Position 3981: 0.00021118554719854103
Position 1878: 0.000210332740509354
Position 4189: 0.00020977570472843583
Position 617: 0.00020236520711707846
Position 2125: 0.0001949583380146992
Position 2032: 0.00018909389340051222
Position 5190: 0.0001845662428754985
Position 6393: 0.00018170698898776192
Position 2058: 0.00017444923088926937
Position 818: 0.00017376927514172152
Position 4661: 0.00017061729139054648
Position 5368: 0.00016151790990274486
Position 3523: 0.00016086042473591503
Position 3917: 0.0001575199801378206
Position 920: 0.00015743537432735192
Position 932: 0.00015590015661705398
Position 593: 0.00015470773854650541
Position 3327: 0.00015388905416994294
Position 340: 0.00014805086494852206
Position 731: 0.00014716174514804384
Position 4466: 0.00014661791780021168
Position 4702: 0.00014194561475102855
Position 2006: 0.00014072739556047326
Position 5017: 0.00013922653573337856
Position 866: 0.00012537992334747336
Position 7290: 0.0001232230304104156
Position 2331: 0.00011136979915415658
Position 2109: 0.00010642109541152737
Position 3323: 0.00010630270480395547
Position 2800: 0.00010055526185751456
Position 3474: 9.198824236742298e-05
Position 4424: 8.947561720914118e-05
Position 6221: 8.152691073091065e-05
Position 3233: 7.8098706359755e-05
Position 512: 7.359071980051295e-05
Position 254: 7.255781936162936e-05
Position 3546: 7.186590893341893e-05
Position 1229: 7.146437326609741e-05
Position 322: 7.009586873608685e-05
Position 708: 6.57134950910119e-05
Position 665: 6.488714306237327e-05
Position 928: 6.233386776767127e-05
Position 6173: 6.140126524517946e-05
Position 679: 4.517591914345917e-05
Position 1153: 4.2060905900703336e-05
Position 1447: 4.105872072064408e-05
Position 1015: 4.090620652232513e-05
Position 185: 3.6489452022619526e-05
Position 3228: 2.3534150163501685e-05
Position 824: 1.5938187656369097e-05
Position 123: 1.585878871585376e-05
Position 686: 1.3560125707029747e-05
Position 3774: 1.19909997082151e-05
Position 727: 1.184238765955523e-05
Position 150: 1.1774513589680324e-05
Position 457: 8.644484544427684e-06
Position 805: 8.411422892993518e-06
Position 392: 8.369529824544224e-06
Position 119: 6.776946323180691e-06
Position 1868: 6.400492943842172e-06
Position 453: 6.277754347907503e-06
Position 2086: 5.8920786334548175e-06
Position 1972: 5.371125562236201e-06
Position 135: 4.992761436661751e-06
Position 265: 4.920187853761448e-06
Position 152: 4.8177631940268475e-06
Position 3150: 4.704721659982802e-06
Position 1900: 4.517174192403473e-06
Position 1887: 4.3457194209859644e-06
Position 3779: 4.143514229693845e-06
Position 662: 3.492360053648947e-06
Position 191: 3.2776565196289668e-06
Position 690: 3.2687120268266575e-06
Position 3551: 3.105508692978169e-06
Position 2043: 2.948882704950452e-06
Position 1663: 2.8445209166833723e-06
Position 1967: 2.838787603305781e-06
Position 2088: 2.6958766028831567e-06
Position 3376: 2.389836116237428e-06
Position 233: 2.286876472496256e-06
Position 128: 1.8713243531707294e-06
Position 3457: 1.8083077180058229e-06
Position 102: 1.5711067159880629e-06
Position 208: 1.4428956404779744e-06
Position 1685: 1.416817625026136e-06
Position 3575: 1.3306321845683207e-06
Position 3791: 1.2752282155135856e-06
Position 106: 8.34179537092175e-07
Position 3862: 7.373142275912907e-07
Position 200: 6.856133292019916e-07
Position 2251: 4.864518111756697e-07
Position 4194: 3.909081075101134e-07
Position 1673: 3.012329741688833e-07
Position 1187: 2.7220352812298384e-07
Position 1028: 2.2474276026868157e-07
Position 1385: 1.4028276000457317e-07
Position 2245: 1.2282132329106772e-07
Position 4097: 3.090136923273898e-08
Position 3438: 1.7350683957728106e-08
