Gene = Cmc1
Position 660: 3.1046603056403887e-07
Position 258: 2.9962979914211207e-07
Position 704: 2.87985654953772e-07
Position 457: 2.659326528393376e-07
Position 328: 1.748178113711556e-07
Position 1191: 7.499328187825245e-08
Position 960: 6.633729217643586e-08
Position 185: 4.440558807144524e-08
Position 106: 3.536414183930732e-08
Position 233: 2.8343882500773542e-08
Position 574: 2.5605139030097884e-08
Position 710: 2.1052322630778076e-08
Position 926: 3.883139171293379e-09
Position 160: 3.1385497280411452e-09
Position 141: 3.560306309609923e-10
Position 332: 3.379676195699305e-11
