Gene = Edc3
Position 4990: 1.6503847821388467e-05
Position 342: 9.486564843987513e-06
Position 513: 6.739356024035411e-06
Position 97: 6.303441875858879e-06
Position 79: 5.219699063104987e-06
Position 63: 5.073681066638592e-06
Position 234: 4.998522346754091e-06
Position 296: 4.1493936575391e-06
Position 298: 3.4614627276246074e-06
Position 67: 3.3775380864585774e-06
Position 626: 3.1209374858493318e-06
Position 747: 2.7793858197854426e-06
Position 294: 2.6151153483355453e-06
Position 468: 2.614298132373404e-06
Position 300: 2.609833436685391e-06
Position 662: 2.557103805238802e-06
Position 642: 2.393787873864238e-06
Position 308: 2.0983203561803655e-06
Position 259: 1.9553747331274663e-06
Position 302: 1.7745017609074907e-06
Position 750: 1.76211443997285e-06
Position 196: 1.6820340548912835e-06
Position 123: 1.4833047631349049e-06
Position 442: 1.412443180131161e-06
Position 128: 1.3257966498717395e-06
Position 616: 1.3236739541804082e-06
Position 115: 1.3139141676037355e-06
Position 304: 1.2917300511050244e-06
Position 180: 9.306870682929792e-07
Position 610: 8.133072781302332e-07
Position 8248: 7.373315865252135e-07
Position 61: 7.352215588821168e-07
Position 322: 6.000032018885156e-07
Position 780: 5.803121754987018e-07
Position 679: 5.623876983572807e-07
Position 607: 5.066680175393546e-07
Position 324: 4.900585883371428e-07
Position 543: 4.2583178731631696e-07
Position 452: 3.6376020980900645e-07
Position 326: 3.5941127617170235e-07
Position 733: 3.5937905288255516e-07
Position 745: 3.3842665843764424e-07
Position 798: 2.5098766145207725e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 18645: 0.9895391433764049
Position 4840: 0.9636173620341488
Position 26064: 0.9019001747838641
Position 7642: 0.5876928292643167
Position 7407: 0.5580543885161422
Position 8670: 0.5103459801560449
Position 3839: 0.4571494432485663
Position 13164: 0.4352064878851562
Position 9622: 0.3875278450717408
Position 19163: 0.32398034987487784
Position 5812: 0.31464478373808125
Position 20750: 0.23578505035754918
Position 8739: 0.2239607838628181
Position 9873: 0.2051474623772787
Position 7645: 0.17569697250144753
Position 10067: 0.153977578757464
Position 7878: 0.13764529770755785
Position 7842: 0.07904284147706256
Position 5998: 0.07795234910210132
Position 5872: 0.0748059224924581
Position 10070: 0.06391180795484715
Position 6798: 0.05825526316834231
Position 3289: 0.04635814813051727
Position 855: 0.04091029177506554
Position 7412: 0.04052746818495657
Position 5786: 0.03821960449876415
Position 9556: 0.029396155866321053
Position 8717: 0.027829647364372077
Position 7771: 0.025874889129642722
Position 5739: 0.024362438221690288
Position 9962: 0.02324449182015869
Position 3331: 0.016114914665125105
Position 2862: 0.015495975906367143
Position 4778: 0.013603244473054683
Position 7808: 0.011262247200444176
Position 5886: 0.010816602180306941
Position 9434: 0.010346355226659715
Position 7343: 0.009666349737727665
Position 5183: 0.009640761658851619
Position 3800: 0.00944594604368342
Position 3065: 0.007944380801227212
Position 9599: 0.007612713533575647
Position 10116: 0.007555922936453342
Position 5535: 0.007353821524113404
Position 8643: 0.006947002647733555
Position 3759: 0.005766270165654544
Position 4781: 0.005713069545279921
Position 9781: 0.005465089304469551
Position 7968: 0.005389438793922322
Position 7023: 0.0052980539928686515
Position 4876: 0.005170532079683704
Position 6952: 0.004810934547459856
Position 4451: 0.004604062982649416
Position 19832: 0.004462671232058551
Position 5232: 0.0043398449876797
Position 3847: 0.0042631235604006674
Position 6867: 0.003764179581369562
Position 21121: 0.0036158098700174897
Position 1783: 0.0033721572049538635
Position 2721: 0.0031832184156440953
Position 9712: 0.003055973964507002
Position 6804: 0.0030512866951762432
Position 3718: 0.003042398514385199
Position 4907: 0.002951834832631301
Position 2687: 0.002202666895756047
Position 841: 0.002130899436903731
Position 4517: 0.0020693475432675833
Position 19474: 0.0019904501959106574
Position 5053: 0.001990077089153464
Position 5384: 0.0019445259777235685
Position 6446: 0.0019311264097368135
Position 15026: 0.0019292080586144414
Position 3304: 0.0019105290535202802
Position 4923: 0.0018467602107366827
Position 8776: 0.0018085547224145552
Position 3379: 0.0017763324521543084
Position 19108: 0.0017195579183065736
Position 830: 0.0015119876024197998
Position 2999: 0.0014812754449912682
Position 5634: 0.001376122487928343
Position 8337: 0.0013240182475228216
Position 5844: 0.0012917028480698616
Position 5676: 0.0011615221127424626
Position 5473: 0.0011211364846747374
Position 1692: 0.001094845923198117
Position 2839: 0.0010846214694756752
Position 3640: 0.0009617515992980277
Position 4539: 0.0009063606360739284
Position 759: 0.0006955074960697343
Position 5131: 0.0006651457801566706
Position 1868: 0.000619217335238532
Position 6461: 0.0005319276901531038
Position 133: 0.0005083231496682308
Position 3425: 0.0005005895063243017
Position 3285: 0.0004937427302760447
Position 1736: 0.0004747786034087566
Position 4037: 0.00046967426046490274
Position 1183: 0.0004531012973458267
Position 3505: 0.00045015257006014725
Position 2702: 0.00038582471037965706
Position 9541: 0.00034786322203602673
Position 4436: 0.00030648404297045205
Position 4455: 0.00029894067797188
Position 2965: 0.00029688822735201025
Position 1818: 0.00029285174666034207
Position 13696: 0.00026664855282015605
Position 138: 0.0002641328177289304
Position 1135: 0.00023643333670635703
Position 16238: 0.0002172214249192168
Position 3336: 0.00019887156922707567
Position 10576: 0.00019654541003671436
Position 12521: 0.00018424893952265442
Position 7424: 0.00018197637921388914
Position 790: 0.0001793690613241193
Position 5496: 0.0001776904616587389
Position 1797: 0.00016299542261896053
Position 5852: 0.00016184198202693928
Position 5188: 0.00015475881147151367
Position 1221: 0.0001306805638399363
Position 5921: 0.00012855486627580534
Position 4732: 0.00011809381079796177
Position 5192: 0.00010100596224887818
Position 5509: 9.293726333523144e-05
Position 3067: 8.6143723856844e-05
Position 1072: 8.170270654866004e-05
Position 5448: 8.03171530856895e-05
Position 5011: 7.547150523716753e-05
Position 15828: 6.223760777189755e-05
Position 2629: 5.5708696515028246e-05
Position 8136: 5.49133951474199e-05
Position 8974: 4.7511344914431834e-05
Position 11087: 4.474792437688848e-05
Position 13412: 4.395525929143167e-05
Position 12442: 3.938917455458881e-05
Position 13645: 3.620303006539315e-05
Position 11151: 3.1726190148922684e-05
Position 11601: 2.4346718059910757e-05
Position 733: 2.418456535781038e-05
Position 238: 1.0025365349840865e-05
Position 8170: 9.499980624419117e-06
Position 2766: 7.041293003158089e-06
Position 10500: 6.264137413556696e-06
Position 11532: 6.11602696223387e-06
Position 3612: 5.4668648303725435e-06
Position 9169: 5.247167276739605e-06
Position 8274: 4.357157543845517e-06
Position 5205: 2.996818648316517e-06
Position 1571: 2.9088951055930947e-06
Position 9009: 1.6383831076422647e-06
Position 8911: 1.3254107391928516e-06
Position 1707: 8.734102761696826e-07
Position 2669: 4.790337513261284e-07
Position 111: 2.5868882350124436e-07
Position 7884: 1.696252040934064e-07
Position 5026: 1.6559992446225524e-08
