Gene = Snorc
Position 4217: 0.0017329196987545988
Position 218: 0.001646485479825249
Position 1688: 0.0014869571725843256
Position 5084: 0.0014355168119426767
Position 3805: 0.0013607833521511847
Position 5072: 0.0012920301391780116
Position 1129: 0.001124746864456636
Position 851: 0.0010384928076420412
Position 3158: 0.0010249911464428076
Position 4244: 0.001023174399416454
Position 2057: 0.0010138128126272608
Position 1028: 0.0009063032580517665
Position 829: 0.0008798862395565679
Position 1568: 0.0008544974445733969
Position 261: 0.0006542581602848608
Position 4091: 0.0005436768297359823
Position 3830: 0.0005040874369024344
Position 420: 0.000398440969681157
Position 1136: 0.00038918263413398807
Position 1080: 0.00034781969621666854
Position 248: 0.0002094532710494509
Position 1101: 0.00020143597610689903
Position 986: 0.00020085083617238803
Position 1699: 0.0002007017479610228
Position 1740: 0.00020030161427686947
Position 874: 0.00016536827357895232
Position 1737: 0.00013480876673426184
Position 877: 0.0001275619003248965
Position 2750: 0.0001074846838873172
Position 1118: 0.00010463545236293513
Position 3283: 9.345620491623103e-05
Position 1467: 7.052276214747465e-05
Position 2723: 5.954624284218335e-05
Position 1356: 5.936374145335058e-05
Position 1273: 5.824445060524426e-05
Position 1775: 5.6539537138292336e-05
Position 3197: 5.409559497953958e-05
Position 235: 5.353543598720629e-05
Position 1892: 4.933067657525257e-05
Position 1243: 4.6707466309230126e-05
Position 302: 3.4684422547565455e-05
Position 368: 2.517291285294004e-05
Position 1210: 2.3205205298955332e-05
Position 279: 2.133365561507367e-05
Position 704: 1.9452422030226222e-05
Position 1070: 1.882499556094551e-05
Position 1264: 1.718447517200165e-05
Position 964: 1.697236673999433e-05
Position 570: 1.3158162231153152e-05
Position 1341: 1.1785173470000922e-05
Position 455: 6.956309009950392e-06
Position 1156: 5.081076339675994e-06
Position 759: 4.8384808242950786e-06
Position 331: 4.706227922514748e-06
Position 1147: 4.62620804543148e-06
Position 856: 4.6020220870624495e-06
Position 334: 4.012493311512051e-06
Position 614: 3.568080768454331e-06
Position 448: 2.942857375385442e-06
Position 882: 5.889459848947048e-07
Position 328: 3.131851954407895e-07
Position 355: 2.979914721801272e-07
Position 2671: 8.71605929146362e-08
Position 682: 8.153105404239775e-08
Position 585: 3.641098086172374e-08
Position 140: 1.8638263564571655e-08
Position 859: 1.685933369071281e-08
Position 770: 9.26008397491767e-09
Position 472: 7.385840326950027e-09
Position 643: 7.237884625962158e-09
Position 431: 6.865639801154023e-09
Position 465: 6.845510788806566e-09
Position 709: 6.3753456015683445e-09
Position 478: 5.705395396281097e-09
Position 506: 5.180169089149547e-09
Position 184: 4.433122810906491e-09
Position 314: 8.025118532629543e-11
Position 486: 8.25358010437172e-12
Position 493: 7.097362984771393e-12
Position 515: 5.231897833562251e-12
Position 310: 1.6032553034030054e-12
