Gene = Mfsd13b
Position 6: 1.1748725847740655e-06
Position 482: 9.197851682560692e-07
Position 43: 1.3430338475400303e-07
Position 333: 4.3149916505536685e-08
Position 850: 1.3329257070522701e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 16391: 0.8919562166402739
Position 17585: 0.8087319471685293
Position 9278: 0.7958161067466925
Position 6450: 0.6955307560748881
Position 12473: 0.5640517333939764
Position 3884: 0.5324320228620664
Position 23083: 0.4259292605901194
Position 2494: 0.26501136120656904
Position 20398: 0.20480999618384313
Position 6531: 0.1701869377490371
Position 12870: 0.16436713132991904
Position 15661: 0.13987141214152646
Position 1251: 0.13150423678537881
Position 9364: 0.1155220683720208
Position 21083: 0.09025253360507324
Position 21877: 0.08843098044218752
Position 5671: 0.07292446044366646
Position 983: 0.07069412834958394
Position 1049: 0.05121156683429652
Position 2507: 0.030466727242872912
Position 3950: 0.028301268485279526
Position 10694: 0.02618889906506136
Position 1205: 0.022044710669219765
Position 18500: 0.02120523609261142
Position 18585: 0.020451906341650367
Position 12886: 0.018679389534178508
Position 1000: 0.01805481649723408
Position 12946: 0.0162571439055765
Position 17291: 0.015931911243492428
Position 3772: 0.015680317211805465
Position 3676: 0.013505438016115914
Position 1035: 0.01030062551068148
Position 16696: 0.009716480121655097
Position 3693: 0.009217363113578132
Position 1140: 0.007970440829605527
Position 11513: 0.007593959567901695
Position 2194: 0.006561552334527319
Position 11618: 0.006510743763910888
Position 2161: 0.005660636317599996
Position 2811: 0.005425825893064582
Position 763: 0.005280742143089361
Position 3289: 0.004965155335997031
Position 9106: 0.004661496268121063
Position 16776: 0.004540511968036084
Position 2855: 0.003936871876816178
Position 877: 0.0033858774797433677
Position 2807: 0.003237231501768573
Position 18812: 0.00322793978912211
Position 13181: 0.002833599413183327
Position 3843: 0.002831283848527101
Position 18167: 0.0024258812500880067
Position 16756: 0.002374807560239574
Position 2301: 0.0021894868599699204
Position 3093: 0.001544250772803376
Position 525: 0.0013101968333893643
Position 3811: 0.0012451297011752606
Position 3752: 0.0008859060028748038
Position 3433: 0.0007168351243376456
Position 2032: 0.0006498557719685642
Position 1183: 0.0004492907918055828
Position 1054: 0.0004420406672325129
Position 9892: 0.00037892259209264164
Position 825: 0.0003346881957846852
Position 1188: 0.0003003188333913473
Position 9731: 0.00025617951634560423
Position 8210: 0.000248656262642952
Position 12217: 0.00023900879999942578
Position 10402: 0.00023823308794244225
Position 1291: 0.00020256789604826755
Position 10495: 0.0001447709083893041
Position 1584: 0.00011312198892334464
Position 2168: 0.00010736527938362332
Position 7688: 8.251383575601453e-05
Position 8678: 7.026679362245212e-05
Position 8094: 5.879236960458718e-05
Position 11185: 5.876293367092439e-05
Position 848: 4.1781772033082834e-05
Position 1628: 3.7644983443036534e-05
Position 932: 3.1829561234208565e-05
Position 4958: 3.092998537216917e-05
Position 857: 2.945684721056165e-05
Position 8530: 2.918776478159207e-05
Position 537: 2.7463026085829627e-05
Position 261: 2.500759788440812e-05
Position 1094: 2.440942257741712e-05
Position 719: 2.432334557389237e-05
Position 583: 2.412693695259395e-05
Position 7932: 2.1202090162498335e-05
Position 5153: 2.0634198503123247e-05
Position 788: 2.035230936396062e-05
Position 1358: 1.7648886928937525e-05
Position 7258: 1.6564657108969037e-05
Position 592: 1.6015118465025545e-05
Position 9580: 1.587712008069604e-05
Position 1155: 1.563659463729544e-05
Position 1161: 1.541363818266111e-05
Position 9401: 1.5346673049128693e-05
Position 8893: 1.1883343869061584e-05
Position 1207: 9.941736329081814e-06
Position 6782: 8.683388974737643e-06
Position 316: 8.39462326563484e-06
Position 6658: 6.774709393575286e-06
Position 389: 6.021911886255519e-06
Position 733: 5.6998018989416405e-06
Position 831: 5.6187581642640055e-06
Position 710: 2.938524326998579e-06
Position 746: 2.584352454374189e-06
Position 954: 2.544572649585877e-06
Position 286: 1.841387628752157e-06
Position 3528: 1.8395912278880647e-06
Position 5076: 1.2500205960241513e-06
Position 544: 1.225498792602475e-06
Position 3293: 4.7030888342201114e-07
Position 1421: 3.2006191144671477e-07
Position 2826: 3.041672967074866e-07
Position 722: 2.7608524748603375e-07
Position 880: 2.4095691536504e-07
Position 890: 2.3044524276714128e-07
Position 911: 1.5381262880684142e-07
Position 558: 1.0351701980905048e-07
Position 443: 9.627292564005646e-08
Position 397: 8.072005691813726e-08
Position 470: 4.936647662249629e-08
Position 2425: 4.3055990361562137e-08
Position 2447: 3.325863144991649e-08
Position 377: 8.637351508347847e-11
Position 657: 6.354099923384049e-11
Position 648: 5.015304820619538e-11
Position 247: 3.942262050891542e-11
Position 594: 3.8280587854830674e-11
Position 605: 3.4744153107101634e-11
Position 177: 3.0874880697676174e-11
