Gene = Kptn
Position 435: 0.00010867483639945513
Position 7152: 8.77562495196748e-05
Position 470: 7.970034623772553e-05
Position 496: 7.24185218255473e-05
Position 421: 6.66590080275974e-05
Position 483: 6.17964542304913e-05
Position 5050: 5.835151643248652e-05
Position 557: 5.457814713730109e-05
Position 5029: 5.29891606841415e-05
Position 552: 5.277661403542797e-05
Position 4184: 4.9000260412164975e-05
Position 428: 4.672012822009423e-05
Position 605: 3.7445940215177054e-05
Position 503: 2.9326285409384955e-05
Position 826: 2.8796827446593618e-05
Position 877: 2.0057597461224457e-05
Position 3212: 1.9158476238491546e-05
Position 397: 1.5252810648100314e-05
Position 6370: 1.3151533687761742e-05
Position 262: 1.2348963167568755e-05
Position 7274: 1.1222380224377865e-05
Position 6059: 9.420457970924824e-06
Position 941: 7.818614026731138e-06
Position 6339: 7.704713522409501e-06
Position 6077: 7.413255206703376e-06
Position 3638: 7.0980991396205145e-06
Position 831: 6.924788685416167e-06
Position 85: 6.345105620683899e-06
Position 6112: 5.5726943105099536e-06
Position 1157: 4.670437524373391e-06
Position 4555: 4.3920594360590235e-06
Position 467: 2.524791536414905e-06
Position 175: 2.40736561202667e-06
Position 6508: 1.6907369235637063e-06
Position 1030: 1.5959526384121222e-06
Position 1034: 1.5108872370300974e-06
Position 7237: 1.3921301776961388e-06
Position 6011: 1.3881208659113237e-06
Position 879: 1.2467678102142436e-06
Position 6082: 1.2172590755834004e-06
Position 1260: 1.2010069153728233e-06
Position 906: 1.0044700840051086e-06
Position 1136: 8.725368452712514e-07
Position 4107: 8.018718081401298e-07
Position 87: 7.509306393905347e-07
Position 4190: 6.794844065439735e-07
Position 1080: 4.967101481758353e-07
Position 180: 3.7432185395203484e-07
Position 916: 2.937904964562396e-07
Position 264: 2.1489532778258013e-07
Position 6085: 2.0005780253003484e-07
Position 343: 1.2865779133644926e-07
Position 72: 7.918733548432054e-12
Position 320: 4.234942457532873e-13
Position 334: 1.2780442392592135e-13
Position 322: 9.779939508192696e-15
