Gene = Atp5f1
Position 4253: 0.0005886893114989535
Position 166: 0.0005741586018228819
Position 13313: 0.0005435656060517656
Position 6326: 0.0005179046402568841
Position 654: 0.00043361349962582006
Position 590: 0.00030589718514549254
Position 17251: 0.00030035304375584097
Position 595: 0.00016109117793457732
Position 652: 0.00014861880087932758
Position 961: 0.000140894254382352
Position 26: 0.00013837737161732884
Position 686: 0.000121044078151708
Position 870: 0.00010210328188259116
Position 924: 9.328152829089033e-05
Position 709: 7.703408834589228e-05
Position 927: 7.19644002802486e-05
Position 986: 3.788916723065448e-05
Position 176: 3.6579929471491306e-05
Position 1438: 3.301183916865722e-05
Position 593: 2.914428100305074e-05
Position 1025: 2.0716063965488223e-05
Position 413: 2.0309691119588538e-05
Position 2513: 1.4032181897849548e-05
Position 1627: 1.3608407282561076e-05
Position 193: 1.1667063536050409e-05
Position 705: 8.228724572858876e-06
Position 8545: 6.562369546730045e-06
Position 8513: 4.908991870820976e-06
Position 431: 3.841558570567077e-06
Position 1336: 3.819196980643367e-06
Position 1308: 3.297208983791374e-06
Position 1410: 3.163652794747415e-06
Position 8500: 1.3902186233487842e-06
Position 55: 9.77680036867543e-07
Position 254: 2.312261675023193e-07
Position 220: 1.7081900250898636e-07
Position 502: 6.267813667201725e-09
Position 232: 6.588237537030046e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 17035: 0.9809235568306999
Position 8382: 0.9540242948798527
Position 5917: 0.8100259539934873
Position 16232: 0.8045580667983022
Position 4057: 0.6218972071391846
Position 756: 0.4474041343647895
Position 4089: 0.3549453844732406
Position 857: 0.21948211397076448
Position 12390: 0.1582877159043989
Position 16500: 0.1397543410513682
Position 2320: 0.13939691760749895
Position 2062: 0.12466764003456063
Position 5566: 0.1238286419263454
Position 2186: 0.08713088085499816
Position 13723: 0.08576425451953217
Position 1056: 0.07322328950833966
Position 11305: 0.0661285872435159
Position 723: 0.06339199136461054
Position 13807: 0.04715214682899659
Position 7182: 0.042647707307445555
Position 2557: 0.03380730046099351
Position 5525: 0.03353428678897108
Position 11186: 0.020013993925733876
Position 1200: 0.019760706069288383
Position 16256: 0.01737061947463579
Position 1516: 0.016681051763693406
Position 8345: 0.015493469693151107
Position 1543: 0.014965023842383861
Position 3496: 0.013071816569423233
Position 2604: 0.012784233243970603
Position 7127: 0.01272189748691281
Position 908: 0.012152314101156053
Position 695: 0.0120533896686786
Position 3654: 0.01201715416881456
Position 4067: 0.010991774515643286
Position 13784: 0.010672790239374057
Position 8401: 0.010082198549476009
Position 5965: 0.00959138195576297
Position 5616: 0.008405601760862193
Position 8167: 0.007874097877530678
Position 948: 0.0062577918280387786
Position 5986: 0.006184639047317347
Position 4502: 0.006010901890260952
Position 821: 0.0054354069349414
Position 8299: 0.005390875642249908
Position 1106: 0.005332542497643211
Position 5743: 0.004999075813398775
Position 11310: 0.004726264566654927
Position 7235: 0.004504780897158412
Position 232: 0.004451595392945996
Position 7873: 0.004306832277752389
Position 16477: 0.004296690360295744
Position 6314: 0.004237114945403389
Position 1098: 0.004004146942858483
Position 16331: 0.003790036842394629
Position 1070: 0.0036490789742960406
Position 7667: 0.003390976815165618
Position 14970: 0.003296291903774504
Position 8404: 0.003026522907998563
Position 8747: 0.002876388649547632
Position 264: 0.00267672271091174
Position 540: 0.002576759240001849
Position 2278: 0.002408224799074973
Position 2571: 0.002284492090840797
Position 12473: 0.002037840286851562
Position 2322: 0.001967628803333317
Position 11459: 0.0018422305926690918
Position 11343: 0.001752788366658271
Position 3631: 0.0016803807489359566
Position 6885: 0.00138129605074493
Position 5014: 0.0013154440948895654
Position 5219: 0.0012941487490587414
Position 876: 0.00129131191786513
Position 13004: 0.0012233408878546304
Position 5593: 0.0012146097381825773
Position 213: 0.0011800911096058575
Position 4338: 0.0010862086368096245
Position 2654: 0.0010740262381964622
Position 5621: 0.0009436746377100638
Position 2607: 0.0009258671270065327
Position 12428: 0.0008672623711967408
Position 8436: 0.0008671195179463158
Position 6007: 0.0007783241116677602
Position 2001: 0.0006807107650802159
Position 1146: 0.000670258447022783
Position 11488: 0.0006431785024338112
Position 279: 0.000636619578434982
Position 9583: 0.0006305013384647517
Position 9753: 0.0006268916180245467
Position 667: 0.0006141459331049405
Position 7976: 0.0005875622982244129
Position 6113: 0.0005823958164495881
Position 5668: 0.0005574174895922805
Position 2327: 0.0005113539443152844
Position 5529: 0.0004978504844621453
Position 4399: 0.0004702133205616787
Position 6374: 0.00045141359797856386
Position 6391: 0.00044881147644029837
Position 1423: 0.00042376517208231096
Position 9909: 0.00039675015682631693
Position 5411: 0.00035779413051978805
Position 3441: 0.00030978440167872686
Position 17372: 0.00030035304375584064
Position 7185: 0.00028583940006701275
Position 15738: 0.00026655385325590126
Position 9554: 0.0002340612356091609
Position 14248: 0.00022883935248977196
Position 90: 0.0002180368457776204
Position 9758: 0.0002153599888739318
Position 4478: 0.00020952527114418337
Position 2531: 0.00020051955664759973
Position 1230: 0.0001872311366776101
Position 14794: 0.00015536722093108864
Position 12879: 0.00013450079202137295
Position 11832: 0.00012074847526251483
Position 1822: 0.00011850071002060181
Position 71: 0.00010769863534625729
Position 244: 0.00010510479532896476
Position 5228: 9.934060368840267e-05
Position 370: 8.790444918701644e-05
Position 380: 8.378475226872048e-05
Position 10345: 8.005314364328253e-05
Position 763: 7.825598866968052e-05
Position 13392: 7.681858236650418e-05
Position 10263: 7.46883906312177e-05
Position 418: 7.220622124010088e-05
Position 9782: 7.179198230468714e-05
Position 403: 7.142915165386457e-05
Position 259: 6.436277358431816e-05
Position 1276: 6.085866989456894e-05
Position 799: 5.997582278847734e-05
Position 1116: 5.940277721774666e-05
Position 1984: 5.4651772788932566e-05
Position 15666: 5.358238724843782e-05
Position 1879: 4.675342555287116e-05
Position 578: 4.4949518505195396e-05
Position 15485: 4.412710876075613e-05
Position 461: 4.1207065613253404e-05
Position 10691: 3.780165927152386e-05
Position 14844: 3.326175883225778e-05
Position 1021: 3.059402106107489e-05
Position 623: 2.9664387919078322e-05
Position 778: 2.635862236186977e-05
Position 273: 2.540281020686793e-05
Position 1236: 2.3895643486954867e-05
Position 1080: 2.378794971406817e-05
Position 106: 2.0182454193831065e-05
Position 117: 1.9686650694271455e-05
Position 5791: 1.704670628595811e-05
Position 10191: 1.7020341997415708e-05
Position 496: 1.6932860375858306e-05
Position 12136: 1.5107990467558847e-05
Position 546: 1.4773767204233747e-05
Position 1214: 1.4186774499020853e-05
Position 9217: 1.395625377185601e-05
Position 1030: 1.3203053754857906e-05
Position 357: 1.1621660102001247e-05
Position 287: 1.1578215088798675e-05
Position 13080: 1.1284665748231167e-05
Position 9786: 1.0518840446132197e-05
Position 320: 9.813716244816778e-06
Position 12749: 9.740169892883688e-06
Position 8899: 7.737100123053576e-06
Position 8629: 7.080177114213147e-06
Position 1312: 7.0783264495592325e-06
Position 830: 6.3627212446802366e-06
Position 10586: 5.809221251762886e-06
Position 2528: 3.5289402567911878e-06
Position 103: 3.1843900003427494e-06
Position 491: 2.917341499723521e-06
Position 298: 2.915180121688059e-06
Position 10453: 2.8647473178969184e-06
Position 8855: 2.857520255329765e-06
Position 301: 2.8154977050948364e-06
Position 10553: 2.662970971568592e-06
Position 9109: 2.6444841991833994e-06
Position 328: 2.5896454440055356e-06
Position 8656: 2.3947443098208887e-06
Position 793: 2.3458906801720687e-06
Position 8866: 2.2594738200812555e-06
Position 9942: 2.0795935736151092e-06
Position 124: 2.02211240758821e-06
Position 92: 1.8260272187127886e-06
Position 1013: 1.2676235953335212e-06
Position 6775: 1.179759767631241e-06
Position 8914: 1.001004597080819e-06
Position 135: 8.891505708780919e-07
Position 7822: 6.223634226485658e-07
Position 2635: 3.942969837390494e-07
Position 336: 3.56401140220709e-07
Position 180: 3.0976315064022687e-07
Position 8198: 2.8664479182432187e-07
Position 187: 1.606375249296828e-07
Position 9588: 9.098652808507562e-08
Position 1000: 3.151072920186527e-08
Position 993: 2.8889105197587344e-08
Position 499: 1.964156349789092e-09
Position 138: 5.57907110261728e-10
Position 330: 4.513298230754311e-10
Position 166: 4.1745026565926857e-10
