Gene = Iqcf3
Position 1501: 1.71379905894816e-06
Position 348: 1.5762269738172552e-06
Position 1447: 1.422956513107329e-06
Position 255: 1.0395652755069017e-06
Position 197: 9.458425549716125e-07
Position 590: 4.4951314920055765e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 9071: 0.7224043949205363
Position 2437: 0.6151727986408063
Position 4416: 0.4587728400935168
Position 827: 0.42025818475324656
Position 7222: 0.39462128265347624
Position 851: 0.2717916206077209
Position 3013: 0.262603861161019
Position 2986: 0.23904695567949552
Position 12568: 0.23753143550498776
Position 10948: 0.2272420644105283
Position 10007: 0.2169361988806792
Position 239: 0.197859699702678
Position 4604: 0.18081206575112582
Position 7460: 0.17867274807711467
Position 10530: 0.1333578655543182
Position 382: 0.06169057237626134
Position 6293: 0.058002434416544804
Position 1383: 0.05023408684533087
Position 4442: 0.04896132802361447
Position 385: 0.034893615502384984
Position 13544: 0.03077078919403573
Position 4637: 0.0256805082680238
Position 12410: 0.024965266636285337
Position 1677: 0.024535615787861145
Position 429: 0.023183987738210444
Position 1187: 0.022840743685733148
Position 3031: 0.021504905686867734
Position 7837: 0.02094820454764597
Position 610: 0.016598476600444844
Position 694: 0.0142144702615338
Position 6310: 0.012925940226007588
Position 2508: 0.01056681321829399
Position 4577: 0.008866022148313476
Position 1408: 0.00823682018695573
Position 2117: 0.007791183453730855
Position 9727: 0.006433664382937814
Position 5830: 0.006417981719952657
Position 1962: 0.006168296171143094
Position 1142: 0.0048666702082684485
Position 2991: 0.0034317819134822916
Position 4641: 0.003387906503036479
Position 2827: 0.003143428611282268
Position 6527: 0.0029924980038849797
Position 569: 0.0029414530390346736
Position 6485: 0.00287253506831776
Position 2230: 0.0025940664625830707
Position 1156: 0.0025335708987306526
Position 629: 0.002262245213238933
Position 351: 0.0021361318295507925
Position 2049: 0.00184924909709609
Position 8580: 0.0017725203751946588
Position 714: 0.0017119298280310448
Position 1880: 0.0014240235229671075
Position 573: 0.0012879317377613418
Position 1103: 0.001194891366187402
Position 551: 0.0010610818177496752
Position 1511: 0.0009455734767796444
Position 1169: 0.0009123457409559562
Position 1210: 0.000676053334875157
Position 1852: 0.0006328777029255162
Position 1549: 0.0004988002140708361
Position 445: 0.0004987470801640724
Position 287: 0.00041530437605222876
Position 6083: 0.0004110345888786699
Position 652: 0.00028970252933588467
Position 342: 0.00026485754055815625
Position 4025: 0.00023721632621434915
Position 452: 0.0002049602876697475
Position 696: 0.00016172795451526296
Position 548: 0.00015050627194485632
Position 699: 0.00014690745243137383
Position 586: 0.00012867582173013164
Position 621: 0.00011699678613586844
Position 477: 7.447169843586043e-05
Position 962: 6.137567661162186e-05
Position 876: 5.740025521047555e-05
Position 804: 4.876097148258948e-05
Position 879: 4.285245574827556e-05
Position 180: 4.054598236666038e-05
Position 322: 3.686179068838633e-05
Position 146: 3.560830255453975e-05
Position 677: 3.267799473597515e-05
Position 531: 3.080764945670924e-05
Position 291: 3.050136339579244e-05
Position 160: 2.5580530604510496e-05
Position 988: 2.353222966532257e-05
Position 580: 2.194204266376218e-05
Position 359: 2.0980475914102136e-05
Position 255: 1.9128669827341715e-05
Position 263: 1.7227794267257494e-05
Position 639: 1.7141632588228345e-05
Position 1350: 1.649373354415534e-05
Position 859: 1.2318786142087664e-05
Position 992: 1.0520227072467963e-05
Position 869: 1.025592101669279e-05
Position 522: 1.0004412680722958e-05
Position 1249: 6.848210422644995e-06
Position 319: 6.202415791574644e-06
Position 157: 3.5134563275876558e-06
Position 481: 2.675268216871713e-06
Position 302: 2.3898448337546376e-06
Position 134: 1.5663641690777338e-06
Position 737: 1.121364086097609e-06
Position 717: 8.908798773181847e-07
Position 976: 1.413336491209198e-07
Position 754: 1.0050673386571222e-07
Position 174: 4.934591566186606e-08
Position 267: 3.04707950354438e-08
Position 169: 9.918490414302592e-09
Position 722: 5.449118038889224e-10
Position 474: 2.1899046486521647e-10
Position 456: 1.0382917124971904e-10
Position 461: 9.512279938888622e-11
