Gene = Mei4
Position 732: 5.658490333398733e-06
Position 475: 5.477301646488742e-06
Position 230: 4.7227494692845195e-06
Position 718: 3.8201044447672785e-06
Position 114: 3.2931494869992727e-06
Position 701: 3.165748186458802e-06
Position 264: 3.0651774808849757e-06
Position 366: 2.856178355563163e-06
Position 181: 2.6157172082681346e-06
Position 1622: 2.3638784780501067e-06
Position 519: 2.320302271598538e-06
Position 1528: 2.227691154228959e-06
Position 1240: 2.1219817814995513e-06
Position 223: 1.9617968820388343e-06
Position 144: 1.8672731416805835e-06
Position 1352: 1.4980166943760497e-06
Position 1159: 8.360707062197912e-07
Position 164: 2.9429512728957334e-07
Position 351: 1.0977653581858504e-07
Position 510: 6.77878895633466e-08
Position 344: 6.687822378353078e-08
Position 533: 5.9294458469590283e-08
Position 501: 4.639874044860445e-08
Position 339: 3.010802074029875e-08
Position 337: 2.9907314941967055e-08
Position 213: 2.3227185909550146e-08
Position 142: 1.921463738725864e-08
Position 557: 1.6567903354343146e-08
Position 370: 1.6234627515723438e-08
Position 349: 9.17653084922081e-09
Position 15: 3.125675880491896e-09
Position 940: 5.52486124274473e-10
Position 424: 3.686742051432467e-12
Position 450: 3.0829791155909802e-12
Position 503: 1.974454022268069e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5842: 0.8185576868334102
Position 9608: 0.5415725542218975
Position 6121: 0.30367401084128837
Position 12909: 0.28146046548207726
Position 8505: 0.15659926688614803
Position 8296: 0.14625548123577575
Position 1668: 0.11525970163256838
Position 1794: 0.0982350014161288
Position 6079: 0.0944018926633142
Position 11719: 0.08846390581969928
Position 6365: 0.08550353177729685
Position 12220: 0.08540779535270801
Position 9158: 0.07139853141189982
Position 4072: 0.044080851604214655
Position 10514: 0.036337833972864796
Position 9322: 0.02712302215517274
Position 4134: 0.02397154160203382
Position 13794: 0.01783403202082413
Position 11339: 0.016833906208931118
Position 1527: 0.016368354093687244
Position 6047: 0.014829541641453592
Position 1591: 0.014105485444319653
Position 14711: 0.012931538110886466
Position 6091: 0.012724935730536844
Position 6411: 0.01261283094976017
Position 953: 0.011230387757170723
Position 5784: 0.008630684371573438
Position 10423: 0.008459649461937075
Position 9356: 0.00840826885456791
Position 2142: 0.007828106030651774
Position 13650: 0.007434435484956265
Position 1676: 0.007311356924553601
Position 6126: 0.0067436098492911385
Position 1765: 0.006485318364447452
Position 1747: 0.00539815124970719
Position 3241: 0.004922210665392015
Position 9925: 0.004892607264427363
Position 5418: 0.004787321640936763
Position 3076: 0.004130207601448448
Position 1789: 0.004078209307854789
Position 12516: 0.0038973058030918827
Position 7270: 0.0033682702560180852
Position 9798: 0.0030387005895558122
Position 364: 0.0026376739384140913
Position 443: 0.00246269953367537
Position 9964: 0.0023525962935906004
Position 1502: 0.002150194455915392
Position 8239: 0.001963897610475552
Position 6490: 0.0018835769557636333
Position 1800: 0.001864123936244724
Position 1616: 0.001847689013170837
Position 6997: 0.0017103307559828648
Position 5247: 0.001700233643444969
Position 597: 0.0016925581299572718
Position 7306: 0.0016744280503848095
Position 9294: 0.0015539725902125965
Position 7671: 0.0014616794885784102
Position 8006: 0.0012345482054214225
Position 2884: 0.0011903094011249716
Position 978: 0.0011582269523359033
Position 6648: 0.001058046089661472
Position 3148: 0.0010185060703864573
Position 625: 0.0008751897637172857
Position 8377: 0.0008683131419844926
Position 2037: 0.0008040552427932783
Position 1564: 0.0007641181053679828
Position 4731: 0.0007605504067811621
Position 6971: 0.0007580194193893312
Position 5158: 0.0007302577136611369
Position 7428: 0.0005385353198272272
Position 6598: 0.0004978159482070553
Position 8353: 0.00047365162243397465
Position 8545: 0.00047050674822373084
Position 4604: 0.0004543756292364336
Position 1682: 0.0004275704447184109
Position 1830: 0.00039645810480784305
Position 2320: 0.00039166069015912375
Position 4138: 0.0003466467493987403
Position 1692: 0.0003325854180677337
Position 475: 0.00033057081325418755
Position 3247: 0.00030628159629010257
Position 1539: 0.0002964138657072493
Position 1847: 0.00028256644727429295
Position 934: 0.0002810431740050535
Position 603: 0.0002430336203024414
Position 1227: 0.00024040650329631435
Position 939: 0.00023401273510426811
Position 1142: 0.00017097595802078363
Position 6523: 0.00015727641829820407
Position 1444: 0.00013599459559410375
Position 471: 0.00011945991925163988
Position 840: 0.00011898022582244092
Position 3031: 8.625584018215023e-05
Position 392: 8.350865314191963e-05
Position 553: 7.797546689312922e-05
Position 2093: 4.80559467665575e-05
Position 1281: 3.880675320325677e-05
Position 2019: 3.675804370856136e-05
Position 2041: 3.584806449233263e-05
Position 783: 2.8810081572600956e-05
Position 1252: 2.7966217774143692e-05
Position 3716: 2.790638222099041e-05
Position 3615: 2.604819230449283e-05
Position 1003: 1.5395970544697023e-05
Position 2395: 1.3619591881498016e-05
Position 571: 1.3009715665173602e-05
Position 1177: 1.1662821436033817e-05
Position 1305: 9.372814469085116e-06
Position 422: 9.21730653572724e-06
Position 3325: 6.783318004506393e-06
Position 575: 6.238565791468786e-06
Position 519: 5.151078327398074e-06
Position 577: 4.321120352192629e-06
Position 599: 3.946112044875683e-06
Position 394: 3.7483310164554827e-06
Position 1477: 3.529091867911814e-06
Position 811: 2.7235880792777185e-06
Position 366: 2.0208673209070122e-06
Position 417: 1.7490304780607692e-06
Position 497: 1.6870221529443384e-06
Position 1386: 9.010829494287117e-07
Position 296: 6.92130295202184e-07
Position 1383: 3.7822947262192365e-08
Position 863: 6.191005685767197e-09
Position 802: 5.638264557395829e-09
