Gene = Ibsp
Position 94: 3.2320644921459394e-06
Position 547: 3.2044526153263535e-06
Position 3590: 3.1775755244008245e-06
Position 283: 3.09013551361558e-06
Position 3044: 2.7560884721486266e-06
Position 328: 2.630937870364538e-06
Position 789: 1.8835629826675118e-06
Position 755: 1.8406777596173465e-06
Position 724: 1.8039719889751675e-06
Position 4438: 1.452762902747989e-06
Position 3970: 7.643491673699198e-07
Position 3567: 4.260567104283648e-07
Position 226: 4.218122676857722e-07
Position 3630: 4.082071851354158e-07
Position 6: 2.1397791357962855e-07
Position 228: 1.8942340696126233e-07
Position 917: 9.032572158399693e-08
Position 142: 8.329171620056699e-08
Position 292: 7.624247429427043e-08
Position 276: 6.228303663394627e-08
Position 3317: 2.9655880527811762e-08
Position 44: 1.4253836291673754e-08
Position 3260: 2.7736758865186325e-09
Position 465: 1.053210519309402e-09
Position 1288: 6.681119121598308e-10
Position 471: 3.072532530829512e-11
Position 484: 1.702529504452911e-11
Position 593: 6.525384752086129e-12
Position 543: 6.497781962235549e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2952: 0.9560845574155591
Position 10850: 0.9547075856331636
Position 3110: 0.9291206749978254
Position 3251: 0.9223966963028928
Position 6809: 0.9120196520279135
Position 9135: 0.5111049352269523
Position 10104: 0.46842013748110484
Position 8417: 0.41762340420744753
Position 11156: 0.37678279295090994
Position 2385: 0.32813057690573794
Position 11178: 0.13877564207600052
Position 10506: 0.0715271517939851
Position 11159: 0.07148090244301034
Position 8686: 0.06433202422555381
Position 1799: 0.060451757947579204
Position 2711: 0.039718080773190285
Position 6614: 0.03848396244644181
Position 7238: 0.03620257065964209
Position 2574: 0.03596688891038317
Position 2652: 0.027139839608036197
Position 7074: 0.025594913681944997
Position 7126: 0.025041920925140602
Position 3720: 0.024213431231306867
Position 11206: 0.02255151651767319
Position 8289: 0.02017347400280669
Position 11607: 0.01930230938235126
Position 10620: 0.018553724270577464
Position 10830: 0.01846211503996651
Position 12009: 0.017520374583393027
Position 11573: 0.01726391906796301
Position 5554: 0.01595368608949217
Position 2991: 0.01572479536591458
Position 8270: 0.01558285710937803
Position 10531: 0.014007596594891689
Position 8708: 0.01358436954826707
Position 6983: 0.013161936577142944
Position 7901: 0.01304977758699299
Position 318: 0.012145870718420956
Position 10207: 0.011250722733669172
Position 4799: 0.011225405736604709
Position 1964: 0.008638955959779303
Position 9906: 0.00854042403441185
Position 3130: 0.007873420013348762
Position 2618: 0.0077360040437698015
Position 7295: 0.007492850570766165
Position 7879: 0.0070081709116404664
Position 2035: 0.0069849544852696255
Position 7904: 0.00686055056963077
Position 11486: 0.0065634717514842875
Position 5624: 0.006526313869694976
Position 4540: 0.0064817342500326745
Position 6952: 0.006468098245655922
Position 6010: 0.005482866360117352
Position 4758: 0.005372320287002833
Position 4094: 0.00518032783168943
Position 2955: 0.0050965185648015375
Position 6643: 0.00470842855690363
Position 4696: 0.004637003612280078
Position 10905: 0.004622556252643129
Position 2112: 0.004560374288440369
Position 2674: 0.004386489791165704
Position 2668: 0.004269728649964888
Position 2089: 0.004119344265614753
Position 9086: 0.0041150237026775435
Position 3809: 0.003930274762518045
Position 12127: 0.0034366906375570064
Position 4554: 0.003416511867779229
Position 4854: 0.0034130726213908373
Position 8441: 0.0032699760091546458
Position 11837: 0.0032086443753247085
Position 7348: 0.0031757902330811416
Position 7010: 0.0031325099743007207
Position 11701: 0.003075745698437894
Position 12188: 0.0029152861538775327
Position 8167: 0.002900589034840521
Position 6730: 0.0028230254206026836
Position 4430: 0.00274322601427271
Position 3685: 0.002355275326261415
Position 2830: 0.0023252269145793694
Position 5069: 0.002304850359063612
Position 5106: 0.0021757457751779325
Position 386: 0.0020065468358540822
Position 10857: 0.0015873014906489064
Position 8888: 0.0014766107080370903
Position 7081: 0.0014474265715849017
Position 333: 0.0014131248730941597
Position 10068: 0.0013627208570882734
Position 7788: 0.0013341869742276291
Position 5130: 0.0013310919007219937
Position 11277: 0.0013051969004772117
Position 5733: 0.0011976181217686166
Position 4380: 0.001161930867443511
Position 7849: 0.0011337359242307833
Position 7100: 0.0010615463599295124
Position 7834: 0.0010551892612930814
Position 3052: 0.001048951090293826
Position 2452: 0.0010124997772624972
Position 3287: 0.0008657295530972453
Position 1806: 0.0008649506322542374
Position 4703: 0.0008594562814064823
Position 10908: 0.0008062817441122794
Position 5749: 0.0007884117375199836
Position 1801: 0.0007845011256352381
Position 1829: 0.0006955974692244885
Position 4728: 0.0006808334342580551
Position 5640: 0.0006762469897664342
Position 346: 0.0006707011797513256
Position 10911: 0.0006459115903627193
Position 2834: 0.0006354465416785902
Position 12134: 0.0005619816917907321
Position 3424: 0.0005400424736696922
Position 351: 0.0004942063768716914
Position 1936: 0.0004518312330531892
Position 276: 0.00043132460771762456
Position 3204: 0.00042317513519043597
Position 7768: 0.0004185253279049189
Position 7258: 0.0003704618475058927
Position 7131: 0.0003666789098493668
Position 7031: 0.00034969013393248115
Position 3324: 0.0003077800620813828
Position 4121: 0.00029138373013069005
Position 662: 0.00028937809295404937
Position 1726: 0.00028473788939424165
Position 3260: 0.00027070912068146336
Position 4841: 0.0002532742924829623
Position 3090: 0.00023523744089031092
Position 2742: 0.00023075118111678624
Position 1740: 0.00021793954676849967
Position 4350: 0.0001939003250861779
Position 1379: 0.00016412671145522433
Position 3078: 0.00015901937913846427
Position 363: 0.00015177231987119168
Position 3754: 0.00015134323226514477
Position 3226: 0.00014436408357963986
Position 366: 0.00013277836914527257
Position 3175: 0.0001122046307060775
Position 2045: 6.0746674433463535e-05
Position 94: 5.120410904403758e-05
Position 373: 5.102213685620742e-05
Position 8132: 4.97595195728795e-05
Position 1293: 4.9293719396689806e-05
Position 9868: 4.3607351475561035e-05
Position 404: 4.3506015030044734e-05
Position 1855: 4.171146284937501e-05
Position 716: 4.035944124946072e-05
Position 879: 3.825082898916393e-05
Position 755: 3.795949058259323e-05
Position 2152: 3.25632599722425e-05
Position 2076: 3.155715330468493e-05
Position 697: 2.4075967771357656e-05
Position 646: 2.3303869672797393e-05
Position 3138: 2.1337021454222746e-05
Position 3024: 1.580138193683984e-05
Position 292: 1.4439204665925546e-05
Position 3141: 1.4410584817550095e-05
Position 126: 1.3729252835422637e-05
Position 1956: 1.263448369858247e-05
Position 3847: 1.227233352289677e-05
Position 251: 1.0269286576224125e-05
Position 2011: 9.426600231237408e-06
Position 1877: 9.385185725509044e-06
Position 1333: 8.98384791562616e-06
Position 3056: 8.59766097685294e-06
Position 161: 7.2540316798123204e-06
Position 4595: 6.97901682738968e-06
Position 283: 6.626617546520229e-06
Position 4060: 6.4085536926023015e-06
Position 4133: 6.077955635405334e-06
Position 3826: 5.480553400575504e-06
Position 4310: 5.219350130088123e-06
Position 3075: 4.665686760129987e-06
Position 5039: 4.369560082520912e-06
Position 767: 4.035622290544088e-06
Position 3787: 3.674080102549885e-06
Position 916: 3.504777571516834e-06
Position 85: 3.432309765061885e-06
Position 7396: 3.227027055004562e-06
Position 5147: 2.864023826969189e-06
Position 517: 2.41860320866602e-06
Position 3834: 1.8670069696126162e-06
Position 6991: 1.786925096097178e-06
Position 6572: 1.760555638408824e-06
Position 3694: 8.381920043945712e-07
Position 4291: 7.977251197514409e-07
Position 3367: 7.679945760007612e-07
Position 3433: 6.613331329710441e-07
Position 3379: 6.309524838371921e-07
Position 4448: 5.963198599709798e-07
Position 3630: 5.294783171074723e-07
Position 3491: 3.886103177139446e-07
Position 3582: 2.717898604187849e-07
Position 4492: 2.607772578399946e-07
Position 3763: 1.7844916736039765e-07
Position 3793: 1.3872566331029479e-07
Position 3742: 1.1246266496808198e-07
Position 3779: 1.0868123266997698e-07
Position 98: 7.516488577736248e-08
Position 3454: 6.931652996940087e-08
Position 700: 5.476286368740982e-08
Position 157: 3.75332939447278e-08
Position 257: 3.7204063481893485e-08
Position 328: 3.643741180087991e-08
Position 822: 2.7581052124930928e-08
Position 177: 2.5137532414548267e-08
Position 104: 2.1279239121936175e-08
Position 108: 1.9828283374217172e-08
Position 3767: 3.820762271412987e-11
