Gene = Atrip
Position 2307: 0.27624692666475525
Position 6986: 0.2609714408919534
Position 10412: 0.2498251556931377
Position 13938: 0.2492610554072744
Position 14215: 0.22508279933440037
Position 7011: 0.19858223006738912
Position 12925: 0.16900102865352618
Position 5454: 0.16227669459348987
Position 4315: 0.15367566940053703
Position 8996: 0.13320220831708848
Position 4565: 0.1304808812530135
Position 462: 0.12078444445313483
Position 756: 0.1169950885781829
Position 5134: 0.09979880730127592
Position 5521: 0.09446330700267834
Position 2311: 0.09407583167992449
Position 4074: 0.09252880691671515
Position 4027: 0.08651984112176482
Position 6199: 0.0842698499320572
Position 1846: 0.07750360150554154
Position 12352: 0.07549229278408615
Position 6213: 0.07287372928672131
Position 6872: 0.06589497448905328
Position 4561: 0.06340432019068262
Position 13114: 0.06270699305706544
Position 5107: 0.061597833225106306
Position 4957: 0.05874362163252571
Position 12696: 0.05468992016104231
Position 6457: 0.049534460675295704
Position 8758: 0.044447963130239014
Position 8905: 0.040752936752445235
Position 13782: 0.040393183601459985
Position 13156: 0.04004820137227397
Position 6219: 0.03468179643050829
Position 2085: 0.03420422812810182
Position 4106: 0.03301384045272178
Position 5543: 0.03054923143005435
Position 10933: 0.029403548825478066
Position 6244: 0.028925616598447897
Position 1340: 0.026429005916313527
Position 1261: 0.02593565234627156
Position 12755: 0.025873384667285997
Position 5642: 0.025837755238299117
Position 14147: 0.02450702205988283
Position 1280: 0.02258222796515525
Position 4698: 0.022124188843853563
Position 13669: 0.020836424647306003
Position 5398: 0.020010404800423886
Position 1265: 0.01921024164206966
Position 5472: 0.018768021201873868
Position 6334: 0.016218080697655894
Position 14052: 0.01609772034948633
Position 14217: 0.015594020451690165
Position 10846: 0.015055824794459632
Position 5139: 0.013803185689531115
Position 13739: 0.010695376537222294
Position 4093: 0.010642226559504631
Position 261: 0.010466948471228655
Position 5524: 0.010336891730461335
Position 1410: 0.009477185046532185
Position 4501: 0.009162143743872659
Position 1366: 0.008551249151916912
Position 13906: 0.008223631046543634
Position 8060: 0.008215332505886776
Position 12965: 0.007949647204561584
Position 9990: 0.0074739654917908155
Position 2323: 0.007392299259047046
Position 13994: 0.007130975486732733
Position 4142: 0.006915882500917542
Position 5199: 0.006744242895839451
Position 13310: 0.00665297440420675
Position 7747: 0.006651237573999706
Position 4589: 0.006348426905705896
Position 5253: 0.006162986628524333
Position 716: 0.006076262836946995
Position 2690: 0.005984005058099303
Position 5604: 0.005587774378285348
Position 13126: 0.0049866171180720335
Position 13187: 0.004552250874081875
Position 246: 0.004214436058693207
Position 1213: 0.0038962030114060415
Position 2052: 0.0038406185556160636
Position 8911: 0.0035040744677614813
Position 494: 0.0034477978324699283
Position 9724: 0.0033093100669249966
Position 13418: 0.003279959104344435
Position 2783: 0.0032255430411770327
Position 1426: 0.0032062661971904286
Position 13940: 0.0031610976049318068
Position 5218: 0.003034004802068299
Position 1184: 0.0030263058673316925
Position 7027: 0.002944752544397608
Position 777: 0.002820260112017034
Position 2359: 0.0026900304018616177
Position 805: 0.00246559898713667
Position 1284: 0.0023091830970660408
Position 8883: 0.002298998018704406
Position 2123: 0.0022120364760780087
Position 2739: 0.0020539583483496944
Position 1669: 0.0019382435167401208
Position 4941: 0.0018295424613562102
Position 14193: 0.001808163473577905
Position 1737: 0.00173947983974025
Position 8076: 0.0014817919662217006
Position 13615: 0.0014165248571567108
Position 13591: 0.00137808098348956
Position 9108: 0.0013050832267141887
Position 203: 0.0012479883623843515
Position 5382: 0.0012407976319757546
Position 218: 0.0012029479252708489
Position 821: 0.0011862032721823889
Position 1312: 0.001090834555870347
Position 8110: 0.0010211417450366146
Position 4741: 0.0009117607454775815
Position 1326: 0.000861770869080568
Position 4753: 0.0008538708632703708
Position 497: 0.0008304452345512599
Position 4964: 0.0008229478139517585
Position 1435: 0.0007933114626090199
Position 4927: 0.0007647660622612991
Position 8831: 0.0007230554465104413
Position 693: 0.0007226419657699452
Position 702: 0.0007108240089052117
Position 329: 0.0006530182008926349
Position 8088: 0.0006393503048089288
Position 2154: 0.0006314483723071143
Position 4118: 0.0005727926399324805
Position 5111: 0.0005712029452521496
Position 8535: 0.0005693945555193861
Position 13561: 0.0005176464983870589
Position 1458: 0.0004909101515647571
Position 1479: 0.0004785525961699033
Position 7842: 0.00045041921819834657
Position 8702: 0.0004351327582088058
Position 1049: 0.0004095662393555721
Position 10193: 0.0003843134795546497
Position 8812: 0.00036983757127324445
Position 13493: 0.00036105389590455325
Position 303: 0.000352553406715528
Position 5048: 0.00034860924095179486
Position 1759: 0.0003458718611536078
Position 1441: 0.00033021854752841417
Position 10232: 0.0003283833017634515
Position 5272: 0.00031259315385573594
Position 2027: 0.0003047483478496541
Position 5186: 0.0002949106596273556
Position 13986: 0.00024171958273110002
Position 625: 0.00023817780380099116
Position 8324: 0.00022312577786907548
Position 1862: 0.00022281104438837525
Position 2674: 0.00020029048970656826
Position 1762: 0.0001907096593073654
Position 2524: 0.00018905778101712412
Position 6751: 0.00018703939813946447
Position 5856: 0.00015467075988932853
Position 1302: 0.00013993395472160312
Position 5176: 0.00011149334025885212
Position 14306: 0.00010832255685078098
Position 1697: 0.00010288698476695937
Position 5116: 0.00010242191315652213
Position 5189: 0.00010189834593428199
Position 2476: 9.40560780391879e-05
Position 239: 8.755783113278598e-05
Position 438: 8.65328456487502e-05
Position 1857: 7.343540284185868e-05
Position 2697: 7.03570627204064e-05
Position 1812: 6.561805390050233e-05
Position 2044: 6.208553438213139e-05
Position 1634: 5.5807523714711656e-05
Position 3996: 5.5145799803987485e-05
Position 5439: 5.3530578627378254e-05
Position 5774: 4.504634655914525e-05
Position 1237: 4.496189112952702e-05
Position 4057: 4.4322526944321904e-05
Position 410: 3.30005386875128e-05
Position 963: 3.2763233272054096e-05
Position 229: 3.1108918628835605e-05
Position 828: 3.0157709239102702e-05
Position 430: 2.9371141201570033e-05
Position 499: 2.7498177175619743e-05
Position 341: 2.7381259809810507e-05
Position 2482: 2.6011303902036327e-05
Position 5299: 2.3916588296401065e-05
Position 1002: 2.387517430414329e-05
Position 370: 2.1488669168831137e-05
Position 305: 1.9137945649880613e-05
Position 979: 1.8938039885326664e-05
Position 13672: 1.4409347449626989e-05
Position 13241: 1.3165707742016917e-05
Position 558: 1.0531663300405325e-05
Position 214: 1.0198088905852228e-05
Position 519: 9.76282198985899e-06
Position 145: 9.159801482684211e-06
Position 4966: 8.351022702870635e-06
Position 856: 7.810161564675299e-06
Position 151: 6.470390642540252e-06
Position 275: 5.704471607775021e-06
Position 1118: 5.679569957323782e-06
Position 528: 4.993143905291768e-06
Position 505: 4.963185899585115e-06
Position 5004: 4.804320908666778e-06
Position 4408: 3.2193518574493618e-06
Position 1186: 2.571822859648797e-06
Position 8824: 2.24180172234105e-06
Position 568: 1.403952272472595e-06
Position 337: 6.711544507300445e-07
Position 526: 4.1337112500606397e-07
Position 627: 4.0660813024963046e-07
Position 8144: 3.8669180757487583e-07
Position 374: 3.5971364834695627e-07
Position 113: 2.729667171387942e-07
Position 158: 1.7946761780769567e-07
Position 508: 1.5966824599834282e-07
Position 521: 1.4994535901881068e-07
Position 1149: 1.1020823207189221e-07
Position 535: 6.882479762167213e-08
Position 173: 5.641342005562822e-08
Position 648: 3.5927801971760456e-08
Position 539: 3.01200741049291e-08
Position 976: 1.986179921272564e-08
Position 160: 3.416578127097553e-09
Position 117: 2.419034949556874e-09
Position 921: 2.204269289596443e-09
Position 382: 1.188452868281858e-10
