Gene = Rpsa
Position 938: 0.00029881202898804214
Position 510: 0.0002951147309584419
Position 279: 0.00028049481768661655
Position 4197: 0.0002787274628527584
Position 1337: 0.0002765029796513358
Position 153: 0.00025326360030243557
Position 418: 0.00021292223739796936
Position 2168: 0.00018985930681872251
Position 948: 0.0001862066291679374
Position 3564: 0.0001672414838686218
Position 1155: 0.00014983358279853034
Position 1038: 0.00014947659232500906
Position 1071: 0.0001338521567322485
Position 1232: 0.00012671834418142845
Position 958: 0.00012323102110834813
Position 4346: 0.00011161741282842746
Position 690: 9.122919573465666e-05
Position 1906: 9.079791023388205e-05
Position 66: 9.062030741126327e-05
Position 241: 8.975845733159522e-05
Position 2222: 8.591033948597074e-05
Position 546: 8.339404945270512e-05
Position 1267: 8.139695304387715e-05
Position 662: 7.621198047154001e-05
Position 1819: 7.616541270022537e-05
Position 132: 7.160071323790848e-05
Position 2294: 6.75840715007607e-05
Position 3437: 6.127364598239156e-05
Position 1197: 5.963336378211804e-05
Position 2370: 5.001475182251388e-05
Position 354: 4.5937353512219746e-05
Position 3583: 4.305731507241674e-05
Position 3969: 4.113462034749552e-05
Position 519: 3.988448088211146e-05
Position 3452: 3.9278217734887546e-05
Position 3554: 3.7511522881293385e-05
Position 3223: 3.376499586313624e-05
Position 3529: 3.231482297017985e-05
Position 3623: 3.155140242870932e-05
Position 723: 2.9818503225184865e-05
Position 592: 2.9534448461708736e-05
Position 3857: 2.896455356677822e-05
Position 3625: 2.4929759368632033e-05
Position 731: 2.404311935226199e-05
Position 1603: 2.3541822518986857e-05
Position 3466: 2.208501356401985e-05
Position 21: 2.1566781719397008e-05
Position 243: 2.048848176304597e-05
Position 1873: 1.9873151157899532e-05
Position 2216: 1.97177671787502e-05
Position 79: 1.8513969920838944e-05
Position 563: 1.5878896437697703e-05
Position 3779: 1.5213084173271524e-05
Position 2092: 1.509041610801401e-05
Position 3091: 1.2492958760499044e-05
Position 777: 9.9345837186473e-06
Position 819: 8.272937212270749e-06
Position 1469: 6.386509998166745e-06
Position 674: 4.478002756527544e-06
Position 579: 3.980862900796624e-06
Position 1623: 1.4729148908489054e-06
Position 803: 1.1088886197979266e-06
Position 3894: 1.613392495216131e-07
Position 3524: 1.1511083439928077e-07
Position 1683: 9.841503126700185e-08
Position 135: 8.151303013899619e-08
Position 96: 7.175251063555922e-08
Position 1635: 4.0369781396113406e-08
Position 2755: 1.2658548891525206e-09
Position 551: 4.844903283925001e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3078: 0.9585576625588539
Position 1468: 0.934905606036334
Position 3310: 0.8915461819737556
Position 3710: 0.5546850249728766
Position 827: 0.41974885588770844
Position 767: 0.3712927044861816
Position 4113: 0.14658852818651028
Position 2428: 0.14629733783732057
Position 4087: 0.12811617130776579
Position 2459: 0.12038421286638681
Position 2627: 0.09286130615687468
Position 4675: 0.0810369192648508
Position 2355: 0.07831692122064919
Position 2690: 0.053775287179233584
Position 4129: 0.04010350589280218
Position 787: 0.03535078290788779
Position 3676: 0.03520946873406188
Position 2115: 0.03011223302830004
Position 1366: 0.02696359103090259
Position 3713: 0.0247172933113054
Position 3890: 0.023602801072942818
Position 899: 0.02158279658664605
Position 2967: 0.014082874883298884
Position 4256: 0.010775775605630311
Position 2509: 0.009409371717652496
Position 4066: 0.008793101463958581
Position 4303: 0.008708312678405234
Position 4189: 0.008135600072871913
Position 4442: 0.007278920385702699
Position 1708: 0.007060496964219448
Position 592: 0.007043865828342238
Position 876: 0.0064038152223485426
Position 599: 0.005922039105017876
Position 1267: 0.0056624691933958885
Position 3194: 0.005028454600941302
Position 2582: 0.004883645062335279
Position 4539: 0.004837716827136081
Position 2392: 0.004807243667084321
Position 1519: 0.004795824966669819
Position 292: 0.004647076496193364
Position 1107: 0.004583971176110961
Position 2740: 0.004424859801095836
Position 1446: 0.004238367135714024
Position 3119: 0.004181654841004026
Position 2559: 0.003742330745215754
Position 2462: 0.0034366899604440955
Position 4276: 0.003295684171500421
Position 3367: 0.002530917022178054
Position 2674: 0.0022180709098409165
Position 1817: 0.0017491876526261555
Position 1491: 0.0016752636462270697
Position 1438: 0.001493824182767214
Position 1179: 0.0013644651607159232
Position 3463: 0.0013582259795433787
Position 2049: 0.001208234725305066
Position 2572: 0.0011315396479087013
Position 833: 0.0010696750514339543
Position 3522: 0.0010446662751524057
Position 651: 0.0010177482281929582
Position 2443: 0.0007762793213523907
Position 2432: 0.000625134781750458
Position 1747: 0.0006200047863790764
Position 551: 0.0005926441873690978
Position 4315: 0.0005758099923286283
Position 347: 0.0005744569404751046
Position 1373: 0.0005547548926715834
Position 2543: 0.0004908404790213642
Position 1768: 0.00047254190876102286
Position 3583: 0.0004301006603145153
Position 2204: 0.0003909528469665356
Position 3316: 0.0003899725935325314
Position 3325: 0.0003642448197530921
Position 579: 0.00035638386304280974
Position 3328: 0.00035452162822531785
Position 296: 0.0003529495422929332
Position 3343: 0.00033050162062206716
Position 1493: 0.0003213026685083308
Position 395: 0.0002863350357565014
Position 3082: 0.00027523315051164026
Position 810: 0.00026488118364911795
Position 1420: 0.00026098631413624317
Position 4024: 0.00023291706131172134
Position 4497: 0.00022473118391555183
Position 3554: 0.00022015240989452573
Position 3466: 0.00021781675479988743
Position 3270: 0.00019750973138420955
Position 1981: 0.00019432632050267275
Position 3322: 0.0001925076427633988
Position 362: 0.00018862404156948378
Position 1574: 0.0001841572372952109
Position 1046: 0.00017626966375741768
Position 2754: 0.00017187524590548965
Position 272: 0.00016370813276579414
Position 1408: 0.0001467797916064473
Position 2302: 0.00014282123705339252
Position 839: 0.0001310404530100637
Position 4639: 0.00012980152784038628
Position 1525: 0.00012369382177568127
Position 1883: 0.00011283500284393647
Position 656: 0.00011226636059791097
Position 2376: 9.545387788433385e-05
Position 418: 8.846380579520317e-05
Position 3409: 8.690187855396784e-05
Position 1679: 8.543243942349082e-05
Position 2060: 8.438388280035657e-05
Position 3488: 8.36198956933756e-05
Position 3319: 8.06872329270122e-05
Position 1918: 8.019044138006997e-05
Position 1068: 8.009717021638186e-05
Position 3678: 7.482206640841674e-05
Position 702: 6.514489908957537e-05
Position 1506: 6.441281356156601e-05
Position 2141: 6.434789774961952e-05
Position 2787: 6.131081382669881e-05
Position 2909: 5.562498280276644e-05
Position 1112: 5.484777169617586e-05
Position 3386: 5.2598766785705596e-05
Position 729: 5.01416287136335e-05
Position 385: 4.909345194350316e-05
Position 3355: 4.789107297154152e-05
Position 4169: 4.700956463673472e-05
Position 440: 4.166679331495305e-05
Position 1070: 3.474421387188813e-05
Position 3358: 3.271394304006845e-05
Position 674: 3.2458121121474355e-05
Position 2157: 3.056038764069632e-05
Position 1774: 2.596244100799221e-05
Position 2840: 2.5466857522892165e-05
Position 905: 2.4671995472394198e-05
Position 624: 2.3717080115907174e-05
Position 1503: 2.065394818295389e-05
Position 836: 1.9331420075906367e-05
Position 607: 1.7059089492846443e-05
Position 1400: 1.3649723349409882e-05
Position 1119: 1.3072542975327041e-05
Position 1855: 1.2587017262051758e-05
Position 619: 1.2438724701728508e-05
Position 1898: 1.1566510701833522e-05
Position 1896: 9.284836396497088e-06
Position 485: 9.22744247269768e-06
Position 375: 8.824754527098914e-06
Position 2016: 8.543286686190249e-06
Position 235: 7.945808472705094e-06
Position 226: 6.2293503320686205e-06
Position 513: 3.2163075847784288e-06
Position 634: 2.570275262829436e-06
Position 1831: 2.0883146382114566e-06
Position 1862: 1.7914109195479787e-06
Position 1380: 1.6276142360673208e-06
Position 690: 1.6029914713035269e-06
Position 627: 1.5708779600860492e-06
Position 1716: 1.4302409408931308e-06
Position 1542: 1.3996065174834525e-06
Position 488: 1.2886662342818944e-06
Position 530: 1.0283897802465276e-06
Position 2379: 1.0281631913884833e-06
Position 502: 9.87186938175807e-07
Position 517: 9.31934604513578e-07
Position 1048: 3.818176562771547e-07
Position 1281: 3.744753447126637e-07
Position 745: 3.662611681862788e-07
Position 709: 3.5339611161724646e-07
Position 1200: 3.3460204683529826e-07
Position 1221: 3.161975447911259e-07
Position 1924: 2.6089557668509476e-07
Position 1737: 2.2979101927572618e-07
Position 482: 3.8547368319459613e-08
Position 1197: 3.1922700380401376e-08
Position 922: 2.7608743578397606e-08
Position 1229: 2.6801197258200517e-08
Position 3415: 2.3295862930089787e-08
Position 3275: 2.151793448341468e-08
Position 908: 1.7343053244340165e-08
Position 735: 1.3156898522116405e-08
Position 705: 1.301804403806663e-08
Position 199: 4.277139175080658e-11
Position 146: 1.860596886559181e-11
Position 158: 6.389053566511637e-12
