Gene = Sept14
Position 1852: 7.601734079073468e-05
Position 2414: 6.963811754272813e-05
Position 998: 6.147327011463701e-05
Position 1996: 5.9202879068745564e-05
Position 3744: 5.350705116837543e-05
Position 3284: 5.0894273253197654e-05
Position 3552: 4.660259507844694e-05
Position 3095: 3.6422524978790174e-05
Position 269: 2.7356549664922682e-05
Position 2003: 2.6972028644858402e-05
Position 652: 2.521253558843626e-05
Position 584: 2.2867786555804063e-05
Position 745: 2.089989332843083e-05
Position 242: 1.2658485252658095e-05
Position 26: 8.73370848117614e-06
Position 707: 7.952817633491736e-06
Position 740: 7.3328603580249495e-06
Position 334: 4.486530382258029e-06
Position 153: 4.006520525494663e-06
Position 155: 2.8951437264341315e-06
Position 64: 2.599432655694351e-06
Position 32: 2.2316105650011097e-06
Position 15557: 1.750330015124224e-06
Position 835: 1.6635553150490174e-06
Position 148: 1.6129364540750807e-06
Position 15865: 1.1258901019040703e-06
Position 16081: 6.368895475773352e-07
Position 16425: 4.418102047482585e-07
Position 16041: 3.884371886775945e-07
Position 42: 3.612248316138885e-07
Position 16001: 2.8306863277146116e-07
Position 1037: 2.5569384082910337e-07
Position 551: 2.0524019923017941e-07
Position 857: 1.9482582714011212e-07
Position 630: 3.961295162377964e-08
Position 837: 1.0668276343376084e-08
Position 498: 2.5699477412247824e-09
Position 15581: 1.3795763392581655e-09
Position 15516: 7.339547645438164e-10
Position 15597: 5.354103491849834e-11
Position 15879: 1.1822382648763345e-11
Position 15895: 1.0797452711826583e-11
Position 370: 4.823346438620185e-12
Position 15919: 2.505717205280213e-12
Position 368: 1.5962241658925109e-12
Position 572: 9.77224438257365e-13
Position 634: 9.329981648562352e-13
Position 511: 7.861206855250125e-13
Position 373: 2.533266613217192e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 15436: 0.9852832977301996
Position 3522: 0.6974108944458667
Position 24842: 0.644922350512233
Position 9452: 0.5894055996934106
Position 10574: 0.5573371036781276
Position 19596: 0.4610295114685969
Position 18913: 0.44838140918298014
Position 10663: 0.4191386787886502
Position 4237: 0.23369621771942412
Position 19327: 0.1690780935258217
Position 18836: 0.141415554683669
Position 19683: 0.1338190261125279
Position 3399: 0.13136126217114308
Position 24152: 0.12643867969697414
Position 12308: 0.12602879521584576
Position 17551: 0.12046940361763024
Position 24641: 0.11623468182187377
Position 9222: 0.1117453914681665
Position 18804: 0.10910565870010257
Position 22464: 0.10511581745603146
Position 19218: 0.09929155864859306
Position 3895: 0.0848328805691874
Position 24822: 0.07694543530536307
Position 19365: 0.06719887601296565
Position 19292: 0.049927462314724516
Position 17490: 0.04463651317707475
Position 18870: 0.042354346732811896
Position 24848: 0.03993485086410871
Position 13462: 0.03781095320234993
Position 22643: 0.03551609338128567
Position 3264: 0.03270856935246442
Position 17622: 0.031766413067347433
Position 21906: 0.031109415719320133
Position 13568: 0.02769054989575407
Position 12334: 0.027309911177499084
Position 3149: 0.02571270672372253
Position 3439: 0.0242578421552324
Position 12442: 0.02041324907896534
Position 425: 0.020350195659650384
Position 5522: 0.019654595301842808
Position 23997: 0.01780331954043514
Position 1356: 0.017636494305728143
Position 2848: 0.01754651372025191
Position 5557: 0.016564586570463502
Position 3059: 0.01653840752666518
Position 2635: 0.016334542730903526
Position 11106: 0.015899409915812207
Position 11377: 0.013878991637958667
Position 2586: 0.013039485806960072
Position 11351: 0.011758056485123188
Position 18896: 0.010953160015680266
Position 12360: 0.01044220621612426
Position 17647: 0.01023926736433528
Position 10196: 0.010011380096989018
Position 12118: 0.009511100797552876
Position 3373: 0.009155629834679857
Position 2170: 0.008907571486892706
Position 17644: 0.008842625825228791
Position 3404: 0.008735267440369537
Position 5644: 0.008407813910268437
Position 5673: 0.00808304092117058
Position 2253: 0.00788584297106829
Position 909: 0.007713625526476648
Position 1143: 0.007211831019304564
Position 3827: 0.006531447499688001
Position 3359: 0.006370814830732464
Position 15464: 0.006256693616570127
Position 19592: 0.005904726157612277
Position 15493: 0.0057785653517257556
Position 5652: 0.005558368619660321
Position 3650: 0.005166689844104663
Position 18922: 0.005003195329719231
Position 12625: 0.004949049691607633
Position 2614: 0.004805754998916785
Position 3740: 0.004653867201809446
Position 984: 0.004440727887034184
Position 1989: 0.0037335494896643235
Position 3054: 0.003682223440176428
Position 997: 0.002977576192584569
Position 1296: 0.002858416573143356
Position 15372: 0.002681426585740424
Position 440: 0.002471563427920481
Position 12741: 0.0024443803083428594
Position 3235: 0.0023745426996632283
Position 2788: 0.0023308247265121794
Position 20088: 0.002274531327633683
Position 16622: 0.0022363655782478157
Position 23011: 0.0021818139986710962
Position 2035: 0.0021014832613357633
Position 3214: 0.002078923353340557
Position 1957: 0.002051796097152377
Position 2191: 0.002038347110167021
Position 1293: 0.0020056563275435793
Position 18348: 0.001766717882639168
Position 2785: 0.0016963136248407528
Position 3071: 0.0016128300424735466
Position 19867: 0.0015809440823177359
Position 11074: 0.0015612426367110509
Position 2153: 0.0015490880143995012
Position 3126: 0.0015474973127604134
Position 1265: 0.0015205597329170104
Position 2110: 0.001511024872066603
Position 2386: 0.0015053621016655058
Position 15775: 0.0013237548200500362
Position 3833: 0.0012769257931147587
Position 2017: 0.0012524908136691876
Position 2134: 0.001239952777757768
Position 2757: 0.0012084602559035169
Position 16531: 0.0011395685082196542
Position 20517: 0.0010535442985943708
Position 1986: 0.0010416671429740853
Position 1767: 0.0009787279704922174
Position 1110: 0.0009669857732752828
Position 20132: 0.0009568535115909457
Position 1289: 0.0009016420060148872
Position 1223: 0.0008752039950879331
Position 16668: 0.0007850010559199488
Position 2781: 0.0007657496750033192
Position 2199: 0.0007346023272862724
Position 15961: 0.0007316658695067454
Position 2196: 0.0007301720931125335
Position 2715: 0.0007200640812333677
Position 421: 0.0006369549960843089
Position 17001: 0.0006315960500816061
Position 19304: 0.0005615910560401206
Position 18170: 0.0005536749589836334
Position 2163: 0.0005511758628909421
Position 293: 0.0005148867297262331
Position 17555: 0.0004905832351400708
Position 460: 0.0004658382411127289
Position 16535: 0.0004616066374420926
Position 916: 0.00041240863397505953
Position 463: 0.00039230449656480165
Position 16031: 0.0003639683531407689
Position 17304: 0.00035517381259375343
Position 913: 0.0003494946357048097
Position 2128: 0.00033807878893585237
Position 3577: 0.0003238004597157131
Position 10893: 0.00029743490637565786
Position 365: 0.00028541855607333355
Position 1386: 0.0002812168827958941
Position 18448: 0.00025045612596244043
Position 17147: 0.00024437465182375914
Position 725: 0.00022897763085015204
Position 2878: 0.0002140046120240581
Position 1635: 0.00020776663279493905
Position 16510: 0.00020392967045278695
Position 655: 0.00019542277689447518
Position 18406: 0.00016932883040118418
Position 10868: 0.000141043759923926
Position 10962: 0.00013386515805204933
Position 10888: 0.00013338296835736343
Position 21982: 0.00011979627331814899
Position 1412: 9.832907280821024e-05
Position 1158: 9.408391541198649e-05
Position 18110: 8.326046341893261e-05
Position 3897: 8.270376515505139e-05
Position 3687: 8.120119232534215e-05
Position 19718: 7.325203191480397e-05
Position 509: 7.285450385494564e-05
Position 16962: 7.203309738879644e-05
Position 485: 7.102387714823332e-05
Position 1047: 7.039306889757096e-05
Position 3911: 6.75428615806884e-05
Position 19545: 5.2335991408481466e-05
Position 163: 4.1547456824136814e-05
Position 16334: 2.8266066333588758e-05
Position 2056: 2.6556962199367354e-05
Position 10908: 1.8234009863118462e-05
Position 1274: 1.7822495711240007e-05
Position 2043: 4.8595488100036275e-06
Position 1722: 1.4499942276719887e-06
Position 1122: 5.434175945898227e-07
Position 872: 5.397714229100437e-07
Position 749: 3.8446975098039584e-07
Position 1856: 3.3982998313427477e-07
Position 2650: 2.7200969711716787e-07
Position 775: 2.5803258899591636e-07
Position 2059: 1.5850689298531987e-07
Position 16305: 1.5484612141071714e-07
Position 581: 1.4807883888986185e-07
Position 325: 1.4709802332386854e-07
Position 564: 1.4628817791788506e-07
Position 16321: 1.2580912878155502e-07
Position 550: 6.889677079846758e-08
Position 1936: 6.036298085819178e-08
Position 497: 5.7003621191260027e-08
Position 583: 5.109611881936524e-08
Position 692: 4.9086856014998765e-08
Position 1380: 4.43496175457998e-08
Position 614: 3.908951190147579e-08
Position 826: 3.351654336634885e-08
Position 487: 2.9101212632224292e-08
Position 944: 2.784108656802681e-08
Position 15885: 1.568140914319711e-08
Position 1697: 1.2034254771378241e-08
Position 1415: 6.4664370201206375e-09
Position 170: 6.04685520669181e-09
Position 167: 3.88796946317811e-09
Position 172: 3.552107421386301e-09
Position 327: 2.9255406750180578e-09
Position 201: 2.8006122734412247e-09
Position 165: 2.4433322633837157e-09
Position 334: 1.7979811512033356e-09
Position 531: 1.6254560976552654e-09
Position 511: 1.6143566967401281e-09
Position 356: 1.4934468613656017e-09
Position 525: 1.200461574319074e-09
