Gene = Thyn1
Position 2570: 0.00043476306992245716
Position 6137: 0.0004218245060174658
Position 5667: 0.0004092958298983758
Position 660: 0.00040242967245130974
Position 197: 0.0004000862552992705
Position 6211: 0.0003848095855969062
Position 3925: 0.00037705240761035964
Position 1473: 0.00037295850004409674
Position 3060: 0.00036744765920100446
Position 1382: 0.0003091131255275914
Position 6349: 0.0002947465505683976
Position 4016: 0.0002933122297068738
Position 386: 0.0002850967867912828
Position 1204: 0.00026308881796430276
Position 5915: 0.0001805644584521609
Position 5589: 0.00014515475608310721
Position 7213: 0.00014274609231835342
Position 6042: 0.0001377698949358498
Position 6781: 0.00011557903497264567
Position 6443: 0.00011512266532669756
Position 6906: 8.648065046932039e-05
Position 6355: 8.341835317598402e-05
Position 6305: 8.106662651722028e-05
Position 160: 6.947358543573368e-05
Position 6472: 6.278651195868e-05
Position 6489: 5.268312129205025e-05
Position 25: 3.705558632603398e-05
Position 37: 1.9070002383034405e-05
Position 378: 1.2334114310415626e-05
Position 50: 1.2130575730632043e-05
Position 1293: 7.674179863421897e-06
Position 266: 5.45543253261117e-06
Position 666: 2.4020555779930406e-06
Position 1496: 2.39157229259891e-06
Position 664: 2.288127015136293e-06
Position 708: 2.253653986017202e-06
Position 662: 2.1801833762834458e-06
Position 754: 2.06894999919015e-06
Position 668: 2.055120162982125e-06
Position 670: 1.7578016230930535e-06
Position 1257: 1.6440845337297189e-06
Position 672: 1.478574927912628e-06
Position 557: 1.377096097764376e-06
Position 674: 1.1927804704948353e-06
Position 601: 1.1439277886271387e-06
Position 586: 1.0969188705589764e-06
Position 1197: 1.047804924880188e-06
Position 554: 1.013272757740786e-06
Position 821: 9.799339669744774e-07
Position 676: 9.170312225089221e-07
Position 185: 8.339479292678324e-07
Position 331: 8.199020960248292e-07
Position 678: 7.95435954197699e-07
Position 381: 7.848758364370889e-07
Position 690: 7.565297685130132e-07
Position 680: 6.653699240725519e-07
Position 682: 6.226530483288544e-07
Position 684: 4.992838931974101e-07
Position 6675: 4.6651363217126917e-07
Position 5806: 4.108705420833385e-07
Position 686: 3.9930762558756066e-07
Position 393: 2.5183398638282496e-07
Position 341: 1.615030963149177e-07
Position 421: 1.1842928965793674e-07
Position 231: 9.293972816834063e-08
Position 261: 5.2720378338648404e-08
Position 438: 7.111609876046563e-10
Position 250: 3.280866004980147e-10
Position 6060: 1.810003299725797e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6631: 0.980087624589781
Position 3876: 0.9618168414194144
Position 5836: 0.8800672137076611
Position 5425: 0.8554378834656109
Position 230: 0.8340985341590995
Position 7080: 0.6524670269821948
Position 7437: 0.4805616164182196
Position 7320: 0.14322991467752386
Position 5365: 0.0607675477011172
Position 7346: 0.05719629943406883
Position 7034: 0.045140885499616853
Position 7203: 0.04249997701532485
Position 4965: 0.034628197786315124
Position 270: 0.033708187033991845
Position 5025: 0.03153539583086954
Position 1581: 0.030661211157689446
Position 7363: 0.029817970271393653
Position 5798: 0.029125156229724218
Position 2124: 0.024388073404701314
Position 473: 0.023618138311614526
Position 7440: 0.02346737368256557
Position 5430: 0.02131334832036781
Position 1372: 0.020203067529609556
Position 4256: 0.019820947046404764
Position 2936: 0.01927957454948658
Position 6392: 0.017279834467763776
Position 4877: 0.01670013511499709
Position 6289: 0.015260179197700093
Position 4480: 0.012993373196011796
Position 7110: 0.012575101650882946
Position 2982: 0.010387103528896236
Position 7128: 0.010108697149897244
Position 7131: 0.01002700684078716
Position 4154: 0.009445215613750396
Position 7459: 0.00832698976887086
Position 4948: 0.00819872870256188
Position 5368: 0.008091827688907356
Position 6853: 0.007882925478342434
Position 4215: 0.005742060918289029
Position 185: 0.00544989468208926
Position 3649: 0.005317402482576117
Position 7335: 0.005166593984367795
Position 3880: 0.005035093139594934
Position 4127: 0.004778926271876091
Position 3839: 0.004351406512918519
Position 276: 0.004161248449546431
Position 4515: 0.00357312395309549
Position 6915: 0.0033567448740251904
Position 1697: 0.0032263522029787038
Position 3193: 0.0032249037225977753
Position 7150: 0.0031636986734528585
Position 6211: 0.003156805135990195
Position 7326: 0.003078820987852918
Position 7092: 0.0027427655440460737
Position 6395: 0.002663689924559609
Position 5319: 0.0022672458974732483
Position 2953: 0.0022058636650763228
Position 4282: 0.002196109181579887
Position 7442: 0.0021773098663584556
Position 6795: 0.0021615532712550953
Position 7466: 0.002068108508934362
Position 754: 0.0019554651631973684
Position 7602: 0.0019202308068966803
Position 7366: 0.0019060776487330275
Position 6893: 0.0018772561305393431
Position 488: 0.0018727909364612322
Position 3599: 0.0018236898523679968
Position 5853: 0.0016573358581724131
Position 4746: 0.0015453400623114052
Position 4734: 0.0015221531454038832
Position 4924: 0.0014873215918718447
Position 7205: 0.0014229246908576477
Position 7218: 0.0013624554993750316
Position 5224: 0.0013032852441883201
Position 6876: 0.0012877153648945825
Position 6440: 0.0012816411531648853
Position 1102: 0.0012271400350612881
Position 1203: 0.0012109620005311195
Position 237: 0.0011480331597028008
Position 4680: 0.0011169192034440202
Position 7181: 0.0011165744321480846
Position 4160: 0.001083457127933747
Position 7350: 0.0010326359429678978
Position 5395: 0.0010040632634435148
Position 4988: 0.000988121459048071
Position 6262: 0.0009589088116029239
Position 6699: 0.0009496231950274962
Position 7231: 0.0009025538627388189
Position 6751: 0.000838827011240049
Position 5968: 0.0007803249606855861
Position 6640: 0.0007727849101648188
Position 6664: 0.0007519300899046966
Position 5335: 0.0007459294806185829
Position 286: 0.000720601606676298
Position 4453: 0.000663871889278274
Position 4158: 0.0006580090406988696
Position 1705: 0.0006535833851222072
Position 5054: 0.0006496400897740617
Position 6028: 0.0006234536937846193
Position 4921: 0.0006217276376883535
Position 5892: 0.0005980740976434597
Position 2128: 0.0005837185874205081
Position 5562: 0.0005780358035234419
Position 2021: 0.0005037020613032608
Position 6918: 0.0004521307529093593
Position 2163: 0.00043812356688297514
Position 4708: 0.00042744370424242653
Position 5628: 0.0004203005506897115
Position 6825: 0.00041744018687162287
Position 6653: 0.0004144012842189587
Position 3202: 0.0004057620524214896
Position 4399: 0.0003978214481211069
Position 4849: 0.0003964608159692706
Position 6232: 0.00038400290078945647
Position 4816: 0.00038035726157111894
Position 4684: 0.00036188278547272343
Position 1779: 0.0003416534431861986
Position 2817: 0.0002874134194874073
Position 516: 0.00028716196693334207
Position 6974: 0.00028477232187141036
Position 4894: 0.00028445247963832925
Position 3771: 0.0002837071661257513
Position 5272: 0.00028272674434656503
Position 6939: 0.0002391719699114337
Position 1557: 0.00023486763128839286
Position 6864: 0.00023165946746648205
Position 7473: 0.00022306186716831002
Position 5724: 0.00020517390967812477
Position 1846: 0.00019630485690263837
Position 6303: 0.00019181339283237821
Position 6593: 0.00018414868538695848
Position 2482: 0.00018277796977667055
Position 6800: 0.00015340262226135916
Position 6163: 0.00014865793673762983
Position 5806: 0.0001481617402613556
Position 7281: 0.00014295229207364013
Position 191: 0.00014132337773039105
Position 2504: 0.000131554588346388
Position 5249: 0.00012392253715286784
Position 2476: 0.00012043051179939815
Position 4610: 0.00012028819668519425
Position 240: 0.00011814961339487826
Position 6809: 0.0001105336955578769
Position 6416: 0.00010147887383575916
Position 6980: 9.50343277371865e-05
Position 1337: 9.232668463056696e-05
Position 6442: 8.698741578858169e-05
Position 6989: 8.102168886156962e-05
Position 6097: 5.68373144154409e-05
Position 5172: 5.4991695323695325e-05
Position 6068: 4.258693870324565e-05
Position 7159: 4.210281866307746e-05
Position 5781: 4.094221170906859e-05
Position 5651: 4.039705263437156e-05
Position 5494: 3.956924463388869e-05
Position 5685: 3.8433551358420464e-05
Position 5876: 2.5392072835659857e-05
Position 6643: 1.8293407460262022e-05
Position 6922: 1.6181332088849343e-05
Position 4598: 1.4439684740025797e-05
Position 6821: 1.3348256535696401e-05
Position 6999: 1.1994150594304624e-05
Position 6526: 1.1463851512092952e-05
Position 4576: 8.14791964373496e-06
Position 3748: 7.765495311010273e-06
Position 336: 7.484169485998726e-06
Position 1532: 6.109270889073712e-06
Position 1230: 5.4072660414702225e-06
Position 1189: 4.121906311609716e-06
Position 2138: 2.2791432831697703e-06
Position 1758: 2.119626249156275e-06
Position 1266: 1.8108887294712482e-06
Position 290: 1.6857363486114396e-06
Position 1585: 1.6854496455067798e-06
Position 521: 1.5182208137133704e-06
Position 702: 1.480408745567633e-06
Position 2202: 1.1021805391823313e-06
Position 5699: 1.0608405884387302e-06
Position 1088: 8.268774834603016e-07
Position 1038: 5.131731004289756e-07
Position 707: 4.828791267319419e-07
Position 2987: 4.559238329175183e-07
Position 5569: 3.247901839335816e-07
Position 313: 3.2419810207339795e-07
Position 245: 2.736212844109977e-07
Position 288: 2.602248618100871e-07
Position 311: 2.5659169336764507e-07
Position 155: 1.6702718926612878e-07
Position 317: 1.537700557603734e-07
Position 1118: 1.2732877484046833e-07
Position 247: 9.55207554153578e-08
Position 361: 8.428367130786682e-08
Position 6704: 5.957958884230869e-08
Position 428: 5.329209505586211e-08
Position 5704: 5.0098024783418726e-08
Position 301: 1.6312960066875795e-08
Position 136: 1.3317247026426853e-08
Position 111: 6.360883064087498e-09
Position 129: 3.401770423566992e-09
Position 124: 3.1846666662685446e-09
Position 148: 2.680517820671093e-09
Position 365: 2.170350391257204e-09
Position 341: 1.5884947637437864e-09
Position 116: 1.105481559972481e-09
Position 144: 1.463151191000479e-10
Position 146: 1.1593551728756786e-10
Position 119: 3.394601550111144e-11
Position 121: 1.3958396339262378e-11
Position 389: 1.0737443345270198e-11
Position 368: 6.8688077095449215e-12
Position 531: 6.750703131857841e-13
