Gene = Prol1
Position 438: 1.4189819321108764e-06
Position 1262: 1.4170924992436536e-06
Position 136: 3.616983357474764e-07
Position 7: 1.2852350398155487e-07
Position 94: 7.151768496858138e-08
Position 60: 1.7597443437624692e-08
Position 166: 5.702408545474157e-09
Position 207: 7.447906513344723e-10
Position 187: 4.4962446007118883e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10494: 0.9215009127396097
Position 1232: 0.6022052358753369
Position 6665: 0.3712763266375803
Position 1483: 0.27148391441215297
Position 1180: 0.17618940319167542
Position 1391: 0.14804039364851232
Position 6590: 0.07480001928740027
Position 4805: 0.06700508561143571
Position 1412: 0.05274849123931998
Position 2012: 0.04860117478487737
Position 5953: 0.038732371112743365
Position 9770: 0.03165598861790901
Position 6525: 0.025480597742241217
Position 1446: 0.020412694883416325
Position 6363: 0.01490431417109985
Position 4603: 0.013251613996394629
Position 11412: 0.012927695071011118
Position 1394: 0.011123526002215223
Position 6158: 0.009668544115402706
Position 1149: 0.009296604695970184
Position 10718: 0.009205451900820467
Position 5473: 0.00850427248455202
Position 3877: 0.008037252384583944
Position 1011: 0.00782636587068066
Position 1116: 0.006244868606091038
Position 1235: 0.003839497528844349
Position 216: 0.00378602409271808
Position 5535: 0.003758458585462206
Position 1162: 0.003578804409066327
Position 2422: 0.0034079021023882303
Position 10722: 0.0032074336395898516
Position 4825: 0.002870494122649412
Position 8830: 0.0028213019034255315
Position 4851: 0.0026108471244778576
Position 4309: 0.0023634436929355876
Position 6845: 0.0022891896255328266
Position 4685: 0.00211978730796343
Position 9598: 0.0020276459222104905
Position 609: 0.0018891180306234083
Position 1894: 0.0018629990950483014
Position 10762: 0.001792409842128664
Position 891: 0.0016392142082225644
Position 7787: 0.0015942188315418292
Position 666: 0.0015560502324449114
Position 2485: 0.0015041048754098152
Position 1424: 0.0013165438723576543
Position 835: 0.0012520866161536998
Position 8326: 0.0011361978770442027
Position 8288: 0.001098902601375762
Position 640: 0.0010381224384530333
Position 174: 0.0009210740148541209
Position 6439: 0.0008984637081181038
Position 6880: 0.0008844810384079539
Position 155: 0.0007910969115430545
Position 1035: 0.0005487314575445672
Position 5386: 0.0005342001686228725
Position 5053: 0.0005115898459892912
Position 1397: 0.0004572919552692239
Position 3185: 0.00043642250538309144
Position 3252: 0.00042549212067719813
Position 917: 0.0004007788389021091
Position 849: 0.00038901924197279374
Position 3063: 0.0003788240866027088
Position 589: 0.00037380885780812656
Position 5094: 0.0003689885888004008
Position 231: 0.00030006740674122756
Position 4044: 0.0002645354670832116
Position 740: 0.00025455151027897006
Position 1143: 0.00024162511666325269
Position 869: 0.0002350097855251109
Position 4977: 0.00022694957866223008
Position 4109: 0.00022169713928775543
Position 4064: 0.0002142194510259659
Position 1095: 0.0002098385228306792
Position 2150: 0.0001809054600919329
Position 743: 0.00016520968074643073
Position 1611: 0.0001531187920538802
Position 6704: 0.0001481943504000192
Position 860: 0.00011590743862687927
Position 345: 0.00010316121437911609
Position 223: 9.817055078568036e-05
Position 932: 9.673290364996968e-05
Position 3484: 9.432463092678333e-05
Position 331: 8.187913889728444e-05
Position 1738: 8.120491526440695e-05
Position 898: 7.042984116979674e-05
Position 5347: 6.460553840155032e-05
Position 5124: 6.334032302193472e-05
Position 1245: 6.063017253340196e-05
Position 939: 6.003732728261941e-05
Position 3399: 5.6995352712676725e-05
Position 971: 5.473318980851964e-05
Position 2857: 5.0416087516613436e-05
Position 2099: 4.586580901650167e-05
Position 710: 4.296325009837831e-05
Position 2956: 3.836865493464372e-05
Position 2775: 3.452129014622815e-05
Position 529: 3.425021284719901e-05
Position 4264: 3.261130480192672e-05
Position 422: 3.175471584933285e-05
Position 1695: 3.1387797714798795e-05
Position 992: 2.8518462025880276e-05
Position 180: 2.4422836273738925e-05
Position 2299: 2.4315104879133414e-05
Position 3787: 2.3049397542311837e-05
Position 3718: 2.248796283595969e-05
Position 3402: 2.0626043195304696e-05
Position 129: 2.0181882037871383e-05
Position 3288: 1.956334074419572e-05
Position 876: 1.9048705278659382e-05
Position 507: 1.842886346825326e-05
Position 901: 1.8154941057033903e-05
Position 1061: 1.713711195072392e-05
Position 1793: 1.688218754519228e-05
Position 968: 1.4934490207665523e-05
Position 966: 1.4373826215794949e-05
Position 2577: 1.4029227168541096e-05
Position 447: 1.3469441377317029e-05
Position 2375: 1.3386585320801847e-05
Position 2427: 1.193761536816091e-05
Position 260: 1.1503503873167125e-05
Position 1836: 1.0925481814472772e-05
Position 1016: 8.13526843385831e-06
Position 1807: 7.181939486055351e-06
Position 693: 6.622983275354377e-06
Position 1918: 3.643005091456256e-06
Position 1357: 2.2449709940238073e-06
Position 277: 1.5623049934311828e-06
Position 1950: 7.649456837099876e-07
Position 2063: 5.632008089111351e-07
Position 238: 2.726491227149812e-07
Position 570: 3.419496636691739e-08
Position 1496: 3.18167602104291e-08
Position 266: 8.819792562287664e-09
Position 253: 3.818278973611537e-09
Position 1491: 3.3620753902108016e-09
Position 1306: 1.8776441375154766e-09
Position 1315: 1.0499815521110574e-09
Position 357: 2.037066137336498e-10
Position 240: 6.230490118315352e-11
Position 264: 5.7122182538742744e-11
Position 112: 9.220895411826658e-12
