Gene = Aste1
Position 1810: 0.0007526553029734163
Position 7347: 0.0006014555758200404
Position 1652: 0.0005638819046772216
Position 990: 0.0005075119370114051
Position 1588: 0.0004912652654957759
Position 1545: 0.00041995897128443586
Position 6644: 0.00040262006882828077
Position 1911: 0.00036684394295529826
Position 2085: 0.00036540505943959855
Position 2748: 0.00031584588609595945
Position 6023: 0.00028172313604803005
Position 1029: 0.00027656430964856615
Position 544: 0.0002708659049662252
Position 1045: 0.0002685905650492293
Position 422: 0.00024904976803398227
Position 80: 0.00022224529511621528
Position 4555: 0.00022001780936969738
Position 366: 0.00019284009210247262
Position 576: 0.00015227837001666395
Position 2668: 0.00015209044911061758
Position 1594: 0.00015064372012520936
Position 1342: 0.00013781300301908474
Position 2097: 0.00013242035835466775
Position 377: 0.00010963417911164862
Position 4942: 9.312123724668294e-05
Position 4602: 8.537955487812423e-05
Position 1456: 7.525924219243552e-05
Position 4889: 6.47083766418275e-05
Position 764: 6.325392193905948e-05
Position 1102: 6.250438786427959e-05
Position 439: 6.13366237294518e-05
Position 4192: 6.040235655467518e-05
Position 1308: 5.23557439297201e-05
Position 451: 4.603786997251044e-05
Position 2891: 4.239575040140997e-05
Position 2917: 4.2162602209052035e-05
Position 107: 4.055911429881326e-05
Position 2724: 3.928138801094263e-05
Position 976: 3.919728890174023e-05
Position 131: 3.799337076697725e-05
Position 612: 3.604735917514108e-05
Position 1193: 3.407664972321683e-05
Position 1556: 3.180623612781471e-05
Position 1534: 3.034004552802642e-05
Position 5198: 2.598455827905325e-05
Position 1434: 1.7145258742347507e-05
Position 3846: 1.5540563570808907e-05
Position 1034: 1.5123422238286213e-05
Position 301: 1.3406892499427163e-05
Position 4145: 1.2965704034290199e-05
Position 432: 1.2470596339286607e-05
Position 1591: 1.2243949127755298e-05
Position 1089: 1.0468533903135514e-05
Position 519: 9.14391133676418e-06
Position 462: 8.898908131351068e-06
Position 1313: 7.156753581888308e-06
Position 1123: 4.108869979468308e-06
Position 1563: 2.9934316676489066e-06
Position 506: 2.960958912431681e-06
Position 494: 1.752398220620147e-06
Position 997: 1.4275320449699443e-06
Position 216: 1.3048860050394956e-06
Position 2064: 7.399731371039357e-07
Position 1531: 4.4711212899385033e-08
Position 84: 3.2116364150444913e-09
Position 86: 2.795624513954781e-09
Position 267: 1.3022410094293295e-09
Position 116: 1.153779046148559e-09
Position 241: 5.570194640779597e-10
Position 480: 3.946821436704368e-10
Position 93: 3.0487359236829577e-10
Position 261: 2.888852261707108e-10
Position 238: 2.1506040807532039e-10
Position 220: 1.0957584800147688e-10
Position 264: 3.7313747485799674e-11
Position 623: 3.532465088816692e-11
Position 103: 2.502169588995657e-11
Position 294: 1.2773381077350926e-11
Position 256: 7.708132587051667e-12
Position 273: 5.393029613062676e-13
Position 467: 1.5288900602295144e-13
Position 281: 1.0143399246990927e-13
Position 277: 7.372315874570795e-14
