Gene = D1Ertd622e
Position 1015: 1.4938087809945457e-06
Position 2652: 1.376381820796217e-06
Position 1959: 9.094403286205108e-07
Position 686: 8.815951926578534e-07
Position 1635: 7.030502181319554e-07
Position 1021: 5.461955163271161e-07
Position 1541: 3.670550374974252e-07
Position 1643: 2.9113512011307443e-07
Position 165: 2.5083515543595414e-07
Position 593: 2.3710555054666894e-07
Position 1048: 2.2936521514721263e-07
Position 439: 2.0464446063586582e-07
Position 786: 2.0394695070226694e-07
Position 629: 1.8136329521400702e-07
Position 514: 1.7182659808859416e-07
Position 1763: 1.7030474797023733e-07
Position 555: 1.6918307692147462e-07
Position 2221: 1.4594494436823146e-07
Position 2301: 1.2794010121400834e-07
Position 950: 1.1505337007567752e-07
Position 1071: 7.985562046768836e-08
Position 216: 7.770124841709013e-08
Position 690: 7.011897469569692e-08
Position 1767: 6.586054141617098e-08
Position 1294: 5.5774767392543374e-08
Position 2182: 4.623504282606288e-08
Position 1942: 4.242159118269277e-08
Position 497: 3.9146920057916514e-08
Position 856: 3.846231616390698e-08
Position 823: 3.6608855961334025e-08
Position 2420: 3.597759279948656e-08
Position 819: 2.5107367912524518e-08
Position 963: 2.4137327995197014e-08
Position 328: 2.111587312240374e-08
Position 1068: 1.861049394348046e-08
Position 2232: 1.4007773209932157e-08
Position 2391: 9.460781540137465e-09
Position 2323: 9.017375141103387e-09
Position 765: 5.880622766474043e-09
Position 694: 5.732075304269031e-09
Position 1110: 5.2838670802195285e-09
Position 2209: 3.661448258440427e-09
Position 2104: 2.9669649162167566e-09
