Gene = Angptl8
Position 1347: 4.440752539980213e-05
Position 516: 4.230787099310465e-05
Position 222: 4.110408048813592e-05
Position 1215: 3.283633475568435e-05
Position 541: 3.138661009235524e-05
Position 1279: 2.871033092682052e-05
Position 751: 2.8107312941986327e-05
Position 713: 2.7532225197542316e-05
Position 1721: 2.498310306270923e-05
Position 1820: 2.2190773161408458e-05
Position 760: 2.2085704668169908e-05
Position 1085: 2.2007680760047917e-05
Position 1769: 2.169358591672479e-05
Position 1408: 2.1147118393093526e-05
Position 1041: 2.0697912061200197e-05
Position 766: 2.0230463097611305e-05
Position 780: 1.9572013980217623e-05
Position 963: 1.8779769441585924e-05
Position 769: 1.8692421956833325e-05
Position 776: 1.7489307545717027e-05
Position 703: 1.4497188486549316e-05
Position 1289: 1.4119759271564065e-05
Position 1829: 1.4006747352098802e-05
Position 1661: 1.1598906880822499e-05
Position 1222: 1.0936841987325451e-05
Position 1431: 9.61924870487619e-06
Position 725: 8.966917864707527e-06
Position 1827: 8.896195940736405e-06
Position 334: 8.427982135147485e-06
Position 191: 8.189054171946206e-06
Position 582: 7.51526133131447e-06
Position 567: 7.496708734601694e-06
Position 1401: 6.505141157047224e-06
Position 833: 6.422804047680495e-06
Position 274: 5.223599023576507e-06
Position 1220: 5.055476229814083e-06
Position 304: 4.651423638324458e-06
Position 1750: 4.525640289272206e-06
Position 523: 4.41912120782394e-06
Position 1262: 4.266923885780588e-06
Position 938: 4.0837472101891114e-06
Position 993: 3.923075766687608e-06
Position 143: 3.575547376548943e-06
Position 1724: 3.2671790777220317e-06
Position 977: 3.062811744592959e-06
Position 248: 2.6979348609455e-06
Position 599: 2.548890270156425e-06
Position 550: 2.4925609513724425e-06
Position 747: 2.4490239611114883e-06
Position 716: 2.374308490499693e-06
Position 719: 2.2985068960253323e-06
Position 363: 2.086374088308097e-06
Position 1731: 1.3613222716233686e-06
Position 288: 1.3239256007866285e-06
Position 176: 1.25954390042754e-06
Position 1063: 1.109009867526382e-06
Position 1054: 1.0199564483825285e-06
Position 224: 8.819823183271692e-07
Position 204: 7.912946017818429e-07
Position 1057: 6.139523283327233e-07
Position 252: 5.115352904820997e-07
Position 194: 4.4175893151544204e-07
Position 262: 4.095607515265865e-07
Position 170: 3.6584596857503446e-07
Position 148: 3.029577283838718e-07
Position 89: 1.1909021953684921e-07
Position 277: 6.364364001107649e-08
Position 298: 2.769919755915049e-08
Position 558: 2.2292400696149563e-08
Position 256: 1.2938655534403913e-08
Position 178: 9.836701318148357e-09
Position 803: 9.594651017560497e-09
Position 521: 6.1537996724434894e-09
Position 107: 4.928157696950549e-09
Position 835: 3.6615934366823866e-09
Position 572: 2.2460003976539264e-09
Position 91: 1.8566321345456515e-09
Position 317: 1.7111484706173644e-09
Position 95: 1.5508649797814384e-09
Position 309: 1.0810313817792377e-09
Position 339: 5.343321585869124e-10
Position 341: 3.912387770872876e-10
Position 109: 2.478600204817572e-10
Position 589: 8.957041915631451e-11
