Gene = Elof1
Position 1006: 0.00015294564171118273
Position 3797: 0.000144426078193191
Position 1782: 9.994495520540315e-05
Position 140: 9.51176717952069e-05
Position 2107: 6.498215445174601e-05
Position 3678: 6.33434089342872e-05
Position 4171: 5.535301931572184e-05
Position 769: 2.6633798590369147e-05
Position 138: 2.3865338115310828e-05
Position 1027: 2.0727519493536567e-05
Position 3094: 1.634579018237985e-05
Position 860: 1.4983797706057317e-05
Position 212: 1.3624258049936966e-05
Position 3578: 1.288170894459948e-05
Position 688: 1.2351592181824821e-05
Position 798: 1.2275217658369601e-05
Position 3602: 1.1253398852618297e-05
Position 1189: 8.738240685824507e-06
Position 934: 5.867663240684645e-06
Position 468: 5.251056884247743e-06
Position 145: 4.483047219506689e-06
Position 480: 3.1586591302988e-06
Position 685: 2.942343267165743e-06
Position 406: 2.7157188370384868e-06
Position 355: 2.689054119471623e-06
Position 488: 2.6818788774005945e-06
Position 416: 2.239188474854455e-06
Position 181: 2.150185878234654e-06
Position 3515: 4.440634101118821e-07
Position 351: 6.027483645357944e-08
Position 810: 5.166075838900277e-08
Position 398: 5.120823645228074e-08
Position 907: 4.3579430366518205e-08
Position 507: 2.922289015591177e-08
Position 877: 9.71518832371864e-09
Position 517: 1.2034887390012474e-09
Position 450: 5.860436899995974e-13
