Gene = Gar1
Position 5958: 0.01421789719686368
Position 4737: 0.013625655908609887
Position 5261: 0.013394920892396198
Position 4877: 0.013312981144142115
Position 1934: 0.011208966419063476
Position 2159: 0.011094190256838951
Position 6282: 0.011082618325765247
Position 3044: 0.009653300849292367
Position 1910: 0.008224499680983894
Position 1232: 0.007675367113686989
Position 631: 0.007417854623595536
Position 2431: 0.0070357801863317635
Position 2003: 0.006302180121218899
Position 2390: 0.00625641886394535
Position 679: 0.006234524248933859
Position 5500: 0.006212331746566187
Position 4774: 0.004983106169095494
Position 712: 0.004377773923633056
Position 4707: 0.004228949883652961
Position 549: 0.003919864735996427
Position 880: 0.003768893859138175
Position 2123: 0.003273695575975766
Position 3568: 0.0030993102969599767
Position 1963: 0.0030732247243597634
Position 4205: 0.0028024818162223643
Position 2441: 0.0025163521002589785
Position 1543: 0.0025116547790841413
Position 522: 0.0023481687958835937
Position 2937: 0.002341767707262847
Position 2357: 0.0022996937900275306
Position 6093: 0.002210383990860209
Position 567: 0.0021408127846680716
Position 5929: 0.0019300214702300434
Position 1715: 0.0015812972455741166
Position 2976: 0.0015683065864433763
Position 6190: 0.001556857941101809
Position 4994: 0.0013657946460107458
Position 6279: 0.0013641039239973701
Position 5352: 0.001329350780051497
Position 5789: 0.0012994983150579665
Position 1559: 0.001284198147101236
Position 609: 0.0012500362815917139
Position 706: 0.001192229865835992
Position 519: 0.001191712118479945
Position 6215: 0.0011383732531356975
Position 110: 0.0010892088889771982
Position 1455: 0.0009754278947061701
Position 1972: 0.0009738501740455471
Position 2757: 0.0009394123752949315
Position 4710: 0.0009258761208621618
Position 3318: 0.0009062058221414258
Position 135: 0.0008919395898152443
Position 5660: 0.0008805715561333669
Position 1670: 0.0008553862031454162
Position 844: 0.0008376336095926662
Position 1272: 0.0008185799253657887
Position 6390: 0.0007972208943647274
Position 603: 0.0007745597745218606
Position 6200: 0.0007725757019267283
Position 1780: 0.0007410042022057931
Position 6440: 0.0006444864827189249
Position 159: 0.0006196770973138731
Position 4910: 0.0005243402994488666
Position 6030: 0.0004924864831528841
Position 774: 0.00048509075346572333
Position 6012: 0.000458239595848819
Position 490: 0.0004067939826758918
Position 673: 0.00038992396106225487
Position 922: 0.00030466394935752856
Position 2205: 0.00027788536056333837
Position 6305: 0.0002547935028555391
Position 895: 0.0002282670935879101
Position 660: 0.00020702799807992606
Position 471: 0.00016429444079879262
Position 648: 0.0001630077538361503
Position 5720: 0.0001500524552115498
Position 890: 0.00014206519771628532
Position 1114: 0.00012275273364212327
Position 210: 0.00011317491735064473
Position 864: 9.416594514351386e-05
Position 475: 8.92024645891006e-05
Position 687: 6.682072646373486e-05
Position 553: 6.460121467728275e-05
Position 2301: 6.338054695800639e-05
Position 1587: 6.198219910349044e-05
Position 481: 5.814935075118807e-05
Position 1744: 5.346737371794721e-05
Position 433: 5.3009634251098236e-05
Position 257: 4.520359584538032e-05
Position 582: 4.0804866156110205e-05
Position 729: 3.899602277998569e-05
Position 1805: 2.917936745371561e-05
Position 1815: 1.9737118214988194e-05
Position 1246: 1.662987172815399e-05
Position 207: 1.3508405496522306e-05
Position 217: 1.0858870756208918e-05
Position 1134: 6.815273910191005e-06
Position 1756: 2.945285973503863e-06
Position 726: 2.9333862454159755e-06
Position 857: 2.77248819393813e-06
Position 1158: 2.4136635015211607e-06
Position 780: 2.0159766839929815e-06
Position 551: 1.9198896505507167e-06
Position 228: 1.6850193808615455e-06
Position 806: 1.653769389337789e-06
Position 756: 9.937917092031558e-07
Position 264: 9.417755848586812e-07
Position 949: 9.125582780803299e-07
Position 1874: 7.894561809932642e-07
Position 1605: 3.4081964134309665e-07
Position 1575: 2.909656598376265e-07
Position 385: 1.5084816583015165e-07
Position 427: 1.2338002055486733e-07
Position 789: 1.1179949671397224e-07
Position 741: 7.422317089974809e-08
Position 283: 4.4574019257079226e-08
Position 299: 6.637540888134927e-09
Position 293: 2.9669964539986567e-09
Position 303: 9.82805963590385e-10
