Gene = Veph1
Position 231: 0.0002210314004992148
Position 106: 0.00022016963816267116
Position 218: 0.00019723226254649226
Position 1636: 0.0001849297191131651
Position 1905: 0.0001753142293099239
Position 1317: 0.00016029419800753163
Position 3903: 0.00013811431528551436
Position 1349: 9.425130629641873e-05
Position 134: 9.415127154112573e-05
Position 3222: 9.30795319759041e-05
Position 1125: 9.300932688716832e-05
Position 1284: 7.782584499740046e-05
Position 2656: 7.561496785431141e-05
Position 2029: 6.333203635424453e-05
Position 1722: 5.615173697911254e-05
Position 992: 4.5925769483143394e-05
Position 1417: 4.474445303492623e-05
Position 636: 4.234117410608961e-05
Position 1307: 3.9245583152312464e-05
Position 125: 3.720856701092928e-05
Position 1010: 2.46212450641147e-05
Position 472: 2.41917734789122e-05
Position 781: 2.1893533093120685e-05
Position 171: 1.8239590313163988e-05
Position 609: 1.4508713641881104e-05
Position 309: 1.443105848410405e-05
Position 180: 1.401083897101053e-05
Position 598: 1.22218040371987e-05
Position 498: 1.2020520670042205e-05
Position 581: 1.1969509839083295e-05
Position 147: 1.0136398608569027e-05
Position 953: 9.565643563269794e-06
Position 655: 5.8923378128358265e-06
Position 1428: 5.8647398439803895e-06
Position 1377: 3.0097519442348557e-06
Position 1196: 2.795775421969535e-06
Position 2099: 1.5714236440369676e-06
Position 378: 1.273739576266382e-06
Position 300: 1.1884683630937958e-06
Position 1090: 2.529347320031065e-07
Position 188: 1.128386203852206e-07
Position 439: 7.96762551887603e-08
Position 234: 4.0567632377123485e-08
Position 290: 1.902685816296305e-08
Position 313: 1.388198523901216e-08
Position 318: 1.0194050771298743e-08
Position 360: 8.952213812921033e-09
Position 280: 8.840747428563184e-09
Position 294: 5.65643068020051e-09
Position 323: 3.5927719825472505e-09
Position 325: 2.344860374150547e-09
Position 339: 2.1996490122381997e-09
Position 502: 5.961522378929513e-10
Position 661: 5.105190182945933e-10
Position 444: 4.720557820686504e-10
