Gene = Tirap
Position 153: 7.662276522535543e-07
Position 249: 7.05089351006586e-07
Position 9394: 4.897662372485781e-07
Position 321: 4.302252799184623e-07
Position 1139: 2.2752227167916943e-07
Position 9003: 1.9941899002953848e-07
Position 333: 1.8032490047378055e-07
Position 231: 6.174381469111614e-08
Position 9287: 2.6487255076511457e-08
Position 357: 2.1518835591515962e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 8594: 0.9906707619460292
Position 8908: 0.8320026405405112
Position 971: 0.8258337200002808
Position 9114: 0.6451237188206728
Position 12481: 0.6260326284428472
Position 8220: 0.4693270774345477
Position 13029: 0.42815475770545525
Position 13984: 0.29837812199088315
Position 14102: 0.2731835249362743
Position 8336: 0.2455722563213588
Position 10401: 0.22406951559783578
Position 10293: 0.19597578351095007
Position 12141: 0.1931757707515336
Position 9190: 0.19235522265893132
Position 12360: 0.1915886314076624
Position 11436: 0.17550968059452465
Position 13291: 0.1571382262924854
Position 14347: 0.14810081286433963
Position 13096: 0.09569571489092316
Position 15105: 0.07510826875942041
Position 13710: 0.07369896932981485
Position 10995: 0.07009442110706662
Position 10573: 0.06985538301334554
Position 15264: 0.06465935239663823
Position 1717: 0.05784926136291016
Position 1404: 0.05287235489124371
Position 13163: 0.051063556477416935
Position 9231: 0.04838469000986817
Position 8486: 0.03590356205609927
Position 8181: 0.03134013834225491
Position 11847: 0.030503990273611496
Position 304: 0.029446479213377442
Position 8851: 0.025856969917778715
Position 12747: 0.02474866441683558
Position 1304: 0.024261859878067952
Position 15285: 0.021055040015034998
Position 5375: 0.019521300865913308
Position 14146: 0.018933080295226674
Position 242: 0.012565056413466908
Position 11539: 0.01251447511379957
Position 8807: 0.012126899743060204
Position 7891: 0.01179013229801816
Position 735: 0.011757108093301397
Position 11345: 0.011103845596427853
Position 5408: 0.0107427141702587
Position 8931: 0.00934838677911807
Position 5557: 0.008575437064524087
Position 259: 0.007942987036979344
Position 847: 0.007858449716595052
Position 2569: 0.007005355840620246
Position 10615: 0.006969390679532158
Position 14917: 0.006792274386998585
Position 13122: 0.006508483027667261
Position 1216: 0.006412134616455318
Position 1336: 0.006365540315592278
Position 13613: 0.0058915913213095925
Position 12883: 0.005809333083628471
Position 1696: 0.005600030299273222
Position 419: 0.005515210192171023
Position 11075: 0.005086453923012416
Position 15198: 0.005032771669396191
Position 1041: 0.004335954634487041
Position 11167: 0.004224580599020563
Position 13729: 0.004006763165160838
Position 14042: 0.0038156584339005895
Position 14064: 0.003374605696265618
Position 10815: 0.0033219878979730867
Position 10463: 0.003262278518101724
Position 9487: 0.0030922139741887196
Position 542: 0.0029069286798255292
Position 219: 0.002606111094797576
Position 1737: 0.002594402689959072
Position 1525: 0.002572566627026327
Position 866: 0.00255427126349655
Position 1263: 0.002545498870470222
Position 927: 0.0024644251833330537
Position 1066: 0.002400186284737627
Position 9563: 0.002388828792342596
Position 1522: 0.0023599769842708243
Position 9089: 0.00232220315852943
Position 5844: 0.002159629284318507
Position 11113: 0.0021198220195773007
Position 1469: 0.002005208555793767
Position 787: 0.0019284371541642877
Position 979: 0.0018122626777258442
Position 1650: 0.001803132437720257
Position 7494: 0.0017729888312004042
Position 13428: 0.0017116087771894832
Position 1010: 0.0017077476849474411
Position 328: 0.0017056548848556007
Position 1171: 0.0017015551586985866
Position 5964: 0.001574095019847942
Position 10297: 0.0015551691513914427
Position 740: 0.0014169994332370248
Position 5055: 0.0013698602963504894
Position 1487: 0.0012269591196701383
Position 9080: 0.001197482989724575
Position 2519: 0.0010959961443035948
Position 9137: 0.0010912715737114772
Position 937: 0.0010120285167173361
Position 9197: 0.0009731213306774211
Position 213: 0.000955958525459402
Position 200: 0.0009144553516329526
Position 10788: 0.0008954509100733517
Position 1612: 0.0008788555416254152
Position 995: 0.0008767678926335916
Position 5499: 0.0007986987407703199
Position 263: 0.0007242411842117171
Position 8862: 0.0006602815816639689
Position 1247: 0.0005873000936139974
Position 11172: 0.0005674868590371259
Position 9048: 0.0005626033162773311
Position 9254: 0.00045290723554357814
Position 556: 0.00044879275389819983
Position 9251: 0.00044717702329599474
Position 1306: 0.00040896088166289605
Position 10691: 0.00035770756919055013
Position 2626: 0.0003532904712141689
Position 9934: 0.00034498745776649306
Position 9888: 0.00034332481899355103
Position 9367: 0.00032200299214560634
Position 331: 0.0003028651658726608
Position 2527: 0.0002988960376464496
Position 799: 0.0002724846258781293
Position 426: 0.0002633507013047024
Position 10341: 0.00023534059622352883
Position 10750: 0.00022459631639961444
Position 9132: 0.00019866829957704323
Position 333: 0.00018123189421039753
Position 2500: 0.00016205918810611195
Position 9968: 0.0001555810615501751
Position 585: 0.00014234033562618371
Position 10741: 0.00012797625650552415
Position 9055: 0.00012621231135963773
Position 718: 0.0001213843694973405
Position 11107: 0.000113427050134001
Position 11131: 0.00010226142314977527
Position 11048: 9.892768903433958e-05
Position 294: 9.496383730972122e-05
Position 852: 9.011396515297013e-05
Position 352: 8.186372445424992e-05
Position 707: 8.020946828287145e-05
Position 896: 7.51112294682392e-05
Position 948: 7.339771646341768e-05
Position 405: 7.232604035728339e-05
Position 9709: 6.825750353165281e-05
Position 365: 6.469756369292436e-05
Position 9029: 6.063609518048033e-05
Position 7521: 5.3375482965242726e-05
Position 7454: 4.835207275605281e-05
Position 340: 4.560807857246672e-05
Position 875: 4.410250439827843e-05
Position 9686: 4.3710136521083914e-05
Position 9066: 3.891932502648318e-05
Position 10005: 3.787949764058096e-05
Position 368: 3.34254305498719e-05
Position 1314: 3.205218211755643e-05
Position 9982: 3.1733475436380846e-05
Position 1541: 3.028162258989478e-05
Position 1450: 2.3609551539880326e-05
Position 8791: 2.3318745034058165e-05
Position 647: 2.0849900017806762e-05
Position 887: 1.6777656266952903e-05
Position 8993: 1.6224911527592592e-05
Position 619: 1.2469708579139542e-05
Position 10346: 1.1756484302669664e-05
Position 378: 1.0369799989320118e-05
Position 835: 1.0284869090322888e-05
Position 10596: 9.430244872351979e-06
Position 1700: 7.602148521335707e-06
Position 2454: 7.5305235272371926e-06
Position 954: 7.309581419131392e-06
Position 657: 7.052808293747596e-06
Position 488: 5.632273953610942e-06
Position 277: 5.631399698032615e-06
Position 223: 5.557925747385886e-06
Position 1268: 4.985333491640082e-06
Position 1270: 3.712932719575419e-06
Position 434: 3.3018206022696172e-06
Position 616: 3.098012025342176e-06
Position 812: 3.021034782655044e-06
Position 10441: 2.852887737480807e-06
Position 634: 2.595261086978208e-06
Position 1265: 2.3595326941076357e-06
Position 1554: 2.0130733570475453e-06
Position 184: 1.8313685881519894e-06
Position 1647: 1.3334414148644821e-06
Position 1188: 1.206502416128836e-06
Position 1224: 1.1875237335727957e-06
Position 10312: 1.0451524706329891e-06
Position 153: 9.253836083946468e-07
Position 10427: 8.649200491298222e-07
Position 10360: 7.213772950077992e-07
Position 821: 4.930375018944839e-08
Position 9314: 1.3611661685400364e-08
Position 87: 3.1196489277049097e-09
Position 126: 2.805852329721533e-09
Position 123: 1.99988965386543e-09
Position 592: 7.919295596465748e-11
Position 131: 6.067459240917781e-11
Position 439: 1.0144454917714454e-12
Position 97: 4.505247492760584e-14
