Gene = Irgq
Position 990: 0.0008739031220160753
Position 786: 0.0007113499418428447
Position 5337: 0.0006898335516006647
Position 3736: 0.0006183307126514007
Position 2863: 0.0005225510097270009
Position 1312: 0.0005202746025898179
Position 822: 0.0004658237613607715
Position 569: 0.0004534772394995272
Position 1902: 0.00043169416249429633
Position 1180: 0.0004291506796886433
Position 627: 0.000358236620010586
Position 4087: 0.0003254032714327427
Position 392: 0.00030730795957068684
Position 1000: 0.0002947749291830963
Position 1209: 0.0002779374344605292
Position 876: 0.00026754872516855383
Position 592: 0.0002143504048654552
Position 1069: 0.00019044161317105802
Position 2815: 0.00018406673541863716
Position 150: 0.0001828561001141746
Position 966: 0.00017433076505945475
Position 918: 0.0001462290025343241
Position 370: 0.00011439703288614558
Position 534: 0.00010033608355556363
Position 1191: 9.672242798014129e-05
Position 802: 9.164355130592332e-05
Position 320: 7.996744341840193e-05
Position 2620: 5.9822656161922205e-05
Position 4434: 5.15294570495748e-05
Position 385: 4.193085887416319e-05
Position 2512: 4.052262674485671e-05
Position 3042: 4.0082355859822526e-05
Position 171: 3.538770582897822e-05
Position 401: 3.100248105394358e-05
Position 2850: 3.0470556130225318e-05
Position 2985: 2.321484544882836e-05
Position 635: 2.1613888641375743e-05
Position 2797: 1.968372706531664e-05
Position 460: 1.0461980819832852e-05
Position 839: 9.961565496248534e-06
Position 587: 5.890722716034037e-06
Position 2312: 4.103695209826637e-06
Position 1699: 4.048133424804105e-06
Position 160: 2.8875127300075353e-06
Position 963: 2.696687421205829e-06
Position 988: 2.3259307868712146e-06
Position 536: 2.068698854805667e-06
Position 804: 2.0640100210710037e-06
Position 881: 1.287518560770278e-06
Position 632: 4.3560370603722245e-07
Position 1401: 1.958183992033732e-07
Position 1215: 1.2415444856298045e-07
Position 601: 1.1732994646069023e-07
Position 611: 1.1265684737784373e-07
Position 1224: 9.603979011770898e-08
Position 597: 8.244239842457552e-08
Position 264: 5.240901009688628e-08
Position 268: 3.163611759370988e-08
Position 338: 1.223173361095791e-08
Position 244: 2.218854730023343e-09
Position 414: 1.1191711371579586e-12
Position 256: 1.6979222524435122e-13
Position 237: 1.666256530229678e-13
Position 277: 1.2887800878890721e-15
Position 111: 6.773488849117739e-17
