Gene = Ly96
Position 2209: 0.00016312791120770182
Position 2357: 0.00015517259887235925
Position 1716: 0.00015196957395283422
Position 1763: 0.00015058453831913948
Position 1038: 0.00014041561924342983
Position 1053: 0.00013318727189227874
Position 261: 0.00013061916880662016
Position 1348: 0.0001202357146186537
Position 2179: 0.00011439878661067064
Position 757: 0.00010516106788959427
Position 564: 9.11602822301933e-05
Position 1729: 8.83997508891519e-05
Position 1537: 7.594021591115215e-05
Position 284: 7.504342166274807e-05
Position 747: 5.910865180704453e-05
Position 3674: 5.0891199813317494e-05
Position 140: 4.706425040609009e-05
Position 1154: 4.657772838531839e-05
Position 946: 4.5433881791961955e-05
Position 3134: 2.5529152624957536e-05
Position 1376: 5.4681126890070236e-06
Position 2176: 5.214382369223491e-06
Position 134: 4.616016738186822e-06
Position 291: 3.352053684125396e-06
Position 2144: 3.103537731713149e-06
Position 1941: 2.2177379568219803e-06
Position 207: 1.5356324481683844e-06
Position 1237: 9.774427238187575e-07
Position 1186: 9.73727973021507e-07
Position 191: 3.1829208182832755e-07
Position 1440: 2.5313438637519035e-07
Position 477: 2.500051234099298e-07
Position 583: 1.8411105841978924e-07
Position 131: 7.645265185307135e-08
Position 231: 3.089853554983928e-08
Position 233: 2.9188399998952404e-08
Position 237: 2.6616684592354563e-08
Position 209: 2.518372783309452e-08
Position 319: 2.819054871338517e-09
