Gene = Nhej1
Position 1169: 0.001038615986743008
Position 5742: 0.0010191430767167193
Position 1318: 0.0010087257578106975
Position 5435: 0.0009854266320701314
Position 4236: 0.0009156637492443862
Position 1848: 0.0008923458102407214
Position 921: 0.0008041094027437865
Position 292: 0.000752592163690182
Position 1834: 0.000724476509789656
Position 2789: 0.0007018187997360094
Position 2624: 0.0006954958942777892
Position 4173: 0.0005969955510814662
Position 1145: 0.0005937737819972875
Position 4895: 0.0005811459205888807
Position 2526: 0.0005327592402657483
Position 1462: 0.000500521627637892
Position 2687: 0.00041724469137452213
Position 3249: 0.0004008380198001249
Position 3319: 0.00038526550557579323
Position 3573: 0.00035021486950030526
Position 2222: 0.0003275138154860316
Position 2747: 0.0003246152749371158
Position 3350: 0.00032094532786075417
Position 1478: 0.000313236545904596
Position 211: 0.00028618056378808547
Position 1224: 0.0002645411805113913
Position 888: 0.00024390480766405776
Position 3043: 0.00022957231435667358
Position 839: 0.00021741304612700406
Position 2995: 0.00021108028246913973
Position 2871: 0.00020416503020084453
Position 2265: 0.00019406406080959632
Position 262: 0.00011942914915205204
Position 2047: 0.00011689713064028783
Position 1060: 9.997057191717706e-05
Position 1855: 9.852470550629987e-05
Position 1743: 9.722111929859123e-05
Position 1006: 6.957738644143106e-05
Position 1012: 6.568808604429529e-05
Position 791: 4.285446659845571e-05
Position 925: 4.135188795075387e-05
Position 474: 3.628758869330398e-05
Position 333: 3.5000166947220354e-05
Position 231: 3.333723434335633e-05
Position 387: 3.067293516874657e-05
Position 743: 3.066193712926732e-05
Position 552: 2.8747225279243334e-05
Position 695: 2.763465518407085e-05
Position 648: 2.6794716502769213e-05
Position 600: 2.4860700861101006e-05
Position 1493: 1.5235960661833186e-05
Position 2140: 1.1429123986337133e-05
Position 1472: 6.990314336423712e-06
Position 894: 6.627732505555374e-06
Position 981: 3.63424551985602e-06
Position 249: 3.071493169851908e-06
Position 2026: 2.9387495061033877e-06
Position 1584: 2.506178431774712e-06
Position 910: 2.0311944150750195e-06
Position 1488: 2.0118969168572117e-06
Position 905: 1.7236535926308849e-06
Position 1499: 1.4456676792468395e-06
Position 1328: 5.864807199009815e-07
Position 225: 4.996673881144964e-07
Position 1282: 4.755680694125321e-07
Position 1286: 4.5867029980440436e-07
Position 320: 3.9711285638375587e-07
Position 1288: 2.073899608032103e-07
Position 505: 8.881205745900237e-08
Position 242: 6.491908985005027e-08
Position 487: 2.8253874518998357e-09
Position 933: 1.0951107429743849e-09
Position 303: 7.622662821699964e-10
Position 937: 2.1269231476401723e-10
Position 948: 9.543765116874596e-11
Position 339: 3.136431772979527e-11
