Gene = Ppat
Position 5720: 0.001275602012287425
Position 4139: 0.0012496343258857298
Position 7778: 0.0011466346834145328
Position 2681: 0.0011257971266675356
Position 3613: 0.0010893427069963264
Position 2016: 0.0010239975586265986
Position 341: 0.0010160657979047024
Position 466: 0.001005903736682458
Position 1778: 0.0009468988626124479
Position 1048: 0.0009360586031795217
Position 7075: 0.0007493330412659271
Position 463: 0.0007066908192140709
Position 2546: 0.000548674906755125
Position 2072: 0.0004853364335291776
Position 3697: 0.00042706314207367453
Position 1346: 0.0004103918225042759
Position 5821: 0.0004038302851382606
Position 3205: 0.00039749595984979723
Position 2763: 0.00039398409080153513
Position 2441: 0.0003463987875432277
Position 3424: 0.0003261612780952987
Position 1433: 0.00031843892650427086
Position 3736: 0.0003133889893384111
Position 1553: 0.00030857426570490306
Position 691: 0.0002829808708928751
Position 3572: 0.00028171462976040866
Position 1272: 0.0002473161137925744
Position 3575: 0.00024697423504909744
Position 1094: 0.00023832288185197584
Position 3058: 0.00022217078063960916
Position 2658: 0.00021269765429056753
Position 3546: 0.00021261504661362999
Position 839: 0.00019713572829483647
Position 947: 0.00019059448793710057
Position 1511: 0.0001865524097812478
Position 922: 0.0001854203330150615
Position 3376: 0.00017866503308891984
Position 987: 0.00017514651275403863
Position 2412: 0.00017115046896404006
Position 2549: 0.0001615948792853502
Position 6344: 0.00015892071948661916
Position 3364: 0.0001416281923294963
Position 3131: 0.0001217218385776043
Position 557: 0.00011885905788140367
Position 3711: 0.00011575007101896688
Position 2730: 0.00011280396863038315
Position 1109: 0.00011078351606974095
Position 851: 0.00010734596541358815
Position 421: 0.0001006983323944715
Position 2678: 9.118110989549187e-05
Position 3256: 9.036515004732e-05
Position 1030: 8.07000070808167e-05
Position 871: 7.143630786305367e-05
Position 1114: 7.129441206045076e-05
Position 951: 7.108844302423281e-05
Position 1296: 6.970594663616431e-05
Position 505: 6.707581559052707e-05
Position 2816: 6.268205485863958e-05
Position 616: 6.204907141205902e-05
Position 499: 5.630077854530066e-05
Position 381: 5.614076329013662e-05
Position 216: 5.495172477827599e-05
Position 998: 5.4712913319436546e-05
Position 433: 5.3958221679440064e-05
Position 2766: 4.761831316434848e-05
Position 714: 4.400200826030235e-05
Position 2826: 3.893850219393188e-05
Position 571: 3.745618996764692e-05
Position 1014: 2.8346319452726746e-05
Position 354: 2.7572681962258054e-05
Position 2863: 1.468428457748633e-05
Position 888: 1.2801585525840453e-05
Position 2945: 1.1093530467761092e-05
Position 1096: 7.823521425504527e-06
Position 752: 6.331600903695184e-06
Position 971: 6.022774265033198e-06
Position 384: 5.170900535564386e-06
Position 671: 4.806477930601873e-06
Position 426: 4.1996189509771405e-06
Position 797: 3.9352843894559505e-06
Position 357: 3.282148958291619e-06
Position 1116: 3.194198039369896e-06
Position 575: 2.5817840570033933e-06
Position 306: 2.544621563661901e-06
Position 1463: 2.434670171154918e-06
Position 632: 2.4060587304081565e-06
Position 523: 2.390537987874383e-06
Position 1127: 2.1862943513522523e-06
Position 1917: 7.483309822492423e-07
Position 312: 2.46590829673225e-07
Position 1362: 2.2050855184649266e-07
Position 1855: 1.642220337495777e-07
Position 508: 1.1189335163483201e-08
Position 361: 9.117628872576564e-09
Position 388: 8.813730776122861e-09
Position 410: 7.110406377719676e-09
Position 2187: 6.229129972631644e-09
Position 368: 4.995623191459288e-09
Position 222: 4.2613716206005066e-09
Position 316: 4.246836914060244e-09
Position 154: 1.4307113314124356e-09
Position 225: 1.087081787801614e-09
