Gene = Defb41
Position 323: 0.015547986923593295
Position 3600: 0.013069342488043792
Position 2769: 0.013060818126137387
Position 2729: 0.012516517726533147
Position 3119: 0.012250066775704387
Position 3788: 0.010864573271039102
Position 467: 0.010825129402191129
Position 1960: 0.00904835326856427
Position 4393: 0.008984119524464452
Position 3377: 0.008827463715921711
Position 1577: 0.007552632431416303
Position 4037: 0.006366220567086824
Position 3403: 0.005380095085265364
Position 1715: 0.005248539617300355
Position 2247: 0.0046271493566470345
Position 3019: 0.004489094174434734
Position 4279: 0.0042182414475864394
Position 796: 0.004214322904750506
Position 3447: 0.004086873223749611
Position 946: 0.003901800691962325
Position 1424: 0.0038401822947879884
Position 3392: 0.003571965257616163
Position 353: 0.0032278080868512328
Position 3444: 0.003041702088550925
Position 4310: 0.0029921573917690574
Position 1372: 0.0025380296841777472
Position 700: 0.002349722149768265
Position 153: 0.0023412617683852776
Position 530: 0.002127936888740931
Position 4087: 0.0020138919676183594
Position 1393: 0.001753063709061853
Position 1462: 0.0016534833978916333
Position 4115: 0.0015708941984786126
Position 1653: 0.0015436403695656457
Position 1502: 0.001287320378199286
Position 1547: 0.0012641074740344738
Position 1365: 0.0012017633482837111
Position 1049: 0.0010032390947708673
Position 3565: 0.0009814177912707209
Position 202: 0.0008344832944272888
Position 1471: 0.0006656345646707026
Position 1125: 0.0005145648990025085
Position 2441: 0.0004977377283731524
Position 1350: 0.00040934648474781886
Position 2995: 0.0003956782414524145
Position 1246: 0.0003924923993990578
Position 2229: 0.0003921293673316762
Position 1100: 0.00038347583563367086
Position 4149: 0.0003750992280977284
Position 4094: 0.00037232267802056874
Position 2116: 0.00030091066110645944
Position 3464: 0.0002898611456756892
Position 1148: 0.00022463077075702008
Position 337: 0.00021400439633894585
Position 1353: 0.00021339297374133395
Position 1488: 0.0001970324773657764
Position 743: 0.00018537425996747008
Position 1511: 0.00014980114884785995
Position 2295: 0.00014785303000886395
Position 731: 0.0001477765621396357
Position 1475: 0.00010161003994019405
Position 1995: 9.594425549514535e-05
Position 471: 9.233913628498029e-05
Position 1976: 7.434237661644251e-05
Position 1514: 7.14156676327813e-05
Position 413: 6.924209441565358e-05
Position 828: 6.073885220175672e-05
Position 397: 4.967295101334829e-05
Position 2182: 4.5463499637021855e-05
Position 150: 4.169636328585023e-05
Position 2560: 4.106111810170151e-05
Position 1263: 3.879370379778681e-05
Position 486: 3.737587172037996e-05
Position 1426: 3.6538495581840005e-05
Position 2044: 3.581503194784627e-05
Position 1725: 3.0327667218318206e-05
Position 1761: 2.3031531561322455e-05
Position 1797: 2.200806559903978e-05
Position 208: 1.5748675805870797e-05
Position 410: 1.3288231924196518e-05
Position 2290: 1.2157192229397577e-05
Position 2050: 1.1792583627029348e-05
Position 1982: 1.1123669334898476e-05
Position 2554: 7.010218063514878e-06
Position 1736: 6.618774842072657e-06
Position 215: 5.45876168715572e-06
Position 248: 1.1083505939981437e-06
Position 576: 1.0255944894567163e-06
Position 253: 5.557880702140021e-07
Position 543: 4.514884238600888e-07
Position 77: 3.755963672159323e-07
Position 1172: 1.4823461112477716e-07
Position 88: 7.199018059615927e-08
Position 218: 5.801672130630035e-08
Position 111: 1.1221297745387409e-08
Position 236: 4.812534490423243e-09
Position 79: 4.4786560409173975e-09
Position 231: 2.2729274967411275e-09
Position 745: 6.395582415258255e-11
Position 104: 2.9503264917674155e-12
Position 96: 1.6678158441214749e-12
