Gene = Pde6d
Position 223: 6.009868878825869e-08
Position 664: 5.2050589281036207e-08
Position 479: 5.202505747832028e-08
Position 566: 5.101395119758051e-08
Position 436: 4.8283342826763925e-08
Position 416: 4.082345983670267e-08
Position 390: 3.97964983338245e-08
Position 365: 3.616943249263031e-08
Position 793: 3.486693388164955e-08
Position 297: 3.1681591397162616e-08
Position 902: 1.294641671719785e-08
Position 300: 1.0793472239572138e-08
Position 815: 9.234466273866529e-09
Position 813: 3.509650776200087e-09
Position 681: 1.7234716874728957e-09
Position 975: 8.431048069739783e-10
Position 1138: 8.249730981080613e-10
Position 685: 3.512365123393353e-10
