Gene = Rab3gap2
Position 1572: 0.002840837358074727
Position 7452: 0.002585807929195376
Position 530: 0.0025353830095270684
Position 930: 0.0022310157236535228
Position 302: 0.0020762509926478315
Position 3024: 0.0020433567723620928
Position 2824: 0.0019916950246581366
Position 3332: 0.0016586801931462545
Position 3583: 0.0013679857287150605
Position 1017: 0.0012964777232250028
Position 1134: 0.0012438025093234983
Position 1561: 0.0011480030792577302
Position 7649: 0.0008984966919791805
Position 1112: 0.0008789695577883654
Position 2894: 0.000779212251941479
Position 2166: 0.0007518080009475652
Position 3486: 0.0007501794439931941
Position 659: 0.00072927582859277
Position 410: 0.0005781246054866961
Position 3966: 0.0004772854335461502
Position 1546: 0.00046344778634959847
Position 448: 0.00045036458773551805
Position 1782: 0.00044762081690752657
Position 374: 0.000392888086109288
Position 697: 0.00037011865044373843
Position 1512: 0.00036281414016973133
Position 4087: 0.0002804298425185419
Position 2108: 0.0002548897688191156
Position 431: 0.00024609889343320447
Position 3979: 0.000223122506217971
Position 1654: 0.0002178278424224931
Position 1370: 0.0001801532032643973
Position 160: 0.00017507964595356044
Position 145: 9.651416420773379e-05
Position 4183: 8.914782820065453e-05
Position 9597: 8.634723502422444e-05
Position 1433: 7.192083718783494e-05
Position 979: 6.385216882016261e-05
Position 3899: 5.920818806295266e-05
Position 4601: 5.594579649685617e-05
Position 308: 3.618411732336739e-05
Position 9295: 3.4261266279023675e-05
Position 677: 1.7415662021531567e-05
Position 6190: 1.4262325343225843e-05
Position 4947: 1.3499986802728341e-05
Position 1014: 1.134635633056957e-05
Position 1454: 1.1251515250852871e-05
Position 1067: 9.830843612903715e-06
Position 4761: 8.768046523230702e-06
Position 122: 6.823169044206617e-06
Position 6731: 5.59865772896513e-06
Position 416: 5.005553558738426e-06
Position 7672: 2.9096226875107823e-06
Position 734: 1.803110189065141e-06
Position 169: 1.3311126739388087e-06
Position 538: 1.250487924699145e-06
Position 412: 1.2066640768627778e-06
Position 2259: 9.707046441838267e-07
Position 619: 9.698048170483514e-07
Position 88: 7.474525034896126e-07
Position 4915: 6.877253708226557e-07
Position 4891: 6.167884483753745e-07
Position 107: 5.317452026323567e-07
Position 663: 4.7015244271372444e-07
Position 205: 4.287171204940245e-07
Position 745: 4.1528486794034387e-07
Position 604: 3.9479467716873773e-07
Position 2373: 2.148247261733863e-07
Position 609: 2.1311962163608854e-07
Position 2339: 2.010090650640004e-07
Position 208: 1.3421343567979847e-07
Position 874: 1.2814604043647491e-07
Position 1170: 1.2537398057199966e-07
Position 667: 1.0332351687774682e-07
Position 1272: 9.504616868897222e-08
Position 682: 7.802193183822024e-08
Position 643: 6.939221444089985e-08
Position 1451: 4.475858039145052e-08
Position 1317: 4.0510902645258066e-08
Position 1214: 3.8983041644974034e-08
Position 1514: 3.8199520380344743e-08
Position 715: 3.7356322371224e-08
Position 226: 3.5253660708053915e-08
Position 1216: 2.414800176471018e-08
Position 1218: 2.1976804873244262e-08
Position 1225: 2.0092567496958522e-08
Position 70: 1.1248809976011858e-08
Position 996: 8.300143021334737e-09
Position 228: 6.088367813714061e-09
Position 98: 5.5015749864929665e-09
