Gene = Myd88
Position 337: 3.344578935461086e-05
Position 1737: 2.9091414313509424e-05
Position 1482: 2.297973954997604e-05
Position 1522: 2.0335093236837895e-05
Position 1374: 2.0320342727055176e-05
Position 1649: 2.0096922626129713e-05
Position 2308: 1.8328144995244874e-05
Position 999: 1.6109256319665133e-05
Position 956: 1.5401997776066255e-05
Position 2407: 1.4824858482843264e-05
Position 2438: 1.3814793391601837e-05
Position 615: 1.3762543437641128e-05
Position 1633: 1.2838321563517e-05
Position 435: 1.2359084552493042e-05
Position 2215: 1.1540412550982852e-05
Position 208: 1.0420147969551954e-05
Position 2209: 6.844856709179623e-06
Position 3189: 5.0412767872813345e-06
Position 186: 3.1984330899485086e-06
Position 2673: 8.138285080088152e-07
Position 2719: 6.338703974915913e-07
Position 513: 4.6817042598936095e-07
Position 3066: 3.6527291139361596e-07
Position 3301: 3.4163770716527415e-07
Position 3427: 3.040400601532455e-07
Position 2752: 1.866444444883601e-07
Position 567: 7.174557564537109e-09
Position 2804: 2.510563777600512e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1854: 0.9840400432331194
Position 1330: 0.9669656760499572
Position 2530: 0.8882551561448254
Position 3141: 0.7170290344918951
Position 2195: 0.5661739088048533
Position 2166: 0.31359332155740827
Position 2784: 0.18851275178249077
Position 657: 0.09041177497027619
Position 2490: 0.050943627778181705
Position 848: 0.031953913534571415
Position 3018: 0.024991445171874283
Position 344: 0.020323998552500267
Position 2568: 0.019293834950340538
Position 3588: 0.017256394703614203
Position 2141: 0.016802547242778708
Position 874: 0.012182394271531307
Position 3360: 0.012072761881155759
Position 542: 0.011877059745160765
Position 535: 0.010955128268828593
Position 1094: 0.010279664312687635
Position 2238: 0.010044685527734546
Position 501: 0.008837323528776428
Position 739: 0.008291650960408039
Position 1151: 0.006382206283567242
Position 3771: 0.004110985521301404
Position 3841: 0.003952281306150021
Position 2179: 0.0033345491205273464
Position 3817: 0.0031055052669209447
Position 3774: 0.0025060644410525084
Position 2112: 0.002490603892071049
Position 3649: 0.002446038247088025
Position 1335: 0.002349680741416841
Position 666: 0.0018595834173217324
Position 3446: 0.001837932219867256
Position 2755: 0.0017613918832545367
Position 3328: 0.001734411199633434
Position 2374: 0.001541772883759867
Position 1332: 0.0014463135176219658
Position 2794: 0.0013361131643333
Position 3146: 0.0013313255250095614
Position 2170: 0.0012331801268216655
Position 299: 0.0012078029668388481
Position 938: 0.001133589707028293
Position 2541: 0.0010955479964269842
Position 1116: 0.001058403750483892
Position 2816: 0.000983341558351815
Position 1532: 0.0009718852987572286
Position 2947: 0.0008663709592469398
Position 1084: 0.000722844095784696
Position 2410: 0.000695567722436709
Position 3694: 0.0006938817728918214
Position 318: 0.0006837832469023665
Position 3175: 0.0006768043116886719
Position 1074: 0.0006749084273457601
Position 1103: 0.0006674043900984577
Position 3533: 0.0006223738726511351
Position 3274: 0.0005232042306109933
Position 1795: 0.0005085423710998316
Position 1811: 0.00047472808504296437
Position 370: 0.00041441549862565716
Position 1766: 0.00038300201880301087
Position 3778: 0.00038117234667301185
Position 1910: 0.0003641689644223407
Position 1919: 0.00033644107785082256
Position 615: 0.000334491558374236
Position 586: 0.00031842824751265604
Position 2591: 0.0003114903972119589
Position 2967: 0.0003006282501463895
Position 1491: 0.00029280714501650907
Position 2831: 0.00026142832246638185
Position 547: 0.00025424841002488925
Position 4103: 0.00024327019151672278
Position 1821: 0.00022837988098802005
Position 876: 0.00022808107345020822
Position 3741: 0.00022623306285575315
Position 237: 0.00022533931650199637
Position 2544: 0.00019632458497969885
Position 2640: 0.00017797928215750888
Position 4003: 0.00015487671721779137
Position 2467: 0.0001520422831080646
Position 2287: 0.00014477117572680884
Position 3148: 0.00014045764176907733
Position 714: 0.00013671776229956615
Position 3744: 0.00013495188151658958
Position 2687: 0.00013435781461846886
Position 1727: 0.00012876008405799712
Position 2797: 0.0001213344570969863
Position 2580: 0.00012109247275869866
Position 627: 0.00012103301873084778
Position 3954: 0.0001201112339007796
Position 1354: 0.00011415389766269857
Position 625: 0.0001124699725033249
Position 3301: 0.00010741913224602969
Position 3889: 0.00010002501870406827
Position 2868: 9.869824635644979e-05
Position 3964: 9.520278153514786e-05
Position 856: 9.255052135507914e-05
Position 1682: 8.908973906860227e-05
Position 1922: 8.009760629044453e-05
Position 632: 7.837814683559682e-05
Position 240: 6.71661832567332e-05
Position 1615: 6.653854339591718e-05
Position 3082: 6.592834284895984e-05
Position 2667: 6.45756988436924e-05
Position 3654: 6.267689347904613e-05
Position 601: 6.202290672927953e-05
Position 2577: 6.124839061785849e-05
Position 552: 5.9981352234386095e-05
Position 3750: 5.9934563504501855e-05
Position 2366: 5.7693411791255396e-05
Position 3679: 5.599448534143643e-05
Position 607: 5.538130591658075e-05
Position 4005: 5.444936722799572e-05
Position 4099: 5.3503535070175876e-05
Position 1230: 5.3247420157405145e-05
Position 1304: 5.2566950087432696e-05
Position 170: 5.2403604811536546e-05
Position 3021: 5.113023234409706e-05
Position 3256: 4.9780528027854115e-05
Position 352: 3.9041641782133e-05
Position 1344: 3.887246541636999e-05
Position 1108: 3.8424028250098465e-05
Position 1644: 3.075063536233647e-05
Position 1938: 2.9161679747412692e-05
Position 1554: 2.820498087858827e-05
Position 2240: 2.6610011461514522e-05
Position 581: 2.6136600858294274e-05
Position 1392: 2.5937997812211324e-05
Position 1365: 2.4648054396217672e-05
Position 2017: 2.440980569849079e-05
Position 2314: 2.1809755430176236e-05
Position 2350: 2.1099171774335603e-05
Position 1788: 2.004505839175116e-05
Position 1465: 1.8899405773747065e-05
Position 519: 1.4584397747913334e-05
Position 2259: 1.3828420817238803e-05
Position 1772: 1.3585023375537874e-05
Position 882: 1.2614487418696838e-05
Position 505: 1.1422071517794062e-05
Position 564: 1.0941051856847869e-05
Position 594: 1.0723825072656308e-05
Position 511: 9.651874483440425e-06
Position 1823: 6.406191993735632e-06
Position 1943: 5.081590534933922e-06
Position 3368: 4.394114238557929e-06
Position 442: 1.481230304258207e-06
Position 390: 1.088979225318252e-06
Position 509: 1.0012067170429386e-06
Position 378: 9.728127337348281e-07
Position 513: 8.013047177482323e-07
Position 2475: 7.39049717756734e-07
Position 3698: 7.214663499087327e-07
Position 166: 5.975540926249637e-07
Position 681: 5.560607252229888e-07
Position 399: 3.291777038637154e-07
Position 261: 2.6601981109924563e-07
Position 268: 2.467433237516492e-07
Position 562: 2.2272324419268656e-07
Position 596: 1.7909196251014337e-07
Position 354: 1.4741833509600216e-07
Position 94: 1.1966285384570866e-07
Position 252: 9.670886815736038e-08
Position 757: 6.971503333316642e-08
Position 685: 4.7846940991023525e-08
Position 393: 3.4632312233310906e-08
Position 1250: 1.2894625667801337e-08
Position 1253: 1.212768216582399e-08
Position 270: 6.775455853932443e-09
Position 1298: 6.26789514162809e-09
Position 1301: 4.22084849503785e-09
