Gene = Uros
Position 1292: 0.0045063530404264
Position 15047: 0.004472819673751803
Position 11561: 0.004261795023361314
Position 7336: 0.003887921065642865
Position 9172: 0.003359007503793904
Position 1381: 0.0033581336573653255
Position 21394: 0.0033358425255057664
Position 18468: 0.0032095391551550754
Position 7219: 0.0032030286254804614
Position 8202: 0.0031093053716951123
Position 13636: 0.0030224449973314345
Position 8035: 0.002977835362984565
Position 9922: 0.002976830968313012
Position 6682: 0.002932507583056582
Position 9317: 0.0027527571449885518
Position 11143: 0.00256088993865973
Position 21865: 0.0024699520095996606
Position 11250: 0.0023305110323951815
Position 8411: 0.0022965129516357686
Position 21669: 0.002166815402249128
Position 817: 0.002130177271859507
Position 1334: 0.0019890181883048495
Position 18365: 0.0019868324716258087
Position 806: 0.0017439084496549612
Position 2661: 0.0017297117075431756
Position 20040: 0.001713663707705154
Position 2650: 0.001696695305111202
Position 2426: 0.001659278556036053
Position 19900: 0.0016351274051327478
Position 9061: 0.0015911268279079243
Position 2504: 0.0015640879040170735
Position 9261: 0.0014861764725710397
Position 7228: 0.0014594576083346881
Position 8155: 0.0013150461978179043
Position 754: 0.0011873841717665412
Position 3567: 0.0011342046203009332
Position 2358: 0.0011335843085015747
Position 3498: 0.001102809972858416
Position 4437: 0.0010899884163248922
Position 20622: 0.0010861996529502786
Position 1306: 0.0010297063825158836
Position 7361: 0.0010282715198317762
Position 9082: 0.0010093148190099923
Position 8504: 0.0010005816981411507
Position 3412: 0.0010000074993233342
Position 1522: 0.0009660434883668028
Position 171: 0.0009544814275979896
Position 10884: 0.0008611245799424428
Position 19174: 0.0008003968489722178
Position 4485: 0.0007944042916629301
Position 7617: 0.0007888749074652302
Position 824: 0.0007867755624121147
Position 7199: 0.0007595157654894109
Position 18889: 0.0006109772921069077
Position 8892: 0.0005889645189744042
Position 863: 0.0005461168494883736
Position 1315: 0.0005438229805683262
Position 7289: 0.0005038238783085917
Position 7316: 0.00047853652966885294
Position 1239: 0.0004181828227073986
Position 2336: 0.00041507366776534537
Position 7209: 0.0003856360156950656
Position 11344: 0.0002587035730369877
Position 771: 0.00025559571142583595
Position 1356: 0.0002533091613395008
Position 7111: 0.0002218408992687497
Position 7380: 0.00021541684429536234
Position 2407: 0.0001803424661820941
Position 860: 0.00017419849617426292
Position 7035: 0.00014462109305601732
Position 6563: 0.0001414642340902619
Position 616: 0.00013412074873452826
Position 7231: 0.00012989961120659732
Position 621: 0.00012009917840491373
Position 7637: 0.00010278895186159578
Position 11849: 9.396892966335794e-05
Position 349: 9.157502049164267e-05
Position 9684: 8.770603997398676e-05
Position 11880: 8.433005667438743e-05
Position 6088: 8.312310550566636e-05
Position 10255: 5.052120968126682e-05
Position 6431: 4.949533842038928e-05
Position 10201: 4.669756838756326e-05
Position 19738: 3.976475399276087e-05
Position 10553: 3.787330326343288e-05
Position 332: 3.614512938634355e-05
Position 1615: 3.611552292237574e-05
Position 11924: 3.504736879938839e-05
Position 20721: 3.267194288190395e-05
Position 7412: 2.7689999307937217e-05
Position 3719: 2.3305284140324555e-05
Position 3299: 2.172453243289354e-05
Position 3391: 2.138590434276599e-05
Position 4471: 1.1503256227682641e-05
Position 455: 1.1285399255943647e-05
Position 729: 1.029805975249921e-05
Position 958: 9.747702033147215e-06
Position 1577: 9.549982939806215e-06
Position 7437: 9.511302478613828e-06
Position 693: 8.479431245023086e-06
Position 935: 8.301303658821758e-06
Position 780: 8.029156153607777e-06
Position 7115: 7.799110699247672e-06
Position 1064: 7.267115025811861e-06
Position 1650: 7.21024139136784e-06
Position 1069: 6.695408879807857e-06
Position 1142: 6.636354595183655e-06
Position 602: 6.2198075870630665e-06
Position 1730: 5.761913866411753e-06
Position 1126: 5.703767800236158e-06
Position 547: 4.3221657776521135e-06
Position 7494: 3.972646173617828e-06
Position 626: 2.7230781564683616e-06
Position 1530: 2.102199273930005e-06
Position 513: 2.003547599512669e-06
Position 499: 1.654302300234405e-06
Position 517: 1.553041509424982e-06
Position 1035: 1.5013792477766633e-06
Position 374: 1.3091249212392192e-06
Position 385: 3.8687824625096556e-07
Position 962: 3.2339801018826613e-07
Position 726: 2.954152032979577e-07
Position 357: 2.810356422011928e-07
Position 972: 2.505802243493541e-07
Position 482: 1.423176803889703e-07
Position 557: 8.89305866633409e-08
Position 361: 7.440205158698373e-08
Position 523: 3.859860163367376e-08
Position 647: 3.7230916896045666e-08
Position 233: 3.463500416461472e-08
Position 633: 3.036571135960587e-08
Position 636: 1.0698816609207193e-08
Position 554: 6.184451351720033e-09
Position 105: 3.917011633800802e-09
Position 248: 2.440700429156446e-09
Position 272: 1.5944934856324353e-09
