Gene = Spp1
Position 33: 2.8971851665355272e-05
Position 310: 2.7980341011224284e-05
Position 985: 2.7828450585754972e-05
Position 261: 2.4041536135653748e-05
Position 755: 2.279942385667991e-05
Position 758: 2.030915018189267e-05
Position 846: 2.0169806926901762e-05
Position 191: 1.7755305558798494e-05
Position 582: 1.762684940121146e-05
Position 727: 1.582111352383902e-05
Position 835: 1.4817923331089833e-05
Position 599: 1.274951612196746e-05
Position 1205: 1.2272847407313093e-05
Position 676: 1.1716559657118864e-05
Position 255: 9.519092232863279e-06
Position 1193: 8.922667959348613e-06
Position 180: 8.252021119096524e-06
Position 90: 7.658204108773222e-06
Position 171: 7.4461482579365014e-06
Position 674: 6.7993853125708135e-06
Position 761: 6.57188734859587e-06
Position 158: 5.1863772921441635e-06
Position 780: 5.183000376467715e-06
Position 185: 3.4118382191917623e-06
Position 1300: 3.21516398207123e-06
Position 519: 2.802188200463302e-06
Position 473: 1.8363887904465269e-06
Position 820: 1.7103669259689394e-06
Position 108: 1.6484921401099496e-06
Position 280: 1.482638409489404e-06
Position 656: 1.4198528142742467e-06
Position 485: 1.025335978981777e-06
Position 248: 6.725944912404391e-07
Position 1234: 6.196417789233408e-07
Position 1196: 5.640476001556379e-07
Position 478: 3.388083648360157e-07
Position 533: 2.1707478839517285e-07
Position 1250: 1.0171936471678425e-07
Position 40: 4.1540932567131267e-08
Position 502: 1.4926440417038315e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4146: 0.9130313360486519
Position 1422: 0.898000347536093
Position 923: 0.8105046071174179
Position 1256: 0.7715808520377613
Position 2536: 0.6421418341607374
Position 3107: 0.3898134851191996
Position 5110: 0.306759493703635
Position 2747: 0.1222791112151454
Position 1771: 0.11800849663009101
Position 4479: 0.11764230628307824
Position 1193: 0.11101442470453887
Position 2502: 0.061595564588302655
Position 656: 0.054209292866195746
Position 5197: 0.034383088270699136
Position 830: 0.0336137681273159
Position 1891: 0.03164872036914322
Position 5221: 0.0313582325585631
Position 5126: 0.026290597678408942
Position 4998: 0.020921154411550496
Position 5650: 0.01749967687265906
Position 5691: 0.015545345900775626
Position 2787: 0.015371706837274648
Position 2544: 0.015184025649564017
Position 1750: 0.012519565577282114
Position 4345: 0.011347227323956202
Position 3126: 0.010725130807939095
Position 3031: 0.009098060422942684
Position 4880: 0.0070631107549017375
Position 3007: 0.007041525909574585
Position 5152: 0.006632014116297469
Position 1962: 0.005926090214299856
Position 1224: 0.005764132619954254
Position 5020: 0.003501818776423351
Position 1153: 0.003276527548710865
Position 4935: 0.0030346362614688763
Position 1445: 0.0029368667820516277
Position 3131: 0.0029025515713401707
Position 5474: 0.0027085799720296677
Position 1147: 0.0026766876483833107
Position 1642: 0.0025649172693798824
Position 5286: 0.002421000968841204
Position 5598: 0.0022425158812155563
Position 1901: 0.00217097296881493
Position 2760: 0.0021077850729899813
Position 1711: 0.0020946875038925375
Position 5725: 0.00195406362297674
Position 519: 0.0018826738231555317
Position 1086: 0.0018803314382197262
Position 1746: 0.0018749070192404654
Position 2979: 0.001753435753607211
Position 5538: 0.0016783670293043027
Position 1997: 0.0016025422810413664
Position 4562: 0.001578374600263938
Position 4172: 0.0015123829858093853
Position 158: 0.001327278310670561
Position 2337: 0.0012890153290940247
Position 687: 0.0012377087545762337
Position 780: 0.0011105906846871907
Position 2167: 0.0010211713144370215
Position 667: 0.0010011554886168446
Position 2228: 0.0008612702247304472
Position 2460: 0.0008465259251643303
Position 2564: 0.0007905042996300759
Position 1687: 0.000781154048743561
Position 4157: 0.0007691827018807612
Position 1864: 0.000765277548211517
Position 1658: 0.0006637008499521068
Position 927: 0.0006244212662119926
Position 2617: 0.0006170834594236539
Position 4655: 0.0006130190430981981
Position 4694: 0.0005794307355614956
Position 1601: 0.0005663650066817847
Position 2555: 0.0005319265367911206
Position 1782: 0.0005138302551230548
Position 3218: 0.00046366120615746965
Position 576: 0.0004621533648290477
Position 3051: 0.00043671837748109294
Position 1845: 0.0004281243924359176
Position 727: 0.0003517925114010142
Position 1708: 0.00034297470704129217
Position 171: 0.000330624490683525
Position 1785: 0.000315083441720806
Position 1938: 0.0002768976468716342
Position 205: 0.0002540016018662874
Position 811: 0.00025282527989222065
Position 4517: 0.00024232372646152835
Position 613: 0.0002232347718139002
Position 2593: 0.0002227769737106386
Position 1203: 0.00020376351795888803
Position 1718: 0.00019668473622269208
Position 1429: 0.00015781032234168558
Position 1921: 0.00013774347391048666
Position 1859: 0.00013611314166134752
Position 3654: 0.0001327525600601198
Position 1283: 0.00011753650445038147
Position 941: 0.00011317881920153467
Position 1807: 0.00011175915659686788
Position 4594: 0.00010221890774442176
Position 1450: 8.968754352403474e-05
Position 1677: 8.375233862677137e-05
Position 1205: 8.169295806227187e-05
Position 1801: 6.993775885882474e-05
Position 1375: 6.950666277353788e-05
Position 4366: 6.926719071061561e-05
Position 2380: 6.693687788581482e-05
Position 1157: 6.550541775837798e-05
Position 2649: 6.233664193466013e-05
Position 2022: 6.15018050638243e-05
Position 2683: 5.872270201281062e-05
Position 996: 5.5511050616199855e-05
Position 1794: 5.335840038510242e-05
Position 175: 4.9727789926105924e-05
Position 592: 4.32745294769391e-05
Position 582: 3.43436444978334e-05
Position 705: 3.1220363227778166e-05
Position 1056: 2.977480580107291e-05
Position 4228: 2.8478123087998582e-05
Position 789: 2.4220556012743685e-05
Position 4848: 2.0831935134134208e-05
Position 615: 2.000501628260079e-05
Position 990: 1.7149493762851293e-05
Position 1035: 1.5561313356148333e-05
Position 2288: 1.1114905596613787e-05
Position 2596: 1.0147171779649425e-05
Position 224: 9.985021412691827e-06
Position 2307: 9.84867229407402e-06
Position 478: 9.826183349996017e-06
Position 543: 8.524645005413133e-06
Position 2599: 8.306547300377583e-06
Position 244: 7.353981083321612e-06
Position 1452: 6.764908343533666e-06
Position 1275: 5.447240619374107e-06
Position 846: 4.6991134800283665e-06
Position 213: 2.6963536913754414e-06
Position 548: 1.9330358035165617e-06
Position 538: 1.8928765680864095e-06
Position 290: 1.2502251262207626e-06
Position 710: 1.1103332322707874e-06
Position 1334: 9.902335183100082e-07
Position 1491: 5.131729097277529e-07
Position 142: 3.6536179050775164e-07
Position 276: 1.0896268295154693e-07
Position 1970: 2.6092007500098653e-08
Position 1458: 2.0504062308540568e-08
Position 248: 6.986638818503293e-09
Position 299: 2.3504758756592115e-09
Position 297: 1.0118094949106086e-09
Position 1463: 6.713895469489694e-10
Position 301: 3.976943284211202e-10
Position 1381: 3.077108057575021e-10
Position 258: 2.2062399569647033e-10
Position 295: 1.7530801627196365e-10
Position 108: 1.4829380635728213e-10
Position 293: 1.2515365002791885e-10
Position 129: 1.0027416188234855e-12
Position 261: 2.948332236342699e-13
Position 135: 1.4190791085414896e-13
Position 101: 1.123903831842723e-13
Position 140: 6.481072645254981e-14
