Gene = Bbc3
Position 4065: 0.007755320402700483
Position 4042: 0.0071873340939247595
Position 1595: 0.006815489687748412
Position 5880: 0.00616922633442111
Position 7720: 0.006142222339929391
Position 6078: 0.005762361180748652
Position 6120: 0.005687618454214021
Position 5652: 0.005404127512722539
Position 7923: 0.005293119382811753
Position 271: 0.005216975860203079
Position 8288: 0.005029061123186803
Position 6923: 0.004948261825541076
Position 5077: 0.004658189456671182
Position 6266: 0.004639716806765686
Position 5727: 0.004091657439136674
Position 360: 0.003694990243982593
Position 4039: 0.0036426695421972258
Position 1931: 0.0035673056101129903
Position 2772: 0.003216095411551185
Position 3042: 0.003174995478011449
Position 3181: 0.002997513940051171
Position 2567: 0.0027006373328734377
Position 3883: 0.0025049064270417204
Position 4126: 0.0025003544571553372
Position 4112: 0.0021219652358664145
Position 3846: 0.002121903110110555
Position 8576: 0.0020880637424750765
Position 8043: 0.0020582576124829775
Position 2516: 0.001953745298783101
Position 1944: 0.0019261571955541757
Position 4075: 0.0018427242189368409
Position 3970: 0.0018230496464545676
Position 2464: 0.0017751654555780575
Position 2890: 0.0017583350518488676
Position 5016: 0.0017501932882093064
Position 7757: 0.0017107719520510973
Position 4744: 0.0017101468927415522
Position 6939: 0.0016690660856949558
Position 4473: 0.001636299669449341
Position 4874: 0.0015799082130183082
Position 7955: 0.0015725522090223067
Position 4100: 0.0014550215943000984
Position 4018: 0.0014312282481038082
Position 7503: 0.0014261173493119788
Position 5363: 0.0012503372109467538
Position 8135: 0.0011968292163338748
Position 454: 0.0011967511877186649
Position 8013: 0.0011733477389135433
Position 4294: 0.0011723336602849775
Position 5744: 0.0010903437928205402
Position 2542: 0.001061852609412071
Position 229: 0.0010457590924628517
Position 870: 0.001036259859458386
Position 2230: 0.000959913334547494
Position 1548: 0.000943530948830898
Position 4920: 0.0008174296929387852
Position 3785: 0.0008119368995599801
Position 1951: 0.000785481806618509
Position 3083: 0.0007836484430942455
Position 3548: 0.0007804234992136038
Position 4534: 0.0007397250219433372
Position 5692: 0.0007282158863585464
Position 6315: 0.0006929983213596189
Position 2390: 0.0006813888537255502
Position 1696: 0.0006523291212172698
Position 5492: 0.0006157271038460681
Position 1023: 0.0005808130029897045
Position 7474: 0.0005753924180598017
Position 4824: 0.0005742862559743498
Position 1062: 0.0005740558201172687
Position 1850: 0.0005641737482609138
Position 1516: 0.0005464758651016405
Position 5441: 0.000543048488715322
Position 1689: 0.0004822603297019958
Position 4361: 0.00046307999672038855
Position 7985: 0.0004048902864057851
Position 3017: 0.0003903282011073388
Position 4645: 0.00038585435550702284
Position 4790: 0.00037030366655352797
Position 5623: 0.00036953223932732456
Position 3568: 0.0003642320241004821
Position 3562: 0.00036216280450108155
Position 1000: 0.0003618816249778262
Position 8086: 0.00034791587172241194
Position 372: 0.00032703944957795163
Position 3748: 0.00031589515907921227
Position 4274: 0.0003092991881185813
Position 889: 0.00030614519046381086
Position 3421: 0.0002815448691126759
Position 4599: 0.0002678616302230453
Position 5550: 0.00026280187625020993
Position 1885: 0.0002615582904654159
Position 5699: 0.00024307937466521454
Position 2434: 0.00023464094120586188
Position 7618: 0.00022635941428226697
Position 6080: 0.0002112336107589429
Position 6614: 0.00020824499304450338
Position 5939: 0.00020504986288027264
Position 7170: 0.00020483595274474315
Position 3028: 0.00017872288862620287
Position 3632: 0.00016168051603015617
Position 8492: 0.0001592816129021189
Position 3075: 0.00015560622401097416
Position 4625: 0.00014056103415784787
Position 6655: 0.00013976284669051943
Position 250: 0.00013939458966817796
Position 5832: 0.00013828183048758018
Position 3856: 0.0001301308991591945
Position 289: 0.00012086815180301398
Position 5851: 0.00011858743359925804
Position 656: 0.00011410463956491034
Position 1694: 0.00011188748189377797
Position 784: 0.00011158822636410043
Position 4189: 0.00010496415071766459
Position 5750: 0.00010417828708380462
Position 912: 9.767443989529312e-05
Position 1246: 9.17362976819159e-05
Position 336: 8.312914225286023e-05
Position 392: 7.26394053588577e-05
Position 3122: 7.085491074012559e-05
Position 2986: 6.71222293208944e-05
Position 4855: 6.438026900911914e-05
Position 2971: 6.354183642588596e-05
Position 4807: 6.161243550498736e-05
Position 628: 5.2496962795678666e-05
Position 5083: 4.8635041685545306e-05
Position 4284: 4.617779550756902e-05
Position 4304: 4.482362272549049e-05
Position 1267: 3.794535395538296e-05
Position 767: 1.5312417947270148e-05
Position 2352: 6.569439599236559e-06
Position 2438: 5.1068735490069896e-06
Position 1691: 4.503741414157982e-06
Position 2894: 3.1625157113679525e-06
Position 3450: 2.6115843016255675e-06
Position 4961: 2.2930168849988384e-06
Position 526: 2.025937836151089e-06
Position 708: 1.5188502550890099e-06
Position 312: 1.1232796520787514e-06
Position 789: 1.0631929787103502e-06
Position 432: 1.034470611281493e-06
Position 254: 9.943247323917969e-07
Position 4366: 9.404923358705067e-07
Position 4381: 8.430985170420129e-07
Position 2013: 5.624515020741757e-07
Position 702: 1.1901472407962024e-07
Position 4385: 5.8760442517767266e-08
Position 4301: 5.683697087212873e-08
Position 309: 5.5809093773200824e-08
Position 4322: 4.953142829006002e-08
Position 180: 4.2493411065800554e-08
Position 160: 3.731434010287832e-08
Position 282: 3.355843086586701e-08
Position 463: 3.345052050481927e-08
Position 402: 3.146792366271295e-08
Position 2286: 2.7121621412899416e-08
Position 188: 1.8781958147145355e-08
Position 414: 1.5077527119243183e-08
Position 297: 9.823591938599245e-09
Position 191: 4.889432492679301e-09
Position 418: 3.18381963604662e-09
Position 564: 2.015973030998028e-09
Position 148: 5.637591852072114e-10
Position 141: 4.181145254595386e-10
Position 144: 3.5610663805387744e-10
